resource_id,original_id,split,subject,topic,skill,grade,category,need_image_probability,gate_prediction,completion_decision,known_human_label,known_target,question,choices,hint,lecture,solution,review_bucket
r012635,r012635,train,natural science,biology,Compare cells and cell parts,grade7,Cells,0.8202582763257624,1,need_completion_accidental_missing,,,Select the one true statement.,"The cell membrane stores nutrients, water, and waste in a plant cell. | In animal cells, lysosomes break down waste and worn-out cell parts. | The endoplasmic reticulum breaks down sugar to release energy that an animal cell can use.",,,,high_confidence_need_completion
r004073,r004073,train,natural science,biology,"Identify mammals, birds, fish, reptiles, and amphibians",grade5,Classification,0.8085296753994268,1,need_completion_accidental_missing,,,Select the bird.,western gorilla | red crowned crane | Asian elephant | giraffe,,"Birds have feathers, two wings, and a beak.","An Asian elephant is a mammal. It has hair and feeds its young milk.
Elephants live in groups called herds. The oldest female in the herd is usually the leader.
A giraffe is a mammal. It has hair and feeds its young milk.
Giraffes eat mostly leaves that are too high up for other animals to reach.
A red crowned crane is a bird. It has feathers, two wings, and a beak.
Cranes wade in shallow water to look for food. Cranes eat insects, worms, and plants.
A western gorilla is a mammal. It has fur and feeds its young milk.
Gorillas live in groups called troops. The largest male in the troop is usually the leader.",high_confidence_need_completion
r017697,r017697,test,natural science,biology,Compare cells and cell parts,grade7,Cells,0.8043933038372093,1,need_completion_accidental_missing,,,Select the one true statement.,"Vacuoles store nutrients, water, and waste in plant cells. | The cell membrane of an animal cell contains the master plan for cell activities and cell development. | The chromosomes of a plant cell use sunlight to make sugar.",,,,high_confidence_need_completion
r015071,r015071,validation,natural science,biology,Compare cells and cell parts,grade8,Cells,0.7979327308784478,1,need_completion_accidental_missing,,,Select the one true statement.,Mitochondria are outside the nucleus of a plant cell. | The cell membrane breaks down sugar to release energy that a plant cell can use. | Lysosomes contain the master plan for all cell activities and cell development in animal cells.,,,,high_confidence_need_completion
r008039,r008039,train,natural science,biology,Compare cells and cell parts,grade7,Cells,0.7953272186524685,1,need_completion_accidental_missing,,,Select the one true statement.,The cell wall breaks down sugar to release energy that a plant cell can use. | The Golgi packages proteins and other substances and directs them to different parts of an animal cell. | The cell membrane of a plant cell contains the master plan for cell activities and cell development.,,,,high_confidence_need_completion
r007261,r007261,train,natural science,biology,Compare plant and animal cells,grade4,Cells,0.7838461991735989,1,need_completion_accidental_missing,,,Which of the following parts does an animal cell have?,chloroplasts | cell membrane | cell wall,,"Plant and animal cells have many parts in common, but not all. This table shows some of their similarities and differences.
Cell part | Plant cell | Animal cell
cell wall | yes | no
cell membrane | yes | yes
cytoplasm | yes | yes
mitochondria | yes | yes
vacuole | yes | yes
chloroplasts | yes | no
nucleus | yes | yes
chromosomes | yes | yes
Think about how plant and animal cells are different:
Plant cells have a cell wall, but animal cells do not. The cell wall helps plant cells keep a fixed shape. Most animal cells do not have a fixed shape.
Plant cells have chloroplasts, but animal cells do not. Chloroplasts make sugar that plants cells can use as food. Animal cells cannot make their own food.",,high_confidence_need_completion
r003101,r003101,train,natural science,biology,Compare cells and cell parts,grade7,Cells,0.7817874032791088,1,need_completion_accidental_missing,,,Select the one true statement.,"Chromosomes are inside the nucleus of an animal cell. | The cell membrane stores nutrients, water, and waste in a plant cell. | Plant cells can have mitochondria but do not have vacuoles.",,,,high_confidence_need_completion
r004013,r004013,train,natural science,biology,Compare cells and cell parts,grade8,Cells,0.7790171530674449,1,need_completion_accidental_missing,,,Select the one true statement.,Chloroplasts are outside the nucleus of a plant cell. | The cell membrane breaks down sugar to release energy that an animal cell can use. | The mitochondria of a plant cell use sunlight to make sugar.,,,,high_confidence_need_completion
r020372,r020372,test,natural science,biology,Compare plant and animal cells,grade4,Cells,0.7766728618534146,1,need_completion_accidental_missing,,,Which of the following parts does an animal cell have?,chromosomes | cell wall | chloroplasts,,"Plant and animal cells have many parts in common, but not all. This table shows some of their similarities and differences.
Cell part | Plant cell | Animal cell
cell wall | yes | no
cell membrane | yes | yes
cytoplasm | yes | yes
mitochondria | yes | yes
vacuole | yes | yes
chloroplasts | yes | no
nucleus | yes | yes
chromosomes | yes | yes
Think about how plant and animal cells are different:
Plant cells have a cell wall, but animal cells do not. The cell wall helps plant cells keep a fixed shape. Most animal cells do not have a fixed shape.
Plant cells have chloroplasts, but animal cells do not. Chloroplasts make sugar that plants cells can use as food. Animal cells cannot make their own food.",,high_confidence_need_completion
r017948,r017948,test,natural science,biology,Compare plant and animal cells,grade4,Cells,0.7765394282155728,1,need_completion_accidental_missing,,,Which of the following parts does an animal cell have?,nucleus | cell wall | chloroplasts,,"Plant and animal cells have many parts in common, but not all. This table shows some of their similarities and differences.
Cell part | Plant cell | Animal cell
cell wall | yes | no
cell membrane | yes | yes
cytoplasm | yes | yes
mitochondria | yes | yes
vacuole | yes | yes
chloroplasts | yes | no
nucleus | yes | yes
chromosomes | yes | yes
Think about how plant and animal cells are different:
Plant cells have a cell wall, but animal cells do not. The cell wall helps plant cells keep a fixed shape. Most animal cells do not have a fixed shape.
Plant cells have chloroplasts, but animal cells do not. Chloroplasts make sugar that plants cells can use as food. Animal cells cannot make their own food.",,high_confidence_need_completion
r007415,r007415,train,natural science,biology,Compare cells and cell parts,grade8,Cells,0.7738329801197344,1,need_completion_accidental_missing,,,Select the one true statement.,The cell membrane of an animal cell contains the master plan for cell activities and cell development. | The cytoplasm of a plant cell is inside the cell membrane. | Animal cells can have lysosomes but do not have vacuoles.,,,,high_confidence_need_completion
r021131,r021131,test,natural science,biology,Compare cells and cell parts,grade7,Cells,0.7731089259306919,1,need_completion_accidental_missing,,,Select the one true statement.,Lysosomes contain the master plan for all cell activities and cell development in animal cells. | Plant cells can have mitochondria but do not have vacuoles. | The cell membrane controls which substances enter and leave a plant cell.,,,,high_confidence_need_completion
r009612,r009612,train,natural science,biology,Body systems: digestion,grade5,Animals,0.7728366082077349,1,need_completion_accidental_missing,,,Which job does the digestive system do?,breaks down food into small particles | helps make food,,"All organisms need food. Food gives organisms the energy they need to survive.
Animals get their food by eating other organisms. An animal's digestive system breaks down food into small particles of fat, protein, sugar, and other nutrients. The blood carries these small particles to cells throughout the animal's body.
Inside cells, nutrient particles can be broken down to release energy. Cells need energy to do their jobs. A cell's job might include sending signals to other cells, rearranging chemicals to make new substances, or moving substances from place to place.
Cells also use nutrient particles as building materials. Cells use building materials to help the animal grow and to replace worn-out parts.","The digestive system breaks down food into small particles of nutrients. Cells can get energy and building materials from these small particles.
The digestive system does not help make food. Animals cannot make food inside their bodies. They must eat other organisms.",high_confidence_need_completion
r019653,r019653,test,natural science,biology,Compare cells and cell parts,grade7,Cells,0.7707747805994809,1,need_completion_accidental_missing,,,Select the one true statement.,The Golgi is inside the cell membrane in an animal cell. | Plant cells can have vacuoles but do not have mitochondria. | The endoplasmic reticulum breaks down sugar to release energy that a plant cell can use.,,,,high_confidence_need_completion
r003944,r003944,train,natural science,biology,Compare cells and cell parts,grade7,Cells,0.7657162001597543,1,need_completion_accidental_missing,,,Select the one true statement.,The cell wall gives a plant cell its fixed shape. | The endoplasmic reticulum breaks down sugar to release energy that an animal cell can use. | Chloroplasts are inside the nucleus of a plant cell.,,,,high_confidence_need_completion
r008324,r008324,train,natural science,biology,Compare cells and cell parts,grade7,Cells,0.7656800294031643,1,need_completion_accidental_missing,,,Select the one true statement.,"In a plant cell, the endoplasmic reticulum contains the master plan for cell activities and cell development. | Chloroplasts break down sugar to release energy that a plant cell can use. | The cell wall is outside the cell membrane of a plant cell.",,,,high_confidence_need_completion
r003049,r003049,train,natural science,biology,Compare cells and cell parts,grade7,Cells,0.7609441013083136,1,need_completion_accidental_missing,,,Select the one true statement.,"In an animal cell, the endoplasmic reticulum contains the master plan for cell activities and cell development. | Mitochondria break down sugar to release energy that a plant cell can use. | Chromosomes store nutrients, water, and waste in an animal cell.",,,,high_confidence_need_completion
r007974,r007974,train,natural science,biology,Compare cells and cell parts,grade7,Cells,0.7566808819448259,1,need_completion_accidental_missing,,,Select the one true statement.,"In animal cells, chromosomes contain the master plan for cell activities and cell development. | Vacuoles break down sugar to release energy that plant cells can use. | A plant cell can have endoplasmic reticulum but does not have a Golgi.",,,,high_confidence_need_completion
r018410,r018410,test,language science,reference-skills,Use guide words,grade5,Reference skills,0.09684446224706682,0,skip_structural_absence,,,"Would you find the word rock on a dictionary page with the following guide words?
regret - ruffle",yes | no,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since rock is between the guide words regret - ruffle, it would be found on that page.",high_confidence_skip
r014578,r014578,validation,language science,reference-skills,Use guide words,grade8,Reference skills,0.09719118455645119,0,skip_structural_absence,,,"Would you find the word people on a dictionary page with the following guide words?
pattern - plot",no | yes,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since people is between the guide words pattern - plot, it would be found on that page.",high_confidence_skip
r009708,r009708,train,language science,reference-skills,Use guide words,grade6,Reference skills,0.09780644569916613,0,skip_structural_absence,,,"Would you find the word grief on a dictionary page with the following guide words?
generally - good",no | yes,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since grief is not between the guide words generally - good, it would not be found on that page.",high_confidence_skip
r000463,r000463,train,language science,reference-skills,Use guide words,grade8,Reference skills,0.09792907512584309,0,skip_structural_absence,,,"Would you find the word did on a dictionary page with the following guide words?
dangle - drank",no | yes,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since did is between the guide words dangle - drank, it would be found on that page.",high_confidence_skip
r003296,r003296,train,language science,reference-skills,Use guide words,grade7,Reference skills,0.0979472297656661,0,skip_structural_absence,,,"Which word would you find on a dictionary page with the following guide words?
person - plug",pity | preserve,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since pity is between the guide words person - plug, it would be found on that page.",high_confidence_skip
r020642,r020642,test,language science,reference-skills,Use guide words,grade8,Reference skills,0.0980230065775526,0,skip_structural_absence,,,"Which word would you find on a dictionary page with the following guide words?
walnut - who",wink | weary,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since weary is between the guide words walnut - who, it would be found on that page.",high_confidence_skip
r006701,r006701,train,language science,reference-skills,Use guide words,grade3,Reference skills,0.09804118127924218,0,skip_structural_absence,,,"Which word would you find on a dictionary page with the following guide words?
pond - purple",pretty | people,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since pretty is between the guide words pond - purple, it would be found on that page.",high_confidence_skip
r014215,r014215,validation,language science,reference-skills,Use guide words,grade3,Reference skills,0.09810851906023932,0,skip_structural_absence,,,"Which word would you find on a dictionary page with the following guide words?
alphabet - area",ahead | antenna,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since antenna is between the guide words alphabet - area, it would be found on that page.",high_confidence_skip
r019958,r019958,test,language science,reference-skills,Use guide words,grade8,Reference skills,0.09830946673306898,0,skip_structural_absence,,,"Would you find the word old on a dictionary page with the following guide words?
object - orchard",yes | no,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since old is between the guide words object - orchard, it would be found on that page.",high_confidence_skip
r000364,r000364,train,language science,reference-skills,Use guide words,grade8,Reference skills,0.09844253425371817,0,skip_structural_absence,,,"Would you find the word period on a dictionary page with the following guide words?
pity - practice",no | yes,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since period is not between the guide words pity - practice, it would not be found on that page.",high_confidence_skip
r007784,r007784,train,language science,reference-skills,Use guide words,grade7,Reference skills,0.09844911035189889,0,skip_structural_absence,,,"Which word would you find on a dictionary page with the following guide words?
scene - sped",stallion | so,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since so is between the guide words scene - sped, it would be found on that page.",high_confidence_skip
r004499,r004499,train,language science,reference-skills,Use guide words,grade6,Reference skills,0.09845536777345229,0,skip_structural_absence,,,"Would you find the word equal on a dictionary page with the following guide words?
enjoy - example",no | yes,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since equal is between the guide words enjoy - example, it would be found on that page.",high_confidence_skip
r009056,r009056,train,language science,reference-skills,Use guide words,grade8,Reference skills,0.09845899253401443,0,skip_structural_absence,,,"Would you find the word adopt on a dictionary page with the following guide words?
about - ashes",yes | no,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since adopt is between the guide words about - ashes, it would be found on that page.",high_confidence_skip
r014341,r014341,validation,language science,reference-skills,Use guide words,grade8,Reference skills,0.0984692869000084,0,skip_structural_absence,,,"Which word would you find on a dictionary page with the following guide words?
we - wink",waiter | whom,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since whom is between the guide words we - wink, it would be found on that page.",high_confidence_skip
r014487,r014487,validation,language science,reference-skills,Use guide words,grade5,Reference skills,0.0984692869000084,0,skip_structural_absence,,,"Which word would you find on a dictionary page with the following guide words?
wait - wound",wrote | we,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since we is between the guide words wait - wound, it would be found on that page.",high_confidence_skip
r014125,r014125,validation,language science,reference-skills,Use guide words,grade6,Reference skills,0.09849252718163355,0,skip_structural_absence,,,"Which word would you find on a dictionary page with the following guide words?
bacteria - brag",be | bunch,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since be is between the guide words bacteria - brag, it would be found on that page.",high_confidence_skip
r007558,r007558,train,language science,reference-skills,Use guide words,grade6,Reference skills,0.09852225993796983,0,skip_structural_absence,,,"Would you find the word inventor on a dictionary page with the following guide words?
idle - irrigate",no | yes,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since inventor is between the guide words idle - irrigate, it would be found on that page.",high_confidence_skip
r012286,r012286,train,language science,reference-skills,Use guide words,grade7,Reference skills,0.09854036765592752,0,skip_structural_absence,,,"Which word would you find on a dictionary page with the following guide words?
early - engineer",elf | exact,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since elf is between the guide words early - engineer, it would be found on that page.",high_confidence_skip
r004980,r004980,train,language science,reference-skills,Use guide words,grade5,Reference skills,0.09856656380752515,0,skip_structural_absence,,,"Which word would you find on a dictionary page with the following guide words?
beast - brownie",born | bundle,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since born is between the guide words beast - brownie, it would be found on that page.",high_confidence_skip
r021122,r021122,test,language science,reference-skills,Use guide words,grade4,Reference skills,0.0985845937514334,0,skip_structural_absence,,,"Would you find the word parent on a dictionary page with the following guide words?
president - public",no | yes,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since parent is not between the guide words president - public, it would not be found on that page.",high_confidence_skip
r016971,r016971,test,language science,reference-skills,Use guide words,grade8,Reference skills,0.09859761537607029,0,skip_structural_absence,,,"Which word would you find on a dictionary page with the following guide words?
shot - suit",service | stockade,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since stockade is between the guide words shot - suit, it would be found on that page.",high_confidence_skip
r016097,r016097,validation,language science,reference-skills,Use guide words,grade5,Reference skills,0.09860206686183659,0,skip_structural_absence,,,"Would you find the word material on a dictionary page with the following guide words?
mitt - mug",no | yes,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since material is not between the guide words mitt - mug, it would not be found on that page.",high_confidence_skip
r006333,r006333,train,language science,reference-skills,Use guide words,grade5,Reference skills,0.09862874802455068,0,skip_structural_absence,,,"Which word would you find on a dictionary page with the following guide words?
magic - money",middle | museum,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since middle is between the guide words magic - money, it would be found on that page.",high_confidence_skip
r007183,r007183,train,language science,reference-skills,Use guide words,grade4,Reference skills,0.09862972761735794,0,skip_structural_absence,,,"Would you find the word at on a dictionary page with the following guide words?
architect - astound",no | yes,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since at is not between the guide words architect - astound, it would not be found on that page.",high_confidence_skip
r014957,r014957,validation,language science,reference-skills,Use guide words,grade5,Reference skills,0.09863905385319681,0,skip_structural_absence,,,"Which word would you find on a dictionary page with the following guide words?
plump - prevail",poetry | person,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since poetry is between the guide words plump - prevail, it would be found on that page.",high_confidence_skip
r003998,r003998,train,language science,reference-skills,Use guide words,grade5,Reference skills,0.09868469506002146,0,skip_structural_absence,,,"Would you find the word ostrich on a dictionary page with the following guide words?
of - oh",no | yes,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since ostrich is not between the guide words of - oh, it would not be found on that page.",high_confidence_skip
r017352,r017352,test,language science,reference-skills,Use guide words,grade4,Reference skills,0.09868851728744966,0,skip_structural_absence,,,"Would you find the word wealthy on a dictionary page with the following guide words?
wand - what",yes | no,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since wealthy is between the guide words wand - what, it would be found on that page.",high_confidence_skip
r016878,r016878,validation,language science,reference-skills,Use guide words,grade3,Reference skills,0.0987047473259831,0,skip_structural_absence,,,"Which word would you find on a dictionary page with the following guide words?
gnaw - group",gown | glory,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since gown is between the guide words gnaw - group, it would be found on that page.",high_confidence_skip
r015089,r015089,validation,language science,reference-skills,Use guide words,grade7,Reference skills,0.09872368546311609,0,skip_structural_absence,,,"Which word would you find on a dictionary page with the following guide words?
careful - correct",cent | cube,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since cent is between the guide words careful - correct, it would be found on that page.",high_confidence_skip
r018705,r018705,test,language science,reference-skills,Use guide words,grade5,Reference skills,0.09875478616734118,0,skip_structural_absence,,,"Which word would you find on a dictionary page with the following guide words?
bare - bite",because | booth,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since because is between the guide words bare - bite, it would be found on that page.",high_confidence_skip
r013649,r013649,validation,language science,reference-skills,Use guide words,grade5,Reference skills,0.09876703735507858,0,skip_structural_absence,,,"Which word would you find on a dictionary page with the following guide words?
unit - urgent",us | up,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since up is between the guide words unit - urgent, it would be found on that page.",high_confidence_skip
r019780,r019780,test,language science,reference-skills,Use guide words,grade3,Reference skills,0.0987821178506756,0,skip_structural_absence,,,"Which word would you find on a dictionary page with the following guide words?
pen - popular",physical | presence,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since physical is between the guide words pen - popular, it would be found on that page.",high_confidence_skip
r009514,r009514,train,language science,reference-skills,Use guide words,grade4,Reference skills,0.09879466830209101,0,skip_structural_absence,,,"Which word would you find on a dictionary page with the following guide words?
met - monk",mass | mistake,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since mistake is between the guide words met - monk, it would be found on that page.",high_confidence_skip
