dataset,strategy,sample_id,question,positive_image_ref,negative_sample_id,negative_question,negative_image_ref,lexical_similarity
ai2d,random_wrong_image,ai2d_test_000041,An aquatic food web is shown. Phytoplanktons are considered as ?,hf://lmms-lab/ai2d-no-mask/test/000041,ai2d_test_000120,"From the food web shown in the diagram, which organism is the primary consumer?",hf://lmms-lab/ai2d-no-mask/test/000120,0.05804746281416848
ai2d,random_wrong_image,ai2d_test_000041,An aquatic food web is shown. Phytoplanktons are considered as ?,hf://lmms-lab/ai2d-no-mask/test/000041,ai2d_test_000132,"Using the diagram below, which animal is classified as an herbivore?",hf://lmms-lab/ai2d-no-mask/test/000132,0.04981664489923804
ai2d,random_wrong_image,ai2d_test_000041,An aquatic food web is shown. Phytoplanktons are considered as ?,hf://lmms-lab/ai2d-no-mask/test/000041,ai2d_test_000170,Name an organism that is an herbivore in the given food web,hf://lmms-lab/ai2d-no-mask/test/000170,0.09223949130582992
ai2d,lexical_wrong_image,ai2d_test_000041,An aquatic food web is shown. Phytoplanktons are considered as ?,hf://lmms-lab/ai2d-no-mask/test/000041,ai2d_test_000042,An aquatic food web is shown. Which is necessary for the chain to continue throughout or you can say it as the parent of the food web without which the food web is nothing?,hf://lmms-lab/ai2d-no-mask/test/000042,0.2960027229176717
ai2d,lexical_wrong_image,ai2d_test_000041,An aquatic food web is shown. Phytoplanktons are considered as ?,hf://lmms-lab/ai2d-no-mask/test/000041,ai2d_test_000186,"In the food web diagram that is shown, which organism consumes detritivores as food?",hf://lmms-lab/ai2d-no-mask/test/000186,0.19042841385690787
ai2d,lexical_wrong_image,ai2d_test_000041,An aquatic food web is shown. Phytoplanktons are considered as ?,hf://lmms-lab/ai2d-no-mask/test/000041,ai2d_test_000185,"In the food web diagram that is shown, which is the producer?",hf://lmms-lab/ai2d-no-mask/test/000185,0.12267358672199653
ai2d,lexical_wrong_image,ai2d_test_000041,An aquatic food web is shown. Phytoplanktons are considered as ?,hf://lmms-lab/ai2d-no-mask/test/000041,ai2d_test_000187,Lizards are what type of organism according to this diagram?,hf://lmms-lab/ai2d-no-mask/test/000187,0.10067251224714807
ai2d,lexical_wrong_image,ai2d_test_000041,An aquatic food web is shown. Phytoplanktons are considered as ?,hf://lmms-lab/ai2d-no-mask/test/000041,ai2d_test_000190,What represents primary producers in the diagram?,hf://lmms-lab/ai2d-no-mask/test/000190,0.09548774106216701
ai2d,same_topic_wrong_image,ai2d_test_000041,An aquatic food web is shown. Phytoplanktons are considered as ?,hf://lmms-lab/ai2d-no-mask/test/000041,ai2d_test_000042,An aquatic food web is shown. Which is necessary for the chain to continue throughout or you can say it as the parent of the food web without which the food web is nothing?,hf://lmms-lab/ai2d-no-mask/test/000042,0.2960027229176717
ai2d,same_topic_wrong_image,ai2d_test_000041,An aquatic food web is shown. Phytoplanktons are considered as ?,hf://lmms-lab/ai2d-no-mask/test/000041,ai2d_test_000186,"In the food web diagram that is shown, which organism consumes detritivores as food?",hf://lmms-lab/ai2d-no-mask/test/000186,0.19042841385690787
ai2d,same_topic_wrong_image,ai2d_test_000041,An aquatic food web is shown. Phytoplanktons are considered as ?,hf://lmms-lab/ai2d-no-mask/test/000041,ai2d_test_000185,"In the food web diagram that is shown, which is the producer?",hf://lmms-lab/ai2d-no-mask/test/000185,0.12267358672199653
ai2d,same_topic_wrong_image,ai2d_test_000041,An aquatic food web is shown. Phytoplanktons are considered as ?,hf://lmms-lab/ai2d-no-mask/test/000041,ai2d_test_000187,Lizards are what type of organism according to this diagram?,hf://lmms-lab/ai2d-no-mask/test/000187,0.10067251224714807
ai2d,same_topic_wrong_image,ai2d_test_000041,An aquatic food web is shown. Phytoplanktons are considered as ?,hf://lmms-lab/ai2d-no-mask/test/000041,ai2d_test_000190,What represents primary producers in the diagram?,hf://lmms-lab/ai2d-no-mask/test/000190,0.09548774106216701
ai2d,same_skill_wrong_image,ai2d_test_000041,An aquatic food web is shown. Phytoplanktons are considered as ?,hf://lmms-lab/ai2d-no-mask/test/000041,ai2d_test_000042,An aquatic food web is shown. Which is necessary for the chain to continue throughout or you can say it as the parent of the food web without which the food web is nothing?,hf://lmms-lab/ai2d-no-mask/test/000042,0.2960027229176717
ai2d,same_skill_wrong_image,ai2d_test_000041,An aquatic food web is shown. Phytoplanktons are considered as ?,hf://lmms-lab/ai2d-no-mask/test/000041,ai2d_test_000186,"In the food web diagram that is shown, which organism consumes detritivores as food?",hf://lmms-lab/ai2d-no-mask/test/000186,0.19042841385690787
ai2d,same_skill_wrong_image,ai2d_test_000041,An aquatic food web is shown. Phytoplanktons are considered as ?,hf://lmms-lab/ai2d-no-mask/test/000041,ai2d_test_000185,"In the food web diagram that is shown, which is the producer?",hf://lmms-lab/ai2d-no-mask/test/000185,0.12267358672199653
ai2d,same_skill_wrong_image,ai2d_test_000041,An aquatic food web is shown. Phytoplanktons are considered as ?,hf://lmms-lab/ai2d-no-mask/test/000041,ai2d_test_000187,Lizards are what type of organism according to this diagram?,hf://lmms-lab/ai2d-no-mask/test/000187,0.10067251224714807
ai2d,same_skill_wrong_image,ai2d_test_000041,An aquatic food web is shown. Phytoplanktons are considered as ?,hf://lmms-lab/ai2d-no-mask/test/000041,ai2d_test_000190,What represents primary producers in the diagram?,hf://lmms-lab/ai2d-no-mask/test/000190,0.09548774106216701
ai2d,random_wrong_image,ai2d_test_000042,An aquatic food web is shown. Which is necessary for the chain to continue throughout or you can say it as the parent of the food web without which the food web is nothing?,hf://lmms-lab/ai2d-no-mask/test/000042,ai2d_test_000023,What is represented by letter B?,hf://lmms-lab/ai2d-no-mask/test/000023,0.018944290124001027
ai2d,random_wrong_image,ai2d_test_000042,An aquatic food web is shown. Which is necessary for the chain to continue throughout or you can say it as the parent of the food web without which the food web is nothing?,hf://lmms-lab/ai2d-no-mask/test/000042,ai2d_test_000106,The type of matter represented in the diagram is called what?,hf://lmms-lab/ai2d-no-mask/test/000106,0.02814829136311127
ai2d,random_wrong_image,ai2d_test_000042,An aquatic food web is shown. Which is necessary for the chain to continue throughout or you can say it as the parent of the food web without which the food web is nothing?,hf://lmms-lab/ai2d-no-mask/test/000042,ai2d_test_000130,"From the above food web diagram, rabbit represents",hf://lmms-lab/ai2d-no-mask/test/000130,0.07584647321411918
ai2d,random_wrong_image,ai2d_test_000042,An aquatic food web is shown. Which is necessary for the chain to continue throughout or you can say it as the parent of the food web without which the food web is nothing?,hf://lmms-lab/ai2d-no-mask/test/000042,ai2d_test_000137,"From the above food web diagram, if all the desert grass were removed which species will directly get affected",hf://lmms-lab/ai2d-no-mask/test/000137,0.06740391512246387
ai2d,random_wrong_image,ai2d_test_000042,An aquatic food web is shown. Which is necessary for the chain to continue throughout or you can say it as the parent of the food web without which the food web is nothing?,hf://lmms-lab/ai2d-no-mask/test/000042,ai2d_test_000188,Plants are what type of producers in this chart?,hf://lmms-lab/ai2d-no-mask/test/000188,0.014582070218027985
ai2d,lexical_wrong_image,ai2d_test_000042,An aquatic food web is shown. Which is necessary for the chain to continue throughout or you can say it as the parent of the food web without which the food web is nothing?,hf://lmms-lab/ai2d-no-mask/test/000042,ai2d_test_000041,An aquatic food web is shown. Phytoplanktons are considered as ?,hf://lmms-lab/ai2d-no-mask/test/000041,0.2960027229176717
ai2d,lexical_wrong_image,ai2d_test_000042,An aquatic food web is shown. Which is necessary for the chain to continue throughout or you can say it as the parent of the food web without which the food web is nothing?,hf://lmms-lab/ai2d-no-mask/test/000042,ai2d_test_000185,"In the food web diagram that is shown, which is the producer?",hf://lmms-lab/ai2d-no-mask/test/000185,0.18318119569015182
ai2d,lexical_wrong_image,ai2d_test_000042,An aquatic food web is shown. Which is necessary for the chain to continue throughout or you can say it as the parent of the food web without which the food web is nothing?,hf://lmms-lab/ai2d-no-mask/test/000042,ai2d_test_000186,"In the food web diagram that is shown, which organism consumes detritivores as food?",hf://lmms-lab/ai2d-no-mask/test/000186,0.18114764898103822
ai2d,lexical_wrong_image,ai2d_test_000042,An aquatic food web is shown. Which is necessary for the chain to continue throughout or you can say it as the parent of the food web without which the food web is nothing?,hf://lmms-lab/ai2d-no-mask/test/000042,ai2d_test_000193,"According to the food web, what is the source of energy for the squirrel?",hf://lmms-lab/ai2d-no-mask/test/000193,0.13536628861586847
ai2d,lexical_wrong_image,ai2d_test_000042,An aquatic food web is shown. Which is necessary for the chain to continue throughout or you can say it as the parent of the food web without which the food web is nothing?,hf://lmms-lab/ai2d-no-mask/test/000042,ai2d_test_000139,"In the diagram of the food web shown, thyme is a direct food source for which of these?",hf://lmms-lab/ai2d-no-mask/test/000139,0.13423748456781767
ai2d,same_topic_wrong_image,ai2d_test_000042,An aquatic food web is shown. Which is necessary for the chain to continue throughout or you can say it as the parent of the food web without which the food web is nothing?,hf://lmms-lab/ai2d-no-mask/test/000042,ai2d_test_000041,An aquatic food web is shown. Phytoplanktons are considered as ?,hf://lmms-lab/ai2d-no-mask/test/000041,0.2960027229176717
ai2d,same_topic_wrong_image,ai2d_test_000042,An aquatic food web is shown. Which is necessary for the chain to continue throughout or you can say it as the parent of the food web without which the food web is nothing?,hf://lmms-lab/ai2d-no-mask/test/000042,ai2d_test_000185,"In the food web diagram that is shown, which is the producer?",hf://lmms-lab/ai2d-no-mask/test/000185,0.18318119569015182
ai2d,same_topic_wrong_image,ai2d_test_000042,An aquatic food web is shown. Which is necessary for the chain to continue throughout or you can say it as the parent of the food web without which the food web is nothing?,hf://lmms-lab/ai2d-no-mask/test/000042,ai2d_test_000186,"In the food web diagram that is shown, which organism consumes detritivores as food?",hf://lmms-lab/ai2d-no-mask/test/000186,0.18114764898103822
ai2d,same_topic_wrong_image,ai2d_test_000042,An aquatic food web is shown. Which is necessary for the chain to continue throughout or you can say it as the parent of the food web without which the food web is nothing?,hf://lmms-lab/ai2d-no-mask/test/000042,ai2d_test_000193,"According to the food web, what is the source of energy for the squirrel?",hf://lmms-lab/ai2d-no-mask/test/000193,0.13536628861586847
ai2d,same_topic_wrong_image,ai2d_test_000042,An aquatic food web is shown. Which is necessary for the chain to continue throughout or you can say it as the parent of the food web without which the food web is nothing?,hf://lmms-lab/ai2d-no-mask/test/000042,ai2d_test_000139,"In the diagram of the food web shown, thyme is a direct food source for which of these?",hf://lmms-lab/ai2d-no-mask/test/000139,0.13423748456781767
ai2d,same_skill_wrong_image,ai2d_test_000042,An aquatic food web is shown. Which is necessary for the chain to continue throughout or you can say it as the parent of the food web without which the food web is nothing?,hf://lmms-lab/ai2d-no-mask/test/000042,ai2d_test_000041,An aquatic food web is shown. Phytoplanktons are considered as ?,hf://lmms-lab/ai2d-no-mask/test/000041,0.2960027229176717
ai2d,same_skill_wrong_image,ai2d_test_000042,An aquatic food web is shown. Which is necessary for the chain to continue throughout or you can say it as the parent of the food web without which the food web is nothing?,hf://lmms-lab/ai2d-no-mask/test/000042,ai2d_test_000185,"In the food web diagram that is shown, which is the producer?",hf://lmms-lab/ai2d-no-mask/test/000185,0.18318119569015182
ai2d,same_skill_wrong_image,ai2d_test_000042,An aquatic food web is shown. Which is necessary for the chain to continue throughout or you can say it as the parent of the food web without which the food web is nothing?,hf://lmms-lab/ai2d-no-mask/test/000042,ai2d_test_000186,"In the food web diagram that is shown, which organism consumes detritivores as food?",hf://lmms-lab/ai2d-no-mask/test/000186,0.18114764898103822
ai2d,same_skill_wrong_image,ai2d_test_000042,An aquatic food web is shown. Which is necessary for the chain to continue throughout or you can say it as the parent of the food web without which the food web is nothing?,hf://lmms-lab/ai2d-no-mask/test/000042,ai2d_test_000193,"According to the food web, what is the source of energy for the squirrel?",hf://lmms-lab/ai2d-no-mask/test/000193,0.13536628861586847
ai2d,same_skill_wrong_image,ai2d_test_000042,An aquatic food web is shown. Which is necessary for the chain to continue throughout or you can say it as the parent of the food web without which the food web is nothing?,hf://lmms-lab/ai2d-no-mask/test/000042,ai2d_test_000139,"In the diagram of the food web shown, thyme is a direct food source for which of these?",hf://lmms-lab/ai2d-no-mask/test/000139,0.13423748456781767
ai2d,random_wrong_image,ai2d_test_000043,"Based on the given food chain, name the producer",hf://lmms-lab/ai2d-no-mask/test/000043,ai2d_test_000077,The long shaft pointed to by the letter F on the diagram above is what?,hf://lmms-lab/ai2d-no-mask/test/000077,0.06404552629886577
ai2d,random_wrong_image,ai2d_test_000043,"Based on the given food chain, name the producer",hf://lmms-lab/ai2d-no-mask/test/000043,ai2d_test_000146,which part of the diagram is large circle?,hf://lmms-lab/ai2d-no-mask/test/000146,0.05401443431047463
ai2d,random_wrong_image,ai2d_test_000043,"Based on the given food chain, name the producer",hf://lmms-lab/ai2d-no-mask/test/000043,ai2d_test_000160,Which is the hot star that produces light for an eclipse?,hf://lmms-lab/ai2d-no-mask/test/000160,0.017658010823051476
ai2d,random_wrong_image,ai2d_test_000043,"Based on the given food chain, name the producer",hf://lmms-lab/ai2d-no-mask/test/000043,ai2d_test_000162,Fourth Instar Nymph can be found at which point?,hf://lmms-lab/ai2d-no-mask/test/000162,0.01292923881916508
ai2d,random_wrong_image,ai2d_test_000043,"Based on the given food chain, name the producer",hf://lmms-lab/ai2d-no-mask/test/000043,ai2d_test_000177,"In the given diagram, what letter represents plants?",hf://lmms-lab/ai2d-no-mask/test/000177,0.0921251456956287
ai2d,lexical_wrong_image,ai2d_test_000043,"Based on the given food chain, name the producer",hf://lmms-lab/ai2d-no-mask/test/000043,ai2d_test_000046,"In the diagram shown, which is the producer?",hf://lmms-lab/ai2d-no-mask/test/000046,0.630037248368655
ai2d,lexical_wrong_image,ai2d_test_000043,"Based on the given food chain, name the producer",hf://lmms-lab/ai2d-no-mask/test/000043,ai2d_test_000049,What is the producer in the diagram?,hf://lmms-lab/ai2d-no-mask/test/000049,0.5521599444654715
ai2d,lexical_wrong_image,ai2d_test_000043,"Based on the given food chain, name the producer",hf://lmms-lab/ai2d-no-mask/test/000043,ai2d_test_000048,What creature is at the top of the food chain?,hf://lmms-lab/ai2d-no-mask/test/000048,0.40059693789140155
ai2d,lexical_wrong_image,ai2d_test_000043,"Based on the given food chain, name the producer",hf://lmms-lab/ai2d-no-mask/test/000043,ai2d_test_000051,Which organisms in this food chain are predators?,hf://lmms-lab/ai2d-no-mask/test/000051,0.3609988933654744
ai2d,lexical_wrong_image,ai2d_test_000043,"Based on the given food chain, name the producer",hf://lmms-lab/ai2d-no-mask/test/000043,ai2d_test_000050,Which is the producer in the group?,hf://lmms-lab/ai2d-no-mask/test/000050,0.2795702301323435
ai2d,same_topic_wrong_image,ai2d_test_000043,"Based on the given food chain, name the producer",hf://lmms-lab/ai2d-no-mask/test/000043,ai2d_test_000046,"In the diagram shown, which is the producer?",hf://lmms-lab/ai2d-no-mask/test/000046,0.630037248368655
ai2d,same_topic_wrong_image,ai2d_test_000043,"Based on the given food chain, name the producer",hf://lmms-lab/ai2d-no-mask/test/000043,ai2d_test_000049,What is the producer in the diagram?,hf://lmms-lab/ai2d-no-mask/test/000049,0.5521599444654715
ai2d,same_topic_wrong_image,ai2d_test_000043,"Based on the given food chain, name the producer",hf://lmms-lab/ai2d-no-mask/test/000043,ai2d_test_000048,What creature is at the top of the food chain?,hf://lmms-lab/ai2d-no-mask/test/000048,0.40059693789140155
ai2d,same_topic_wrong_image,ai2d_test_000043,"Based on the given food chain, name the producer",hf://lmms-lab/ai2d-no-mask/test/000043,ai2d_test_000051,Which organisms in this food chain are predators?,hf://lmms-lab/ai2d-no-mask/test/000051,0.3609988933654744
ai2d,same_topic_wrong_image,ai2d_test_000043,"Based on the given food chain, name the producer",hf://lmms-lab/ai2d-no-mask/test/000043,ai2d_test_000050,Which is the producer in the group?,hf://lmms-lab/ai2d-no-mask/test/000050,0.2795702301323435
ai2d,same_skill_wrong_image,ai2d_test_000043,"Based on the given food chain, name the producer",hf://lmms-lab/ai2d-no-mask/test/000043,ai2d_test_000046,"In the diagram shown, which is the producer?",hf://lmms-lab/ai2d-no-mask/test/000046,0.630037248368655
ai2d,same_skill_wrong_image,ai2d_test_000043,"Based on the given food chain, name the producer",hf://lmms-lab/ai2d-no-mask/test/000043,ai2d_test_000049,What is the producer in the diagram?,hf://lmms-lab/ai2d-no-mask/test/000049,0.5521599444654715
ai2d,same_skill_wrong_image,ai2d_test_000043,"Based on the given food chain, name the producer",hf://lmms-lab/ai2d-no-mask/test/000043,ai2d_test_000048,What creature is at the top of the food chain?,hf://lmms-lab/ai2d-no-mask/test/000048,0.40059693789140155
ai2d,same_skill_wrong_image,ai2d_test_000043,"Based on the given food chain, name the producer",hf://lmms-lab/ai2d-no-mask/test/000043,ai2d_test_000051,Which organisms in this food chain are predators?,hf://lmms-lab/ai2d-no-mask/test/000051,0.3609988933654744
ai2d,same_skill_wrong_image,ai2d_test_000043,"Based on the given food chain, name the producer",hf://lmms-lab/ai2d-no-mask/test/000043,ai2d_test_000050,Which is the producer in the group?,hf://lmms-lab/ai2d-no-mask/test/000050,0.2795702301323435
ai2d,random_wrong_image,ai2d_test_000044,Herbivores zooplanktons are included in which trophic level?,hf://lmms-lab/ai2d-no-mask/test/000044,ai2d_test_000049,What is the producer in the diagram?,hf://lmms-lab/ai2d-no-mask/test/000049,0.024429649316777446
ai2d,random_wrong_image,ai2d_test_000044,Herbivores zooplanktons are included in which trophic level?,hf://lmms-lab/ai2d-no-mask/test/000044,ai2d_test_000075,What branches does a panicle have?,hf://lmms-lab/ai2d-no-mask/test/000075,0.012133166353950984
ai2d,random_wrong_image,ai2d_test_000044,Herbivores zooplanktons are included in which trophic level?,hf://lmms-lab/ai2d-no-mask/test/000044,ai2d_test_000175,What organism in the food web above is food for caterpillar?,hf://lmms-lab/ai2d-no-mask/test/000175,0.025702831937684564
ai2d,random_wrong_image,ai2d_test_000044,Herbivores zooplanktons are included in which trophic level?,hf://lmms-lab/ai2d-no-mask/test/000044,ai2d_test_000184,What letter in the diagram shows the transformation from sedimentary rock to metamorphic rock?,hf://lmms-lab/ai2d-no-mask/test/000184,0.025094005190445624
ai2d,random_wrong_image,ai2d_test_000044,Herbivores zooplanktons are included in which trophic level?,hf://lmms-lab/ai2d-no-mask/test/000044,ai2d_test_000193,"According to the food web, what is the source of energy for the squirrel?",hf://lmms-lab/ai2d-no-mask/test/000193,0.010846420211932774
ai2d,lexical_wrong_image,ai2d_test_000044,Herbivores zooplanktons are included in which trophic level?,hf://lmms-lab/ai2d-no-mask/test/000044,ai2d_test_000163,"If eggs are represented at point B, what is represented at point G?",hf://lmms-lab/ai2d-no-mask/test/000163,0.10060166952801847
ai2d,lexical_wrong_image,ai2d_test_000044,Herbivores zooplanktons are included in which trophic level?,hf://lmms-lab/ai2d-no-mask/test/000044,ai2d_test_000042,An aquatic food web is shown. Which is necessary for the chain to continue throughout or you can say it as the parent of the food web without which the food web is nothing?,hf://lmms-lab/ai2d-no-mask/test/000042,0.09120536226461791
ai2d,lexical_wrong_image,ai2d_test_000044,Herbivores zooplanktons are included in which trophic level?,hf://lmms-lab/ai2d-no-mask/test/000044,ai2d_test_000166,Which stage of a whitefly life cycle follows the third instar nymph?,hf://lmms-lab/ai2d-no-mask/test/000166,0.07495010702580862
ai2d,lexical_wrong_image,ai2d_test_000044,Herbivores zooplanktons are included in which trophic level?,hf://lmms-lab/ai2d-no-mask/test/000044,ai2d_test_000076,What is a panicle?,hf://lmms-lab/ai2d-no-mask/test/000076,0.07320971259491138
ai2d,lexical_wrong_image,ai2d_test_000044,Herbivores zooplanktons are included in which trophic level?,hf://lmms-lab/ai2d-no-mask/test/000044,ai2d_test_000150,Which letter shows the first quarter phase?,hf://lmms-lab/ai2d-no-mask/test/000150,0.06659669299294853
ai2d,same_topic_wrong_image,ai2d_test_000044,Herbivores zooplanktons are included in which trophic level?,hf://lmms-lab/ai2d-no-mask/test/000044,ai2d_test_000163,"If eggs are represented at point B, what is represented at point G?",hf://lmms-lab/ai2d-no-mask/test/000163,0.10060166952801847
ai2d,same_topic_wrong_image,ai2d_test_000044,Herbivores zooplanktons are included in which trophic level?,hf://lmms-lab/ai2d-no-mask/test/000044,ai2d_test_000042,An aquatic food web is shown. Which is necessary for the chain to continue throughout or you can say it as the parent of the food web without which the food web is nothing?,hf://lmms-lab/ai2d-no-mask/test/000042,0.09120536226461791
ai2d,same_topic_wrong_image,ai2d_test_000044,Herbivores zooplanktons are included in which trophic level?,hf://lmms-lab/ai2d-no-mask/test/000044,ai2d_test_000166,Which stage of a whitefly life cycle follows the third instar nymph?,hf://lmms-lab/ai2d-no-mask/test/000166,0.07495010702580862
ai2d,same_topic_wrong_image,ai2d_test_000044,Herbivores zooplanktons are included in which trophic level?,hf://lmms-lab/ai2d-no-mask/test/000044,ai2d_test_000076,What is a panicle?,hf://lmms-lab/ai2d-no-mask/test/000076,0.07320971259491138
ai2d,same_topic_wrong_image,ai2d_test_000044,Herbivores zooplanktons are included in which trophic level?,hf://lmms-lab/ai2d-no-mask/test/000044,ai2d_test_000150,Which letter shows the first quarter phase?,hf://lmms-lab/ai2d-no-mask/test/000150,0.06659669299294853
ai2d,same_skill_wrong_image,ai2d_test_000044,Herbivores zooplanktons are included in which trophic level?,hf://lmms-lab/ai2d-no-mask/test/000044,ai2d_test_000163,"If eggs are represented at point B, what is represented at point G?",hf://lmms-lab/ai2d-no-mask/test/000163,0.10060166952801847
ai2d,same_skill_wrong_image,ai2d_test_000044,Herbivores zooplanktons are included in which trophic level?,hf://lmms-lab/ai2d-no-mask/test/000044,ai2d_test_000042,An aquatic food web is shown. Which is necessary for the chain to continue throughout or you can say it as the parent of the food web without which the food web is nothing?,hf://lmms-lab/ai2d-no-mask/test/000042,0.09120536226461791
ai2d,same_skill_wrong_image,ai2d_test_000044,Herbivores zooplanktons are included in which trophic level?,hf://lmms-lab/ai2d-no-mask/test/000044,ai2d_test_000166,Which stage of a whitefly life cycle follows the third instar nymph?,hf://lmms-lab/ai2d-no-mask/test/000166,0.07495010702580862
ai2d,same_skill_wrong_image,ai2d_test_000044,Herbivores zooplanktons are included in which trophic level?,hf://lmms-lab/ai2d-no-mask/test/000044,ai2d_test_000076,What is a panicle?,hf://lmms-lab/ai2d-no-mask/test/000076,0.07320971259491138
ai2d,same_skill_wrong_image,ai2d_test_000044,Herbivores zooplanktons are included in which trophic level?,hf://lmms-lab/ai2d-no-mask/test/000044,ai2d_test_000150,Which letter shows the first quarter phase?,hf://lmms-lab/ai2d-no-mask/test/000150,0.06659669299294853
ai2d,random_wrong_image,ai2d_test_000045,How does energy flow in this food chain?,hf://lmms-lab/ai2d-no-mask/test/000045,ai2d_test_000062,What is the animal shown in the image?,hf://lmms-lab/ai2d-no-mask/test/000062,0.22381822096561071
ai2d,random_wrong_image,ai2d_test_000045,How does energy flow in this food chain?,hf://lmms-lab/ai2d-no-mask/test/000045,ai2d_test_000111,How many kids of feet are there?,hf://lmms-lab/ai2d-no-mask/test/000111,0.0251751709349651
ai2d,random_wrong_image,ai2d_test_000045,How does energy flow in this food chain?,hf://lmms-lab/ai2d-no-mask/test/000045,ai2d_test_000122,"If the producer in this ecosystem disappeared, the organism directly affected would be",hf://lmms-lab/ai2d-no-mask/test/000122,0.03884589095548022
ai2d,random_wrong_image,ai2d_test_000045,How does energy flow in this food chain?,hf://lmms-lab/ai2d-no-mask/test/000045,ai2d_test_000139,"In the diagram of the food web shown, thyme is a direct food source for which of these?",hf://lmms-lab/ai2d-no-mask/test/000139,0.034407032173938416
ai2d,random_wrong_image,ai2d_test_000045,How does energy flow in this food chain?,hf://lmms-lab/ai2d-no-mask/test/000045,ai2d_test_000150,Which letter shows the first quarter phase?,hf://lmms-lab/ai2d-no-mask/test/000150,0.011692422658702491
ai2d,lexical_wrong_image,ai2d_test_000045,How does energy flow in this food chain?,hf://lmms-lab/ai2d-no-mask/test/000045,ai2d_test_000051,Which organisms in this food chain are predators?,hf://lmms-lab/ai2d-no-mask/test/000051,0.3667337004813714
ai2d,lexical_wrong_image,ai2d_test_000045,How does energy flow in this food chain?,hf://lmms-lab/ai2d-no-mask/test/000045,ai2d_test_000048,What creature is at the top of the food chain?,hf://lmms-lab/ai2d-no-mask/test/000048,0.3509324350216451
ai2d,lexical_wrong_image,ai2d_test_000045,How does energy flow in this food chain?,hf://lmms-lab/ai2d-no-mask/test/000045,ai2d_test_000049,What is the producer in the diagram?,hf://lmms-lab/ai2d-no-mask/test/000049,0.26693042587101046
ai2d,lexical_wrong_image,ai2d_test_000045,How does energy flow in this food chain?,hf://lmms-lab/ai2d-no-mask/test/000045,ai2d_test_000043,"Based on the given food chain, name the producer",hf://lmms-lab/ai2d-no-mask/test/000043,0.25878925339953057
ai2d,lexical_wrong_image,ai2d_test_000045,How does energy flow in this food chain?,hf://lmms-lab/ai2d-no-mask/test/000045,ai2d_test_000046,"In the diagram shown, which is the producer?",hf://lmms-lab/ai2d-no-mask/test/000046,0.2546089963634182
ai2d,same_topic_wrong_image,ai2d_test_000045,How does energy flow in this food chain?,hf://lmms-lab/ai2d-no-mask/test/000045,ai2d_test_000051,Which organisms in this food chain are predators?,hf://lmms-lab/ai2d-no-mask/test/000051,0.3667337004813714
ai2d,same_topic_wrong_image,ai2d_test_000045,How does energy flow in this food chain?,hf://lmms-lab/ai2d-no-mask/test/000045,ai2d_test_000048,What creature is at the top of the food chain?,hf://lmms-lab/ai2d-no-mask/test/000048,0.3509324350216451
ai2d,same_topic_wrong_image,ai2d_test_000045,How does energy flow in this food chain?,hf://lmms-lab/ai2d-no-mask/test/000045,ai2d_test_000049,What is the producer in the diagram?,hf://lmms-lab/ai2d-no-mask/test/000049,0.26693042587101046
ai2d,same_topic_wrong_image,ai2d_test_000045,How does energy flow in this food chain?,hf://lmms-lab/ai2d-no-mask/test/000045,ai2d_test_000043,"Based on the given food chain, name the producer",hf://lmms-lab/ai2d-no-mask/test/000043,0.25878925339953057
ai2d,same_topic_wrong_image,ai2d_test_000045,How does energy flow in this food chain?,hf://lmms-lab/ai2d-no-mask/test/000045,ai2d_test_000046,"In the diagram shown, which is the producer?",hf://lmms-lab/ai2d-no-mask/test/000046,0.2546089963634182
ai2d,same_skill_wrong_image,ai2d_test_000045,How does energy flow in this food chain?,hf://lmms-lab/ai2d-no-mask/test/000045,ai2d_test_000051,Which organisms in this food chain are predators?,hf://lmms-lab/ai2d-no-mask/test/000051,0.3667337004813714
ai2d,same_skill_wrong_image,ai2d_test_000045,How does energy flow in this food chain?,hf://lmms-lab/ai2d-no-mask/test/000045,ai2d_test_000048,What creature is at the top of the food chain?,hf://lmms-lab/ai2d-no-mask/test/000048,0.3509324350216451
ai2d,same_skill_wrong_image,ai2d_test_000045,How does energy flow in this food chain?,hf://lmms-lab/ai2d-no-mask/test/000045,ai2d_test_000049,What is the producer in the diagram?,hf://lmms-lab/ai2d-no-mask/test/000049,0.26693042587101046
ai2d,same_skill_wrong_image,ai2d_test_000045,How does energy flow in this food chain?,hf://lmms-lab/ai2d-no-mask/test/000045,ai2d_test_000043,"Based on the given food chain, name the producer",hf://lmms-lab/ai2d-no-mask/test/000043,0.25878925339953057
ai2d,same_skill_wrong_image,ai2d_test_000045,How does energy flow in this food chain?,hf://lmms-lab/ai2d-no-mask/test/000045,ai2d_test_000046,"In the diagram shown, which is the producer?",hf://lmms-lab/ai2d-no-mask/test/000046,0.2546089963634182
ai2d,random_wrong_image,ai2d_test_000046,"In the diagram shown, which is the producer?",hf://lmms-lab/ai2d-no-mask/test/000046,ai2d_test_000053,How long does it take to complete the pupa stage?,hf://lmms-lab/ai2d-no-mask/test/000053,0.03734360150011825
ai2d,random_wrong_image,ai2d_test_000046,"In the diagram shown, which is the producer?",hf://lmms-lab/ai2d-no-mask/test/000046,ai2d_test_000100,What letter on the diagram represents the first quarter moon,hf://lmms-lab/ai2d-no-mask/test/000100,0.059297536882308294
