source_concept_id,target_concept_id,relation,source
category:context_clues,skill:determine_the_meaning_of_domain_specific_words_with_pictures,parent_of,scienceqa_metadata
category:ecological_interactions,skill:classify_symbiotic_relationships,parent_of,scienceqa_metadata
category:greece,skill:alexander_the_great,parent_of,scienceqa_metadata
topic:literacy_in_science,category:ecological_interactions,parent_of,scienceqa_metadata
category:ecological_interactions,skill:investigate_primary_succession_on_a_volcanic_island,parent_of,scienceqa_metadata
category:cultural_celebrations,skill:lunar_new_year,parent_of,scienceqa_metadata
topic:us_history,category:early_19th_century_american_history,parent_of,scienceqa_metadata
category:early_19th_century_american_history,skill:antebellum_period_abolitionist_and_proslavery_perspectives,parent_of,scienceqa_metadata
category:the_american_revolution,skill:the_revolutionary_war_preparing_for_war,parent_of,scienceqa_metadata
category:english_colonies_in_north_america,skill:southern_colonies_economy_and_slavery,parent_of,scienceqa_metadata
topic:us_history,category:the_antebellum_period,parent_of,scienceqa_metadata
category:the_antebellum_period,skill:the_u_s_mexican_war,parent_of,scienceqa_metadata
category:the_antebellum_period,skill:causes_of_the_civil_war_dred_scott_to_secession,parent_of,scienceqa_metadata
category:genes_to_traits,skill:describe_the_effects_of_gene_mutations_on_organisms,parent_of,scienceqa_metadata
category:animals,skill:pollinator_indian_flying_fox,parent_of,scienceqa_metadata
category:plants,skill:how_do_flowering_plants_make_new_plants,parent_of,scienceqa_metadata
category:animals,skill:body_systems_removing_waste,parent_of,scienceqa_metadata
topic:world_history,category:ancient_mesopotamia,parent_of,scienceqa_metadata
category:ancient_mesopotamia,skill:mesopotamian_empires,parent_of,scienceqa_metadata
topic:world_history,category:the_silk_road,parent_of,scienceqa_metadata
category:the_silk_road,skill:the_medieval_silk_road,parent_of,scienceqa_metadata
category:velocity_acceleration_and_forces,skill:identify_whether_objects_are_accelerating,parent_of,scienceqa_metadata
topic:world_history,category:rome_and_the_byzantine_empire,parent_of,scienceqa_metadata
category:rome_and_the_byzantine_empire,skill:the_beginnings_of_rome,parent_of,scienceqa_metadata
category:categories,skill:which_word_is_not_like_the_others,parent_of,scienceqa_metadata
category:greece,skill:comparing_athens_and_sparta_part_ii,parent_of,scienceqa_metadata
category:chemical_reactions,skill:explore_chemical_structure_and_properties_soapmaking,parent_of,scienceqa_metadata
category:government,skill:the_judicial_branch,parent_of,scienceqa_metadata
topic:us_history,category:20th_century_american_history,parent_of,scienceqa_metadata
category:20th_century_american_history,skill:the_new_deal,parent_of,scienceqa_metadata
category:states,skill:identify_states_of_the_southeast,parent_of,scienceqa_metadata
topic:world_history,category:medieval_asia,parent_of,scienceqa_metadata
category:medieval_asia,skill:medieval_japan,parent_of,scienceqa_metadata
category:the_civil_war_and_reconstruction,skill:the_civil_war_the_first_battle_of_bull_run_to_gettysburg,parent_of,scienceqa_metadata
category:states,skill:identify_states_of_the_northeast,parent_of,scienceqa_metadata
category:world_religions,skill:origins_of_hinduism,parent_of,scienceqa_metadata
category:english_colonies_in_north_america,skill:plymouth,parent_of,scienceqa_metadata
topic:reading_comprehension,category:informational_texts_level_1,parent_of,scienceqa_metadata
category:informational_texts_level_1,skill:read_passages_about_animals,parent_of,scienceqa_metadata
category:government,skill:the_executive_branch,parent_of,scienceqa_metadata
category:the_american_revolution,skill:causes_of_the_american_revolution_politics_and_society,parent_of,scienceqa_metadata
category:government,skill:the_legislative_branch,parent_of,scienceqa_metadata
category:plants,skill:identify_the_photosynthetic_organism,parent_of,scienceqa_metadata
topic:earth_science,category:conservation_and_natural_resources,parent_of,scienceqa_metadata
category:conservation_and_natural_resources,skill:evaluate_natural_energy_sources,parent_of,scienceqa_metadata
topic:world_history,category:20th_century_american_history,parent_of,scienceqa_metadata
category:20th_century_american_history,skill:world_war_ii_lead_up_to_war_in_europe_asia,parent_of,scienceqa_metadata
topic:chemistry,category:biochemistry,parent_of,scienceqa_metadata
category:biochemistry,skill:understanding_the_chemistry_of_cellular_respiration,parent_of,scienceqa_metadata
category:fossils,skill:compare_ancient_and_modern_organisms_use_observations_to_support_a_hypothesis,parent_of,scienceqa_metadata
category:colonial_america,skill:southern_colonies_founding_and_government,parent_of,scienceqa_metadata
topic:us_history,category:the_civil_war,parent_of,scienceqa_metadata
category:the_civil_war,skill:the_civil_war_the_beginning_of_the_war,parent_of,scienceqa_metadata
category:the_early_republic,skill:the_constitutional_convention,parent_of,scienceqa_metadata
category:states,skill:identify_states_of_the_midwest,parent_of,scienceqa_metadata
topic:writing_strategies,category:text_structure,parent_of,scienceqa_metadata
category:text_structure,skill:identify_text_structures,parent_of,scienceqa_metadata
category:the_antebellum_period,skill:causes_of_the_civil_war_missouri_compromise_to_bleeding_kansas,parent_of,scienceqa_metadata
category:chemical_reactions,skill:explore_chemical_structure_and_properties_food_flavors,parent_of,scienceqa_metadata
category:the_american_revolution,skill:the_american_revolution_preparing_for_war,parent_of,scienceqa_metadata
category:english_colonies_in_north_america,skill:middle_colonies_economy_and_society,parent_of,scienceqa_metadata
category:historical_figures,skill:thurgood_marshall,parent_of,scienceqa_metadata
category:ecosystems,skill:describe_populations_communities_and_ecosystems,parent_of,scienceqa_metadata
category:government,skill:the_constitution,parent_of,scienceqa_metadata
category:genes_to_traits,skill:genes_proteins_and_traits_understanding_the_genetic_code,parent_of,scienceqa_metadata
category:cells,skill:identify_functions_of_plant_cell_parts,parent_of,scienceqa_metadata
category:force_and_motion,skill:how_do_balanced_and_unbalanced_forces_affect_motion,parent_of,scienceqa_metadata
category:government,skill:federal_government,parent_of,scienceqa_metadata
category:government,skill:purpose_of_government,parent_of,scienceqa_metadata
topic:literacy_in_science,category:earth_events,parent_of,scienceqa_metadata
category:earth_events,skill:changes_to_earth_s_surface_volcanic_eruptions,parent_of,scienceqa_metadata
category:historical_figures,skill:abraham_lincoln,parent_of,scienceqa_metadata
topic:civics,category:cultural_celebrations,parent_of,scienceqa_metadata
category:cultural_celebrations,skill:thanksgiving,parent_of,scienceqa_metadata
topic:earth_science,category:earth_s_features,parent_of,scienceqa_metadata
category:earth_s_features,skill:water_on_earth,parent_of,scienceqa_metadata
category:cultural_celebrations,skill:día_de_los_muertos,parent_of,scienceqa_metadata
category:cells,skill:identify_functions_of_animal_cell_parts,parent_of,scienceqa_metadata
category:cultural_celebrations,skill:rosh_hashanah,parent_of,scienceqa_metadata
category:geography,skill:compare_urban_suburban_and_rural_areas,parent_of,scienceqa_metadata
category:historical_figures,skill:susan_b_anthony,parent_of,scienceqa_metadata
category:historical_figures,skill:amelia_earhart,parent_of,scienceqa_metadata
topic:writing_strategies,category:author_s_purpose,parent_of,scienceqa_metadata
category:author_s_purpose,skill:identify_the_purpose_of_a_text,parent_of,scienceqa_metadata
category:animals,skill:body_systems_digestion,parent_of,scienceqa_metadata
category:animals,skill:benefits_of_group_behavior_leaf_cutter_ants,parent_of,scienceqa_metadata
topic:world_history,category:age_of_exploration,parent_of,scienceqa_metadata
category:age_of_exploration,skill:the_columbian_exchange,parent_of,scienceqa_metadata
category:english_colonies_in_north_america,skill:middle_colonies_founding_and_government,parent_of,scienceqa_metadata
category:the_silk_road,skill:the_ancient_silk_road_geography_and_transportation,parent_of,scienceqa_metadata
topic:biology,category:traits,parent_of,scienceqa_metadata
category:traits,skill:introduction_to_adaptations,parent_of,scienceqa_metadata
category:the_american_revolution,skill:the_american_revolution_the_rebellion_begins,parent_of,scienceqa_metadata
category:the_civil_war,skill:source_analysis_the_gettysburg_address,parent_of,scienceqa_metadata
category:earth_s_features,skill:natural_resources,parent_of,scienceqa_metadata
category:colonial_america,skill:middle_colonies_founding_and_government,parent_of,scienceqa_metadata
category:colonial_america,skill:new_england_colonies_founding_and_government,parent_of,scienceqa_metadata
topic:earth_science,category:climate_change,parent_of,scienceqa_metadata
category:climate_change,skill:the_greenhouse_effect,parent_of,scienceqa_metadata
topic:literacy_in_science,category:conservation,parent_of,scienceqa_metadata
category:conservation,skill:coral_reef_biodiversity_and_human_uses_explore_a_problem,parent_of,scienceqa_metadata
category:cells,skill:compare_plant_and_animal_cells,parent_of,scienceqa_metadata
category:government,skill:state_government,parent_of,scienceqa_metadata
category:early_americas,skill:foundations_of_maya_civilization,parent_of,scienceqa_metadata
category:historical_figures,skill:john_deere,parent_of,scienceqa_metadata
topic:writing_strategies,category:research_skills,parent_of,scienceqa_metadata
category:research_skills,skill:identify_plagiarism,parent_of,scienceqa_metadata
category:the_american_revolution,skill:source_analysis_the_declaration_of_independence,parent_of,scienceqa_metadata
category:historical_figures,skill:thomas_jefferson,parent_of,scienceqa_metadata
topic:literacy_in_science,category:engineering_practices,parent_of,scienceqa_metadata
category:engineering_practices,skill:evaluate_multiple_design_solutions_to_prevent_flooding,parent_of,scienceqa_metadata
topic:world_history,category:social_studies_skills,parent_of,scienceqa_metadata
category:social_studies_skills,skill:identify_primary_and_secondary_sources,parent_of,scienceqa_metadata
category:historical_figures,skill:paul_revere,parent_of,scienceqa_metadata
category:historical_figures,skill:harriet_tubman,parent_of,scienceqa_metadata
category:the_american_revolution,skill:the_revolutionary_war_conclusion_and_aftermath,parent_of,scienceqa_metadata
subject:social_science,topic:global_studies,parent_of,scienceqa_metadata
topic:global_studies,category:government,parent_of,scienceqa_metadata
category:government,skill:international_organizations,parent_of,scienceqa_metadata
topic:biology,category:biochemistry,parent_of,scienceqa_metadata
category:biochemistry,skill:structure_and_function_carbohydrates_lipids_proteins_and_nucleic_acids,parent_of,scienceqa_metadata
category:photosynthesis,skill:how_do_plants_use_and_change_energy,parent_of,scienceqa_metadata
category:english_colonies_in_north_america,skill:jamestown_growth_of_a_colony,parent_of,scienceqa_metadata
category:the_american_revolution,skill:the_american_revolution_conclusion_and_aftermath,parent_of,scienceqa_metadata
category:social_studies_skills,skill:reading_and_creating_timelines_with_bce_and_ce,parent_of,scienceqa_metadata
category:government,skill:presidential_elections,parent_of,scienceqa_metadata
category:cultural_celebrations,skill:hanukkah,parent_of,scienceqa_metadata
category:early_19th_century_american_history,skill:the_lewis_and_clark_expedition,parent_of,scienceqa_metadata
category:the_american_revolution,skill:the_revolutionary_war_struggle_for_independence,parent_of,scienceqa_metadata
category:weather_and_climate,skill:explore_air_masses,parent_of,scienceqa_metadata
category:20th_century_american_history,skill:world_war_ii_global_events,parent_of,scienceqa_metadata
category:astronomy,skill:analyze_models_of_the_earth_sun_moon_system,parent_of,scienceqa_metadata
category:the_early_republic,skill:the_articles_of_confederation,parent_of,scienceqa_metadata
topic:global_studies,category:asia_society_and_environment,parent_of,scienceqa_metadata
category:asia_society_and_environment,skill:country_profile_china,parent_of,scienceqa_metadata
topic:biology,category:adaptations_and_natural_selection,parent_of,scienceqa_metadata
category:adaptations_and_natural_selection,skill:introduction_to_natural_selection,parent_of,scienceqa_metadata
category:ancient_mesopotamia,skill:early_mesopotamia,parent_of,scienceqa_metadata
category:weather_and_climate,skill:how_do_air_masses_form,parent_of,scienceqa_metadata
category:particle_motion_and_energy,skill:how_does_particle_motion_affect_gas_pressure,parent_of,scienceqa_metadata
category:early_19th_century_american_history,skill:antebellum_period_slavery_and_politics_part_ii,parent_of,scienceqa_metadata
category:early_19th_century_american_history,skill:the_war_of_1812_causes,parent_of,scienceqa_metadata
category:historical_figures,skill:george_washington_carver,parent_of,scienceqa_metadata
topic:world_history,category:ancient_south_asia,parent_of,scienceqa_metadata
category:ancient_south_asia,skill:the_mauryan_empire,parent_of,scienceqa_metadata
category:animals,skill:body_systems_perception_and_motion,parent_of,scienceqa_metadata
category:adaptations,skill:introduction_to_adaptations,parent_of,scienceqa_metadata
topic:world_history,category:islamic_empires,parent_of,scienceqa_metadata
category:islamic_empires,skill:early_islamic_caliphates,parent_of,scienceqa_metadata
category:animals,skill:pollinator_ruby_throated_hummingbird,parent_of,scienceqa_metadata
category:basic_economic_principles,skill:what_is_economics,parent_of,scienceqa_metadata
category:animals,skill:body_systems_circulation_and_respiration,parent_of,scienceqa_metadata
category:english_colonies_in_north_america,skill:jamestown_the_early_years,parent_of,scienceqa_metadata
category:fossils,skill:introduction_to_fossils,parent_of,scienceqa_metadata
category:reconstruction,skill:radical_reconstruction,parent_of,scienceqa_metadata
category:colonial_america,skill:life_as_a_colonist,parent_of,scienceqa_metadata
category:historical_figures,skill:sitting_bull,parent_of,scienceqa_metadata
category:rome_and_the_byzantine_empire,skill:the_fall_of_the_western_roman_empire,parent_of,scienceqa_metadata
category:early_china,skill:early_chinese_thought,parent_of,scienceqa_metadata
category:historical_figures,skill:theodore_roosevelt,parent_of,scienceqa_metadata
category:english_colonies_in_north_america,skill:new_england_colonies_economy_and_conflict,parent_of,scienceqa_metadata
category:rome_and_the_byzantine_empire,skill:the_roman_republic_part_ii,parent_of,scienceqa_metadata
category:historical_figures,skill:bill_gates,parent_of,scienceqa_metadata
category:engineering_practices,skill:identify_the_best_design_solution_to_prevent_hurricane_damage,parent_of,scienceqa_metadata
category:earth_events,skill:changes_to_earth_s_surface_earthquakes,parent_of,scienceqa_metadata
category:cultural_celebrations,skill:easter,parent_of,scienceqa_metadata
category:the_american_revolution,skill:causes_of_the_american_revolution_introduction_to_mercantilism_and_the_navigatio,parent_of,scienceqa_metadata
topic:literacy_in_science,category:rocks_and_minerals,parent_of,scienceqa_metadata
category:rocks_and_minerals,skill:changes_to_earth_s_surface_erosion,parent_of,scienceqa_metadata
category:historical_figures,skill:neil_armstrong,parent_of,scienceqa_metadata
category:atoms_and_molecules,skill:what_are_atoms_and_chemical_elements,parent_of,scienceqa_metadata
category:20th_century_american_history,skill:world_war_i_the_road_to_peace,parent_of,scienceqa_metadata
category:rome_and_the_byzantine_empire,skill:early_roman_society_and_politics,parent_of,scienceqa_metadata
category:historical_figures,skill:thomas_edison,parent_of,scienceqa_metadata
category:medieval_asia,skill:the_mongol_empire,parent_of,scienceqa_metadata
topic:earth_science,category:natural_resources_and_human_impacts,parent_of,scienceqa_metadata
category:natural_resources_and_human_impacts,skill:evaluate_claims_about_natural_resource_use_fossil_fuels,parent_of,scienceqa_metadata
category:plants,skill:how_do_plants_make_food,parent_of,scienceqa_metadata
topic:civics,category:the_constitution,parent_of,scienceqa_metadata
category:the_constitution,skill:the_bill_of_rights,parent_of,scienceqa_metadata
category:the_american_revolution,skill:the_american_revolution_new_british_taxes,parent_of,scienceqa_metadata
category:the_american_revolution,skill:the_american_revolution_struggle_for_independence,parent_of,scienceqa_metadata
topic:earth_science,category:water_cycle,parent_of,scienceqa_metadata
category:water_cycle,skill:describe_and_graph_water_on_earth,parent_of,scienceqa_metadata
category:fossils,skill:identify_and_classify_fossils,parent_of,scienceqa_metadata
category:rocks_and_minerals,skill:how_do_rock_layers_form,parent_of,scienceqa_metadata
category:early_americas,skill:foundations_of_inca_civilization,parent_of,scienceqa_metadata
category:cultural_celebrations,skill:kwanzaa,parent_of,scienceqa_metadata
category:historical_figures,skill:frederick_douglass,parent_of,scienceqa_metadata
category:historical_figures,skill:jackie_robinson,parent_of,scienceqa_metadata
category:world_religions,skill:origins_of_buddhism,parent_of,scienceqa_metadata
category:animals,skill:benefits_of_group_behavior_african_wild_dogs,parent_of,scienceqa_metadata
topic:world_history,category:ancient_egypt_and_kush,parent_of,scienceqa_metadata
category:ancient_egypt_and_kush,skill:ancient_egyptian_religion,parent_of,scienceqa_metadata
category:age_of_exploration,skill:french_and_english_expeditions_part_i,parent_of,scienceqa_metadata
category:historical_figures,skill:martin_luther_king_jr,parent_of,scienceqa_metadata
category:the_early_republic,skill:the_first_party_system_federalists_and_democratic_republicans,parent_of,scienceqa_metadata
category:animals,skill:seed_disperser_common_ostrich,parent_of,scienceqa_metadata
category:early_19th_century_american_history,skill:antebellum_period_slavery_and_politics_part_i,parent_of,scienceqa_metadata
category:the_antebellum_period,skill:the_abolitionists,parent_of,scienceqa_metadata
category:the_civil_war_and_reconstruction,skill:the_civil_war_the_end_of_the_war,parent_of,scienceqa_metadata
category:early_19th_century_american_history,skill:antebellum_period_economies_of_the_north_and_south,parent_of,scienceqa_metadata
category:20th_century_american_history,skill:world_war_i_the_war_begins,parent_of,scienceqa_metadata
category:natural_resources_and_human_impacts,skill:evaluate_claims_about_natural_resource_use_groundwater,parent_of,scienceqa_metadata
category:early_19th_century_american_history,skill:the_war_of_1812_events_and_effects,parent_of,scienceqa_metadata
category:20th_century_american_history,skill:world_war_i_events_of_the_war,parent_of,scienceqa_metadata
category:rocks_and_minerals,skill:how_do_sedimentary_rocks_form,parent_of,scienceqa_metadata
topic:literacy_in_science,category:anatomy_and_physiology,parent_of,scienceqa_metadata
category:anatomy_and_physiology,skill:science_literacy_how_does_the_nervous_system_produce_phantom_pain,parent_of,scienceqa_metadata
category:historical_figures,skill:benjamin_franklin,parent_of,scienceqa_metadata
category:world_religions,skill:origins_of_christianity,parent_of,scienceqa_metadata
category:20th_century_american_history,skill:the_great_depression_part_i,parent_of,scienceqa_metadata
category:20th_century_american_history,skill:world_war_i_the_road_to_war,parent_of,scienceqa_metadata
category:the_civil_war_and_reconstruction,skill:the_civil_war_war_tactics_and_the_home_front,parent_of,scienceqa_metadata
category:fossils,skill:interpret_evidence_from_fossils_in_rock_layers,parent_of,scienceqa_metadata
category:cultural_celebrations,skill:holi,parent_of,scienceqa_metadata
topic:earth_science,category:topographic_maps,parent_of,scienceqa_metadata
category:topographic_maps,skill:read_a_topographic_map,parent_of,scienceqa_metadata
category:the_american_revolution,skill:the_american_revolution_the_thirteen_colonies_under_british_rule,parent_of,scienceqa_metadata
topic:economics,category:banking_and_finance,parent_of,scienceqa_metadata
category:banking_and_finance,skill:banks,parent_of,scienceqa_metadata
category:early_19th_century_american_history,skill:the_louisiana_purchase,parent_of,scienceqa_metadata
category:the_civil_war_and_reconstruction,skill:reconstruction,parent_of,scienceqa_metadata
category:20th_century_american_history,skill:the_great_depression_part_ii,parent_of,scienceqa_metadata
topic:physics,category:electricity,parent_of,scienceqa_metadata
category:electricity,skill:introduction_to_static_electricity_and_charged_objects,parent_of,scienceqa_metadata
category:kinetic_and_potential_energy,skill:explore_energy_transformations_bike_ride,parent_of,scienceqa_metadata
category:english_colonies_in_north_america,skill:new_england_colonies_religion_and_government,parent_of,scienceqa_metadata
category:kinetic_and_potential_energy,skill:explore_energy_transformations_roller_coaster_ride,parent_of,scienceqa_metadata
category:cultural_celebrations,skill:ramadan,parent_of,scienceqa_metadata
category:age_of_exploration,skill:portuguese_and_spanish_expeditions_part_ii,parent_of,scienceqa_metadata
category:historical_figures,skill:rosa_parks,parent_of,scienceqa_metadata
category:ancient_egypt_and_kush,skill:ancient_egypt_the_old_kingdom,parent_of,scienceqa_metadata
