annotation_id,resource_id,original_id,split,has_image,suggested_missing_type,candidate_reason,human_label,label_confidence,label_note,subject,topic,topic_count,topic_missing_rate,skill,skill_count,skill_missing_rate,grade,category,question,choices,answer,hint,lecture,solution,text_length,word_count
mt0101,r000398,r000398,train,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,structural_absence,0.88,AUTO: structural_absence; question and options provide sufficient text evidence.,social science,us-history,510,0.0843137254901961,Cesar Chavez,1,1.0,grade3,Historical figures,Complete the sentence. Cesar Chavez came from () family.,an African American | a Mexican American | a Chinese American | a French American,1,,,"Cesar Chavez came from a Mexican American family: His father's parents were from Mexico. They moved to the United States in 1880. Cesar Chavez's father was born in Arizona. Cesar Chavez's mother was born in Mexico. She and her family moved to Arizona when she was six months old. Cesar Chavez was born in the United States in 1927. During Cesar Chavez's life, he and many other Mexican American people were treated unfairly because of their heritage. Cesar Chavez worked to fight this unequal treatment.",651,106
mt0102,r012302,r012302,train,1,observed_reference,has_image=1 reference sample for calibration,observed,1.00,AUTO: observed; has_image=1 reference sample.,language science,writing-strategies,1650,0.9157575757575758,Read graphic organizers,49,0.0,grade5,Visual elements,"Based on the continuum scale, which planet is larger than Mars?",Mercury | Earth,1,This continuum scale shows the sizes of the inner planets of our solar system.,"A graphic organizer is a chart or picture that shows how ideas, facts, or topics are related to one another. When you read, look for graphic organizers included in the text. You can use these images to find key information. You can also create your own graphic organizers with information that you've read. Doing this can help you think about the ideas in the text and easily review them. When you write, you can use graphic organizers to organize your thoughts and plan your writing.","A continuum scale compares things by ordering them along a line. This continuum scale shows the sizes of the inner planets of our solar system. Smaller planets are shown to the left. Larger planets are shown to the right. Earth is shown farther to the right than Mars. So, Earth is larger than Mars.",948,166
mt0103,r014223,r014223,validation,1,observed_reference,has_image=1 reference sample for calibration,observed,1.00,AUTO: observed; has_image=1 reference sample.,natural science,earth-science,1152,0.2821180555555556,Analyze data to compare properties of planets,178,0.0,grade8,Astronomy,Is the following statement about our solar system true or false? The volume of Uranus is less than ten times the volume of Neptune.,true | false,0,Use the data to answer the question below.,"A planet's volume tells you the size of the planet. The primary composition of a planet is what the planet is made mainly of. In our solar system, planets are made mainly of rock, gas, or ice. The volume of a planet is a very large quantity. Large quantities such as this are often written in scientific notation. For example, the volume of Jupiter is 1,430,000,000,000,000 km^3. In scientific notation, Jupiter's volume is written as 1.43 x 10^15 km^3. To compare two numbers written in scientific notation, first compare their exponents. The bigger the exponent is, the bigger the number is. For example: 1.43 x 10^15 is larger than 1.43 x 10^12 If their exponents are equal, compare the first n...","To determine if this statement is true, calculate the value of ten times the volume of Neptune. Then compare the result to the volume of Uranus. The volume of Uranus is 6.83 x 10^13 km^3, which is less than 6.25 x 10^14 km^3. So, the volume of Uranus is less than ten times the volume of Neptune.",1488,274
mt0104,r014128,r014128,validation,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",accidental_missing,0.90,"AUTO: ambiguous; no explicit visual dependency, but missing-type cannot be decided confidently from text alone. MANUAL REVIEW: image is needed for this item, but has_image=0; relabeled from ambiguous to accidental_missing.",natural science,biology,4098,0.486822840409956,"Structure and function: carbohydrates, lipids, proteins, and nucleic acids",2,1.0,grade7,Biochemistry,Which of the following is a primary function of carbohydrates?,to store the information needed for an organism's growth and development | to supply energy for a cell's immediate use | to control chemical reactions,1,"Life on Earth comes in many forms, from microscopic bacteria to giant redwood trees. Despite their differences, all living things are made up of the same types of molecules. Many of these molecules contain carbon and are called organic compounds.
There are four main groups of organic compounds found in cells. One of these groups is carbohydrates.","Living things are made up of four main groups of carbon-based molecules called organic compounds. One of these groups is carbohydrates. The other three groups are lipids, proteins, and nucleic acids. All carbohydrates are made up of the same three chemical elements: carbon, hydrogen, and oxygen. But carbohydrate molecules can come in different forms. The smallest carbohydrates are called simple sugars. Simple sugars can be linked together in long chains to make larger carbohydrates, called complex carbohydrates. Carbohydrates can also have different functions. An important function of carbohydrates is to provide the primary source of energy for cells. Cells can quickly break down many typ...",,1557,237
mt0105,r006506,r006506,train,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,structural_absence,0.95,AUTO: structural_absence; language item is answerable from text/options without image.,language science,writing-strategies,1650,0.9157575757575758,Explore words with new or contested usages,215,1.0,grade9,Word usage and nuance,Which text uses the word peruse in its traditional sense?,"The detective leisurely perused the newspaper, hoping to go unnoticed by the suspect during the stakeout. | The detective carefully perused the newspaper, hoping to find a coded message hidden in the personal ads.",1,,"Words change in meaning when speakers begin using them in new ways. For example, the word peruse once only meant to examine in detail, but it's now also commonly used to mean to look through in a casual manner. When a word changes in meaning, its correct usage is often debated. Although a newer sense of the word may be more commonly used, many people consider a word's traditional definition to be the correct usage. Being able to distinguish the different uses of a word can help you use it appropriately for different audiences. Britney perused her notes, carefully preparing for her exam. The traditional usage above is considered more standard. David perused the magazine, absentmindedly fli...","The second text uses peruse in its traditional sense: to examine in detail. The detective carefully perused the newspaper, hoping to find a coded message hidden in the personal ads. The first text uses peruse in its nontraditional sense: to look through in a casual manner. The detective leisurely perused the newspaper, hoping to go unnoticed by the suspect during the stakeout. Most style guides recommend to use the traditional sense of the word peruse because it is considered more standard.",1606,260
mt0106,r001682,r001682,train,1,observed_reference,has_image=1 reference sample for calibration,observed,1.00,AUTO: observed; has_image=1 reference sample.,natural science,science-and-engineering-practices,924,0.3127705627705628,Identify independent and dependent variables,44,0.0,grade7,Designing experiments,Which of the following was an independent variable in this experiment?,the distance the footballs traveled | the air pressure in the footballs,1,"The passage below describes an experiment. Read the passage and think about the variables that are described.

Bryce noticed that some of the footballs his team used during practice were not fully inflated. He wondered whether fully inflated footballs would travel farther than footballs with a lower air pressure.
To find out, Bryce collected 20 standard footballs. He fully inflated ten of them to an air pressure of 13 pounds per square inch. He inflated the remaining ten to an air pressure of 10 pounds per square inch. Bryce used  to launch a ball across a football field. He measured the distance the football traveled and then launched the next ball. Bryce repeated this with all 20 balls.
Hint: An independent variable is a variable whose effect you are investigating. A dependent variable is a variable that you measure.
Figure: a football launcher.","Experiments have variables, or parts that change. You can design an experiment to find out how one variable affects another variable. For example, imagine that you want to find out if fertilizer affects the number of tomatoes a tomato plant grows. To answer this question, you decide to set up two equal groups of tomato plants. Then, you add fertilizer to the soil of the plants in one group but not in the other group. Later, you measure the effect of the fertilizer by counting the number of tomatoes on each plant. In this experiment, the amount of fertilizer added to the soil and the number of tomatoes were both variables. The amount of fertilizer added to the soil was an independent varia...",,2172,365
mt0107,r011570,r011570,train,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",accidental_missing,0.90,"AUTO: ambiguous; no explicit visual dependency, but missing-type cannot be decided confidently from text alone. MANUAL REVIEW: image is needed for this item, but has_image=0; relabeled from ambiguous to accidental_missing.",natural science,biology,4098,0.486822840409956,Identify functions of plant cell parts,10,1.0,grade7,Cells,Select the part whose main job is to sort and package proteins and other substances in a plant cell.,nucleus | cell wall | mitochondria | Golgi,3,,Plant cells are made up of many different parts. Each cell part has a function that helps the cell survive and grow. Some cell parts are called organelles. Organelles are cell structures that are surrounded by their own membranes. Here are some of the organelles in plant cells: Chloroplasts and mitochondria work together to help the cell get the energy it needs. The chloroplasts use photosynthesis to make sugar. The mitochondria break down this sugar and release energy that the cell can use for all of its activities. The nucleus directs cell activities by sending instructions to different parts of the cell. The nucleus contains structures called chromosomes. The chromosomes are made mostl...,"The Golgi sorts and packages proteins and other substances for the cell. The Golgi sends some of these substances to parts of the cell where they are needed. It sends other substances to the cell membrane, where they are released from the cell.",2770,459
mt0108,r001040,r001040,train,1,observed_reference,has_image=1 reference sample for calibration,observed,1.00,AUTO: observed; has_image=1 reference sample.,social science,geography,2956,0.0040595399188092,Read a map: cardinal directions,400,0.0,grade4,Maps,Which of these states is farthest south?,Louisiana | Michigan | Iowa | Kentucky,0,,"Maps have four cardinal directions, or main directions. Those directions are north, south, east, and west. A compass rose is a set of arrows that point to the cardinal directions. A compass rose usually shows only the first letter of each cardinal direction. The north arrow points to the North Pole. On most maps, north is at the top of the map.","To find the answer, look at the compass rose. Look at which way the south arrow is pointing. Louisiana is farthest south.",556,95
mt0109,r002320,r002320,train,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",structural_absence,0.78,"AUTO: structural_absence; skill/category is primarily text, fact, unit, formula, or source reasoning.",natural science,biology,4098,0.486822840409956,Describe and construct conifer life cycles,21,0.4285714285714286,grade4,Plants,Complete the sentence. A seedling is ().,a young plant | a plant that makes seeds | a part of a seed,0,,"Conifers are plants that grow cones. Conifers use their cones to reproduce, or make new plants like themselves. How do conifers use their cones to reproduce? Conifers can grow male and female cones. Male cones make pollen, and female cones make eggs. Pollination is what happens when wind blows pollen from male cones onto female cones. After pollination, sperm from the pollen can combine with eggs. This is called fertilization. The fertilized eggs grow into seeds. The seeds can fall out of the cones and land on the ground. When a seed lands on the ground, it can germinate, or start to grow into a new plant.",A seedling is a young plant. A seedling will grow into an adult plant.,792,141
mt0110,r003718,r003718,train,1,observed_reference,has_image=1 reference sample for calibration,observed,1.00,AUTO: observed; has_image=1 reference sample.,natural science,physics,3215,0.3150855365474339,Compare magnitudes of magnetic forces,399,0.0,grade6,"Velocity, acceleration, and forces",Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,The magnitude of the magnetic force is smaller in Pair 1. | The magnitude of the magnetic force is smaller in Pair 2. | The magnitude of the magnetic force is the same in both pairs.,0,"The images below show two pairs of magnets. The magnets in different pairs do not affect each other. All the magnets shown are made of the same material, but some of them are different sizes.","Magnets can pull or push on each other without touching. When magnets attract, they pull together. When magnets repel, they push apart. These pulls and pushes between magnets are called magnetic forces. The strength of a force is called its magnitude. The greater the magnitude of the magnetic force between two magnets, the more strongly the magnets attract or repel each other. You can change the magnitude of a magnetic force between two magnets by using magnets of different sizes. The magnitude of the magnetic force is smaller when the magnets are smaller.","Magnet sizes affect the magnitude of the magnetic force. Imagine magnets that are the same shape and made of the same material. The smaller the magnets, the smaller the magnitude of the magnetic force between them. Magnet A is the same size in both pairs. But Magnet B is smaller in Pair 1 than in Pair 2. So, the magnitude of the magnetic force is smaller in Pair 1 than in Pair 2.",1434,253
mt0111,r004623,r004623,train,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",accidental_missing,0.90,"AUTO: ambiguous; text choices may be sufficient, but visual support could be pedagogically relevant. MANUAL REVIEW: image is needed for this item, but has_image=0; relabeled from ambiguous to accidental_missing.",natural science,biology,4098,0.486822840409956,"Identify mammals, birds, fish, reptiles, and amphibians",342,0.2192982456140351,grade5,Classification,Select the bird.,sea otter | western toad | salmon | common crane,3,,"Birds have feathers, two wings, and a beak.","A sea otter is a mammal. It has fur and feeds its young milk. Sea otters have very thick fur. Their fur keeps them warm in cold water. A western toad is an amphibian. It has moist skin and begins its life in water. Toads do not have teeth! They swallow their food whole. A common crane is a bird. It has feathers, two wings, and a beak. Cranes wade in shallow water to look for food. Cranes eat insects, worms, and plants. A salmon is a fish. It lives underwater. It has fins, not limbs. Unlike most other fish, salmon can live in both fresh water and salt water.",681,128
mt0112,r004200,r004200,train,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,structural_absence,0.86,"AUTO: structural_absence; skill/category is primarily text, fact, unit, formula, or source reasoning.",social science,us-history,510,0.0843137254901961,The Civil War: the beginning of the war,4,0.25,grade7,The Civil War,The American Civil War was fought between 1861 and 1865. What is a civil war?,"a war fought with words, not weapons | a war between people of the same country | a war fought only by professional soldiers | a war against a foreign invader",1,,,,243,43
mt0113,r001060,r001060,train,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,structural_absence,0.88,AUTO: structural_absence; question and options provide sufficient text evidence.,social science,world-history,65,0.1846153846153846,Science and technology in early China,3,1.0,grade7,Early China,Which of the following is an example of technologies?,a compass to show direction | a hurricane that damages homes,0,"People in early China invented many new types of technologies. Today, the word ""technology"" often refers to electronic objects such as computers and cell phones. But technology can be any device or object that helps people solve problems or complete tasks more easily.",,,388,62
mt0114,r017863,r017863,test,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,structural_absence,0.82,AUTO: structural_absence; high-missing group and no explicit visual dependency found.,natural science,biology,4098,0.486822840409956,Identify vertebrates and invertebrates,109,1.0,grade5,Classification,Select the invertebrate.,luna moth | carp | toucan | koala,0,"Hint: Insects, spiders, and worms are invertebrates.","Vertebrates and invertebrates are both groups of animals. A vertebrate has a backbone. The backbone is made of many bones in an animal's back. A vertebrate's backbone helps connect the different parts of its body. In the drawings below, each vertebrate's backbone is colored orange. An invertebrate does not have a backbone. In fact, invertebrates do not have any bones! Some invertebrates have an outer cover on their body called an exoskeleton. Other invertebrates have a soft body.","A carp is a fish. Like other fish, a carp is a vertebrate. It has a backbone. A koala is a mammal. Like other mammals, a koala is a vertebrate. It has a backbone. A luna moth is an insect. Like other insects, a luna moth is an invertebrate. It does not have a backbone. It has an exoskeleton. A toucan is a bird. Like other birds, a toucan is a vertebrate. It has a backbone.",979,169
mt0115,r010633,r010633,train,1,observed_reference,has_image=1 reference sample for calibration,observed,1.00,AUTO: observed; has_image=1 reference sample.,natural science,biology,4098,0.486822840409956,Animal adaptations: skins and body coverings,170,0.0,grade5,Adaptations,Which animal's body is better adapted for protection against a predator with sharp teeth?,European robin | queen conch,1,"s are adapted to protect themselves from a predator with sharp teeth. They have hard outer shells covering their bodies. An  can pull its head and legs into its shell when attacked.
Figure: African spurred tortoise.","An adaptation is an inherited trait that helps an organism survive or reproduce. Adaptations can include both body parts and behaviors. The color, texture, and covering of an animal's skin are examples of adaptations. Animals' skins can be adapted in different ways. For example, skin with thick fur might help an animal stay warm. Skin with sharp spines might help an animal defend itself against predators.",Look at the picture of the African spurred tortoise. The African spurred tortoise has a hard outer shell. Its body is adapted for protection against a predator with sharp teeth. The hard shell makes it difficult for predators to hurt or kill the African spurred tortoise. Now look at each animal. Figure out which animal has a similar adaptation. The queen conch has a hard outer shell. Its body is adapted for protection against a predator with sharp teeth. The European robin has soft feathers covering its skin. Its body is not adapted for protection against predators with sharp teeth.,1338,220
mt0116,r018875,r018875,test,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,structural_absence,0.86,"AUTO: structural_absence; skill/category is primarily text, fact, unit, formula, or source reasoning.",natural science,physics,3215,0.3150855365474339,How is temperature related to thermal energy?,195,1.0,grade3,Heat and thermal energy,Which object has less thermal energy?,a 250-gram baked potato at a temperature of 60°C | a 250-gram baked potato at a temperature of 40°C,1,The objects are identical except for their temperatures.,"All solids, liquids, and gases are made of matter. Matter is made up of tiny particles that are always moving. The energy from the motion of these particles is called thermal energy. Temperature measures how hot or cold matter is. If the particles in matter slow down, the temperature goes down. The matter now has both less thermal energy and a lower temperature.","The two baked potatoes have the same mass but different temperatures. Since the 40°C potato is colder than the 60°C potato, it has less thermal energy.",716,121
mt0117,r005940,r005940,train,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,structural_absence,0.86,"AUTO: structural_absence; skill/category is primarily text, fact, unit, formula, or source reasoning.",social science,geography,2956,0.0040595399188092,"Compare urban, suburban, and rural areas",12,1.0,grade2,Geography,Which kind of place usually has larger yards?,an urban area | a suburban area,1,,"People around the world live in three main kinds of places: urban areas, suburban areas, and rural areas. An urban area is a city. It has many people and businesses. The buildings are close to each other. The buildings are often tall and have many floors. Since there are so many people, traffic is usually bad. People will walk or take the bus, train, or subway to avoid traffic. A suburban area, or suburb, is near a city. It is quieter and less crowded than an urban area. People usually live in houses with yards. Most people drive to get places. A rural area is less crowded than both urban and suburban areas. Houses are much more spread out. People usually have to drive to get places. Peop...",Suburban areas usually have larger yards. The buildings are farther apart.,1131,210
mt0118,r008337,r008337,train,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,structural_absence,0.95,AUTO: structural_absence; language item is answerable from text/options without image.,language science,punctuation,514,1.0,Greetings and closings of letters,288,1.0,grade3,Formatting,Which closing is correct for a letter?,"your friend,
Jason | Your friend,
Jason",1,,"A letter starts with a greeting and ends with a closing. For each one, capitalize the first word and end with a comma. You should also capitalize proper nouns, such as Aunt Sue. Dear Aunt Sue, I'm glad you could come to my party, and thank you for the birthday gift. I could not have asked for a better one! Every time I see it, I think of you. With love, Rory","The first closing is correct: Its first word is capitalized, and it ends with a comma.",534,99
mt0119,r017506,r017506,test,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,structural_absence,0.88,AUTO: structural_absence; question and options provide sufficient text evidence.,social science,us-history,510,0.0843137254901961,The Great Depression: part I,1,1.0,grade4,20th century American history,What was the Great Depression?,a weather pattern that caused the worst hurricane season of the 20th century | the most severe period of economic hardship in the 20th century | the feelings of sadness felt by many Americans in the 1970s | the discovery in 1934 of a huge cave in Arizona,1,,,"The Great Depression was the most severe period of economic decline and hardship in the 20 th century. How bad was the Great Depression? The Great Depression was a period of economic hardship for much of the world, including the United States. Several things made it especially bad: Many banks and businesses were forced to close. At times, about 1 in 4 workers in the United States were unemployed, or without a job. Many people lost their homes or farms when they could not pay their bills. To make matters worse, the Great Depression lasted for over 10 years!",857,149
mt0120,r003367,r003367,train,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,structural_absence,0.95,AUTO: structural_absence; language item is answerable from text/options without image.,language science,writing-strategies,1650,0.9157575757575758,Explore words with new or contested usages,215,1.0,grade12,Word usage and nuance,Which text uses the word peruse in its traditional sense?,"Emmet perused a clothing catalog as he waited for his appointment, flipping through the pages distractedly. | Emmet perused a catalog from his wife's favorite clothing store, searching for the perfect birthday gift.",1,,"Words change in meaning when speakers begin using them in new ways. For example, the word peruse once only meant to examine in detail, but it's now also commonly used to mean to look through in a casual manner. When a word changes in meaning, its correct usage is often debated. Although a newer sense of the word may be more commonly used, many people consider a word's traditional definition to be the correct usage. Being able to distinguish the different uses of a word can help you use it appropriately for different audiences. Britney perused her notes, carefully preparing for her exam. The traditional usage above is considered more standard. David perused the magazine, absentmindedly fli...","The first text uses peruse in its traditional sense: to examine in detail. Emmet perused a catalog from his wife's favorite clothing store, searching for the perfect birthday gift. The second text uses peruse in its nontraditional sense: to look through in a casual manner. Emmet perused a clothing catalog as he waited for his appointment, flipping through the pages distractedly. Most style guides recommend to use the traditional sense of the word peruse because it is considered more standard.",1610,258
mt0121,r004578,r004578,train,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",accidental_missing,0.90,"AUTO: ambiguous; no explicit visual dependency, but missing-type cannot be decided confidently from text alone. MANUAL REVIEW: image is needed for this item, but has_image=0; relabeled from ambiguous to accidental_missing.",natural science,biology,4098,0.486822840409956,Describe and construct conifer life cycles,21,0.4285714285714286,grade4,Plants,"Which word means a small, young plant?",seedling | germination | chlorophyll,0,,"Conifers are plants that grow cones. Conifers use their cones to reproduce, or make new plants like themselves. How do conifers use their cones to reproduce? Conifers can grow male and female cones. Male cones make pollen, and female cones make eggs. Pollination is what happens when wind blows pollen from male cones onto female cones. After pollination, sperm from the pollen can combine with eggs. This is called fertilization. The fertilized eggs grow into seeds. The seeds can fall out of the cones and land on the ground. When a seed lands on the ground, it can germinate, or start to grow into a new plant.","A seedling is a small, young plant. A seedling will grow into an adult plant. Germination is what happens when a seed begins to grow.",830,142
mt0122,r019544,r019544,test,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,structural_absence,0.86,"AUTO: structural_absence; skill/category is primarily text, fact, unit, formula, or source reasoning.",natural science,chemistry,1194,0.5510887772194305,Identify elementary substances and compounds using chemical formulas,25,1.0,grade5,Atoms and molecules,Select the elementary substance.,hydrogen sulfide (H2S) | cyclopropane (C3H6) | silver (Ag),2,,"Every substance around you is made of one or more chemical elements, or types of atoms. Substances that are made of only one chemical element are elementary substances. Substances that are made of two or more chemical elements bonded together are compounds. Every chemical element is represented by its own symbol. For some elements, the symbol is one capital letter. For other elements, the symbol is one capital letter and one lowercase letter. For example, the symbol for the element fluorine is F, and the symbol for the element beryllium is Be. The symbol for each element in a substance is shown in the substance's chemical formula. An elementary substance is represented by a chemical formu...","Look at the chemical formula for each substance, and count the number of symbols in the formula. Then, decide if the substance is an elementary substance. The chemical formula for cyclopropane contains two symbols: C for carbon and H for hydrogen. So, cyclopropane is made of two chemical elements bonded together. Substances that are made of two or more chemical elements bonded together are compounds. So, cyclopropane is a compound, not an elementary substance. The chemical formula for silver contains one symbol: Ag. So, silver is made of one chemical element. Substances that are made of one chemical element are elementary substances. So, silver is an elementary substance. The chemical for...",2873,466
mt0123,r007165,r007165,train,1,observed_reference,has_image=1 reference sample for calibration,observed,1.00,AUTO: observed; has_image=1 reference sample.,social science,us-history,510,0.0843137254901961,Identify the Thirteen Colonies,398,0.0,grade4,English colonies in North America,What is the name of the colony shown?,Ohio | Kentucky | West Virginia | Connecticut,3,,,The colony is Connecticut.,119,17
mt0124,r016404,r016404,validation,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,structural_absence,0.95,AUTO: structural_absence; language item is answerable from text/options without image.,language science,reference-skills,724,1.0,Use guide words,697,1.0,grade6,Reference skills,Which word would you find on a dictionary page with the following guide words? decree - drove,diameter | dues,0,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order. To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on. If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order. Since diameter is between the guide words decree - drove, it would be found on that page.",799,146
mt0125,r010637,r010637,train,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,structural_absence,0.95,AUTO: structural_absence; language item is answerable from text/options without image.,language science,writing-strategies,1650,0.9157575757575758,Identify run-on sentences,47,1.0,grade12,"Sentences, fragments, and run-ons","Is this a run-on sentence? Blood Falls in Antarctica's McMurdo Dry Valley gets its name from its famous crimson-colored water, which results from high concentrations of iron rusting as it comes into contact with the air.",no | yes,0,,"A sentence is a group of words that expresses a complete thought. The band I'm in has been rehearsing daily because we have a concert in two weeks. A run-on sentence is formed when two sentences are run together, joined by just a comma or by no punctuation at all. If only a comma is used, the run-on is called a comma splice. The band I'm in has been rehearsing daily, we have a concert in two weeks. The band I'm in has been rehearsing daily we have a concert in two weeks. There are several ways to fix a run-on sentence: Use stronger punctuation, such as a period or a semicolon. The band I'm in has been rehearsing daily. We have a concert in two weeks. The band I'm in has been rehearsing da...","This is not a run-on sentence. It is not formed from two sentences that have been run together without appropriate punctuation. Blood Falls in Antarctica's McMurdo Dry Valley gets its name from its famous crimson-colored water, which results from high concentrations of iron rusting as it comes into contact with the air.",1841,321
mt0126,r013195,r013195,validation,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,structural_absence,0.86,"AUTO: structural_absence; skill/category is primarily text, fact, unit, formula, or source reasoning.",social science,geography,2956,0.0040595399188092,"Compare urban, suburban, and rural areas",12,1.0,grade2,Geography,Which kind of place usually has quieter neighborhoods?,an urban area | a suburban area,1,,"People around the world live in three main kinds of places: urban areas, suburban areas, and rural areas. An urban area is a city. It has many people and businesses. The buildings are close to each other. The buildings are often tall and have many floors. Since there are so many people, traffic is usually bad. People will walk or take the bus, train, or subway to avoid traffic. A suburban area, or suburb, is near a city. It is quieter and less crowded than an urban area. People usually live in houses with yards. Most people drive to get places. A rural area is less crowded than both urban and suburban areas. Houses are much more spread out. People usually have to drive to get places. Peop...","Suburban areas usually have quieter neighborhoods. There are fewer people, and houses are farther apart.",1170,214
mt0127,r012737,r012737,validation,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,structural_absence,0.88,AUTO: structural_absence; question and options provide sufficient text evidence.,natural science,literacy-in-science,34,0.1470588235294118,Changes to Earth's surface: earthquakes,1,1.0,grade3,Earth events,"Complete the sentences. Earthquakes start () Earth's surface. During an earthquake, ().",above . . . the ground shakes | above . . . the ground gets colder | below . . . the ground shakes | below . . . the ground gets colder,2,,,"When an earthquake happens, the ground shakes. The word earthquake comes from the words earth and quake. The word earth means ground, and the word quake means to shake. All earthquakes start below Earth's surface.",446,77
mt0128,r009949,r009949,train,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,structural_absence,0.86,"AUTO: structural_absence; skill/category is primarily text, fact, unit, formula, or source reasoning.",social science,geography,2956,0.0040595399188092,"Compare urban, suburban, and rural areas",12,1.0,grade2,Geography,Which place usually has fewer cars?,a rural area | an urban area,0,,"People around the world live in three main kinds of places: urban areas, suburban areas, and rural areas. An urban area is a city. It has many people and businesses. The buildings are close to each other. The buildings are often tall and have many floors. Since there are so many people, traffic is usually bad. People will walk or take the bus, train, or subway to avoid traffic. A suburban area, or suburb, is near a city. It is quieter and less crowded than an urban area. People usually live in houses with yards. Most people drive to get places. A rural area is less crowded than both urban and suburban areas. Houses are much more spread out. People usually have to drive to get places. Peop...",There aren't as many cars or people in rural areas.,1095,207
mt0129,r011605,r011605,train,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",accidental_missing,0.90,"AUTO: ambiguous; no explicit visual dependency, but missing-type cannot be decided confidently from text alone. MANUAL REVIEW: image is needed for this item, but has_image=0; relabeled from ambiguous to accidental_missing.",natural science,biology,4098,0.486822840409956,Identify functions of animal cell parts,9,1.0,grade8,Cells,Select the part whose main job is to break down worn-out cell parts and other waste in an animal cell.,cytoplasm | chromosomes | lysosomes | endoplasmic reticulum,2,,Animal cells are made up of many different parts. Each cell part has a function that helps the cell survive and grow. Some cell parts are called organelles. Organelles are cell structures that are surrounded by their own membranes. Here are some of the organelles in animal cells: Mitochondria help the cell get the energy it needs. Mitochondria break down sugar and release energy that the cell can use for all of its activities. The nucleus directs cell activities by sending instructions to different parts of the cell. The nucleus contains structures called chromosomes. The chromosomes are made mostly of hereditary material called DNA. DNA contains information that the cell uses for growth ...,Cells use lysosomes to break down worn-out cell parts and other waste. An animal cell may have many lysosomes.,2554,413
mt0130,r003363,r003363,train,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,structural_absence,0.95,AUTO: structural_absence; language item is answerable from text/options without image.,language science,figurative-language,1260,1.0,Recall the source of an allusion,337,1.0,grade12,Literary devices,"What is the source of the allusion in the sentence below? Nate was enjoying the lush life his newfound riches had brought him, but he couldn't help but think of his latest cholesterol reading as a Sword of Damocles.",ancient legend | Shakespeare,0,,"An allusion is a brief mention of something or someone well known, often from mythology, history, or literature. An allusion lets you reference ideas from an entire story in just a few words. The protean nature of the disease makes it difficult to diagnose. The word protean is an allusion to the sea god Proteus in Greek mythology. Because the sea is constantly changing, to describe something as protean suggests that it is variable or in flux.","The source of the allusion Sword of Damocles is ancient legend. According to legend, when Damocles wished his life were as full of luxuries as that of the tyrant Dionysis, Dionysis invited Damocles to a sumptuous banquet. Above Damocles' seat at the feast, Dionysis had placed a sword, suspended only by a thin hair, demonstrating the fragile nature of fortune. The allusion Sword of Damocles means a reminder that one is vulnerable.",1131,191
mt0131,r020884,r020884,test,1,observed_reference,has_image=1 reference sample for calibration,observed,1.00,AUTO: observed; has_image=1 reference sample.,social science,geography,2956,0.0040595399188092,Identify state capitals of the Midwest,297,0.0,grade4,State capitals,What is the capital of Ohio?,Charleston | Columbus | Lincoln | Fargo,1,,,Columbus is the capital of Ohio.,110,16
