dataset,model,sample_id,target_evidence_id,rank,top_evidence_ids
scienceqa,tfidf,r002799,4329d695aaa4d907,1,"[""4329d695aaa4d907"", ""39475f68197a193c"", ""8653cf633d765be5"", ""8332505ed3fb9819"", ""464008c8c3c7e967"", ""7600edb9100bf449"", ""e136dfd756b382bd"", ""33a9b11410077645"", ""a20e3924802a511e"", ""8823eac00bda7913""]"
scienceqa,tfidf,r018729,c2c1a52fd5259dc0,1,"[""c2c1a52fd5259dc0"", ""d7f94e2b2e30adf8"", ""fbca2fa6a80f8720"", ""f97d24ba9ff825dd"", ""06da021a02d72bfb"", ""07508a28bcaf50c5"", ""c96b822d3358bbaa"", ""9b6dc57631d1cfc7"", ""4c6745e0b38ddbfa"", ""f45081f076302dab""]"
scienceqa,tfidf,r020927,7282ef67a5c62cea,1,"[""7282ef67a5c62cea"", ""722fe8f20142161b"", ""8b9881fd8b927077"", ""1faaa3cf0fa06278"", ""a43666657963b02a"", ""07508a28bcaf50c5"", ""bda709441943fc36"", ""fed4ef36fa0084de"", ""c11e719b75620351"", ""6f0ca7e43dc97088""]"
scienceqa,tfidf,r018112,a43666657963b02a,1,"[""a43666657963b02a"", ""700bb3694cce104a"", ""49c7b329b3f98125"", ""ade72b4e1e5c0eb3"", ""ff4ed16548800b04"", ""cf3189fb7b944799"", ""005e6cd45adce39b"", ""4162fa8708bdc033"", ""80ab30502fc0c29e"", ""a66317d5a396790a""]"
scienceqa,tfidf,r014839,a3869db8848e98db,1,"[""a3869db8848e98db"", ""5bccdf72a7eed5e0"", ""79415c7d1109bddb"", ""f4dbf115afd9259a"", ""1951dfd63e1726c3"", ""9bb744f4958c71ab"", ""0bedd3b805a96f7f"", ""66f839aaad7d5b87"", ""94bb9bb11bd84756"", ""2930696d1bd7ba57""]"
scienceqa,tfidf,r019855,2c2ceec048f02e8a,1,"[""2c2ceec048f02e8a"", ""f93ff296980b5f57"", ""9bd2a8e747d8a2f9"", ""e02912673ef71f1f"", ""50f87e05640ce35e"", ""1656c00ccb3216e4"", ""f7f8493b842d2afe"", ""fe6aa8530f2389e8"", ""7638a5a0316ac331"", ""ef8bd96cd1e57e9d""]"
scienceqa,tfidf,r012615,3cf105da7f6de4e2,1,"[""3cf105da7f6de4e2"", ""84bd89e31ab1953b"", ""f91f0888ee7ee0a3"", ""d670903130336e9b"", ""603b78dd1d003d80"", ""fe9e4361f972bfcf"", ""73db2bb9e0f10942"", ""1c978026e6bc8534"", ""041caa939306e924"", ""585196038de34dba""]"
scienceqa,tfidf,r001083,ad9d96a9b6199667,1,"[""ad9d96a9b6199667"", ""700bb3694cce104a"", ""49c7b329b3f98125"", ""ade72b4e1e5c0eb3"", ""ff4ed16548800b04"", ""cf3189fb7b944799"", ""005e6cd45adce39b"", ""4162fa8708bdc033"", ""80ab30502fc0c29e"", ""a66317d5a396790a""]"
scienceqa,tfidf,r012103,139ff0583f457b0b,1,"[""139ff0583f457b0b"", ""70a3a210ac40f255"", ""514ae11d983a4657"", ""c849542c69e55997"", ""e2612be2b2462733"", ""9b6f4364f31dddd4"", ""9701e9fd093d60c7"", ""9b83dc5d0ef7c3fe"", ""8cb764c2c86d64d4"", ""d766d705a1d03e7f""]"
scienceqa,tfidf,r000487,3751cd01e0da011c,1,"[""3751cd01e0da011c"", ""929e5feb0a89f2af"", ""158889b1566f00c1"", ""1765f6fd996c06e9"", ""e638fe53d130b727"", ""9b6dc57631d1cfc7"", ""8332505ed3fb9819"", ""435152c7f8be7c7b"", ""1ba57f81a803b66c"", ""7600edb9100bf449""]"
scienceqa,tfidf,r011296,fc777414005577fb,1,"[""fc777414005577fb"", ""a50847323aad8f02"", ""d5dc61ca3520dca3"", ""76b59884342e0f4d"", ""1faaa3cf0fa06278"", ""7042749b738f0ddd"", ""e136dfd756b382bd"", ""514831104bf0b390"", ""ddd33819fa67a878"", ""3bb66aff419a404b""]"
scienceqa,tfidf,r004612,a50847323aad8f02,2,"[""07508a28bcaf50c5"", ""a50847323aad8f02"", ""d5dc61ca3520dca3"", ""cf3189fb7b944799"", ""a66317d5a396790a"", ""7e4ea86ac41ec774"", ""fc777414005577fb"", ""0f0c8a62fec16479"", ""cb935720810e7a32"", ""fed4ef36fa0084de""]"
scienceqa,tfidf,r014842,4b148110fefa0d41,1,"[""4b148110fefa0d41"", ""c942fc356e75e6b9"", ""0226eb7d6bdeb0b0"", ""2930696d1bd7ba57"", ""c24acc262a94456b"", ""76b59884342e0f4d"", ""f93ff296980b5f57"", ""1faaa3cf0fa06278"", ""722fe8f20142161b"", ""8b9881fd8b927077""]"
scienceqa,tfidf,r000236,36ef0dc696a65227,3,"[""7c318ed7d3f37bfc"", ""71304536c227c09b"", ""36ef0dc696a65227"", ""513406850e3cb9f6"", ""647eb0b3138c9399"", ""f04b15120e97198d"", ""d766d705a1d03e7f"", ""07508a28bcaf50c5"", ""7042749b738f0ddd"", ""56946a4e93770d5d""]"
scienceqa,tfidf,r018172,f45081f076302dab,1,"[""f45081f076302dab"", ""685f016bdef72207"", ""4c6745e0b38ddbfa"", ""162c11a56856ddef"", ""d40bddaf8e2e6338"", ""041caa939306e924"", ""435152c7f8be7c7b"", ""1ba57f81a803b66c"", ""51f77d9f05fb616e"", ""b1f7074e14d09bcf""]"
scienceqa,tfidf,r000093,87a14cd1ae910fa7,1,"[""87a14cd1ae910fa7"", ""8bdc50f745edbcb7"", ""55035176114c23c8"", ""2795e5ae90b96972"", ""d40bddaf8e2e6338"", ""162c11a56856ddef"", ""4c6745e0b38ddbfa"", ""f45081f076302dab"", ""685f016bdef72207"", ""435152c7f8be7c7b""]"
scienceqa,tfidf,r009146,2795e5ae90b96972,1,"[""2795e5ae90b96972"", ""55035176114c23c8"", ""8bdc50f745edbcb7"", ""87a14cd1ae910fa7"", ""e638fe53d130b727"", ""1765f6fd996c06e9"", ""929e5feb0a89f2af"", ""158889b1566f00c1"", ""3751cd01e0da011c"", ""9b6dc57631d1cfc7""]"
scienceqa,tfidf,r003002,84bd89e31ab1953b,1,"[""84bd89e31ab1953b"", ""f91f0888ee7ee0a3"", ""d670903130336e9b"", ""3cf105da7f6de4e2"", ""603b78dd1d003d80"", ""fe9e4361f972bfcf"", ""73db2bb9e0f10942"", ""1c978026e6bc8534"", ""041caa939306e924"", ""585196038de34dba""]"
scienceqa,tfidf,r009062,447280a169a5754d,1,"[""447280a169a5754d"", ""25e83bf61adcdbc9"", ""1ceaba7bff1870dd"", ""4c7f0d384fb4308c"", ""3a1257facaa94df2"", ""04aa28de99cfd31b"", ""0226eb7d6bdeb0b0"", ""c849542c69e55997"", ""e2612be2b2462733"", ""9b6f4364f31dddd4""]"
scienceqa,tfidf,r001559,e136dfd756b382bd,1,"[""e136dfd756b382bd"", ""c96b822d3358bbaa"", ""76b59884342e0f4d"", ""1faaa3cf0fa06278"", ""c942fc356e75e6b9"", ""cd9a9d878bfa47ae"", ""0bbd6f0aca3068f8"", ""4b148110fefa0d41"", ""5bccdf72a7eed5e0"", ""fc777414005577fb""]"
scienceqa,bm25,r009384,603b78dd1d003d80,1,"[""603b78dd1d003d80"", ""73db2bb9e0f10942"", ""f91f0888ee7ee0a3"", ""d670903130336e9b"", ""fe9e4361f972bfcf"", ""84bd89e31ab1953b"", ""1c978026e6bc8534"", ""3cf105da7f6de4e2"", ""355acb17a404f78f"", ""82bd4001d85c8f2f""]"
scienceqa,bm25,r021128,585196038de34dba,1,"[""585196038de34dba"", ""7de06184651147fa"", ""50f87e05640ce35e"", ""a324000a75e465a8"", ""1656c00ccb3216e4"", ""e02912673ef71f1f"", ""f7f8493b842d2afe"", ""649d8bc6f50d2c8d"", ""052f03b16dd4a022"", ""b1f7074e14d09bcf""]"
scienceqa,bm25,r005612,6e905a600bf1f54e,1,"[""6e905a600bf1f54e"", ""4798d36539bfcac3"", ""a20e3924802a511e"", ""8653cf633d765be5"", ""505bc233ce52b12f"", ""39475f68197a193c"", ""4329d695aaa4d907"", ""dc5a235c6023dfaf"", ""9b93282aac20d87b"", ""8823eac00bda7913""]"
scienceqa,bm25,r013644,1dc472771e481e34,1,"[""1dc472771e481e34"", ""1fbe6aa3e6836d61"", ""2e813137fdb8a755"", ""7de06184651147fa"", ""649d8bc6f50d2c8d"", ""b1f7074e14d09bcf"", ""04688630018210f9"", ""8b31426ff06dee3c"", ""585196038de34dba"", ""a324000a75e465a8""]"
scienceqa,bm25,r001717,ff4ed16548800b04,1,"[""ff4ed16548800b04"", ""c96b822d3358bbaa"", ""7282ef67a5c62cea"", ""1faaa3cf0fa06278"", ""76b59884342e0f4d"", ""cb935720810e7a32"", ""a50847323aad8f02"", ""700bb3694cce104a"", ""cf3189fb7b944799"", ""005e6cd45adce39b""]"
scienceqa,bm25,r011454,288e0ae1b81cd4ee,2,"[""89ef4c6e6c4a0703"", ""288e0ae1b81cd4ee"", ""a3869db8848e98db"", ""f4dbf115afd9259a"", ""66f839aaad7d5b87"", ""1951dfd63e1726c3"", ""9bb744f4958c71ab"", ""0bedd3b805a96f7f"", ""5bccdf72a7eed5e0"", ""79415c7d1109bddb""]"
scienceqa,bm25,r001683,1ba57f81a803b66c,1,"[""1ba57f81a803b66c"", ""435152c7f8be7c7b"", ""1765f6fd996c06e9"", ""e638fe53d130b727"", ""dc5a235c6023dfaf"", ""9b93282aac20d87b"", ""46a02a17c9c9fcaf"", ""9b6dc57631d1cfc7"", ""ba9d4e92b2071516"", ""0f0c8a62fec16479""]"
scienceqa,bm25,r021145,3a1257facaa94df2,2,"[""04aa28de99cfd31b"", ""3a1257facaa94df2"", ""0226eb7d6bdeb0b0"", ""25e83bf61adcdbc9"", ""4c7f0d384fb4308c"", ""1ceaba7bff1870dd"", ""447280a169a5754d"", ""c940373cfac0bfc5"", ""76b59884342e0f4d"", ""7f22fc9eed4a9790""]"
scienceqa,bm25,r017439,288e0ae1b81cd4ee,2,"[""89ef4c6e6c4a0703"", ""288e0ae1b81cd4ee"", ""a3869db8848e98db"", ""f4dbf115afd9259a"", ""66f839aaad7d5b87"", ""1951dfd63e1726c3"", ""9bb744f4958c71ab"", ""0bedd3b805a96f7f"", ""5bccdf72a7eed5e0"", ""79415c7d1109bddb""]"
scienceqa,bm25,r011439,d40bddaf8e2e6338,1,"[""d40bddaf8e2e6338"", ""4c6745e0b38ddbfa"", ""685f016bdef72207"", ""f45081f076302dab"", ""162c11a56856ddef"", ""51f77d9f05fb616e"", ""041caa939306e924"", ""50f87e05640ce35e"", ""f7f8493b842d2afe"", ""649d8bc6f50d2c8d""]"
scienceqa,bm25,r020290,2e813137fdb8a755,1,"[""2e813137fdb8a755"", ""1fbe6aa3e6836d61"", ""1dc472771e481e34"", ""a324000a75e465a8"", ""b1f7074e14d09bcf"", ""649d8bc6f50d2c8d"", ""585196038de34dba"", ""00c5f084f766d05e"", ""39d7528868849292"", ""8512198c52f84a98""]"
scienceqa,bm25,r008983,7638a5a0316ac331,1,"[""7638a5a0316ac331"", ""fe6aa8530f2389e8"", ""ef8bd96cd1e57e9d"", ""a04296555630f49d"", ""75e0bdec7abce862"", ""ad9d96a9b6199667"", ""8b9881fd8b927077"", ""0bbd6f0aca3068f8"", ""cd9a9d878bfa47ae"", ""94bb9bb11bd84756""]"
scienceqa,bm25,r015819,9b83dc5d0ef7c3fe,1,"[""9b83dc5d0ef7c3fe"", ""c849542c69e55997"", ""9b6f4364f31dddd4"", ""e2612be2b2462733"", ""9701e9fd093d60c7"", ""6b0e07224e747aaf"", ""7638a5a0316ac331"", ""ef8bd96cd1e57e9d"", ""fe6aa8530f2389e8"", ""7600edb9100bf449""]"
scienceqa,bm25,r000519,76b59884342e0f4d,1,"[""76b59884342e0f4d"", ""c96b822d3358bbaa"", ""e136dfd756b382bd"", ""1faaa3cf0fa06278"", ""4c6745e0b38ddbfa"", ""7282ef67a5c62cea"", ""d40bddaf8e2e6338"", ""49a23a8be75b026f"", ""99d31dbdd2b160fb"", ""0d3ed71a06640dff""]"
scienceqa,bm25,r006108,04aa28de99cfd31b,1,"[""04aa28de99cfd31b"", ""3a1257facaa94df2"", ""0226eb7d6bdeb0b0"", ""25e83bf61adcdbc9"", ""4c7f0d384fb4308c"", ""1ceaba7bff1870dd"", ""447280a169a5754d"", ""c940373cfac0bfc5"", ""76b59884342e0f4d"", ""7f22fc9eed4a9790""]"
scienceqa,bm25,r000845,c11e719b75620351,1,"[""c11e719b75620351"", ""6f0ca7e43dc97088"", ""bda709441943fc36"", ""c849542c69e55997"", ""9b6f4364f31dddd4"", ""e2612be2b2462733"", ""87a14cd1ae910fa7"", ""9b83dc5d0ef7c3fe"", ""9701e9fd093d60c7"", ""dc5a235c6023dfaf""]"
scienceqa,bm25,r003535,1fbe6aa3e6836d61,1,"[""1fbe6aa3e6836d61"", ""2e813137fdb8a755"", ""1dc472771e481e34"", ""a324000a75e465a8"", ""649d8bc6f50d2c8d"", ""585196038de34dba"", ""00c5f084f766d05e"", ""b1f7074e14d09bcf"", ""39d7528868849292"", ""8512198c52f84a98""]"
scienceqa,bm25,r018123,9b6dc57631d1cfc7,1,"[""9b6dc57631d1cfc7"", ""ba9d4e92b2071516"", ""e638fe53d130b727"", ""dc5a235c6023dfaf"", ""1765f6fd996c06e9"", ""9b93282aac20d87b"", ""c96b822d3358bbaa"", ""435152c7f8be7c7b"", ""052f03b16dd4a022"", ""70a3a210ac40f255""]"
scienceqa,bm25,r020105,505bc233ce52b12f,1,"[""505bc233ce52b12f"", ""c131dfedc53df915"", ""585196038de34dba"", ""8823eac00bda7913"", ""8cb764c2c86d64d4"", ""8653cf633d765be5"", ""7600edb9100bf449"", ""6d3e9c5899d053b2"", ""7f22fc9eed4a9790"", ""fed4ef36fa0084de""]"
scienceqa,bm25,r014347,700bb3694cce104a,1,"[""700bb3694cce104a"", ""ff4ed16548800b04"", ""c96b822d3358bbaa"", ""505bc233ce52b12f"", ""7282ef67a5c62cea"", ""1faaa3cf0fa06278"", ""76b59884342e0f4d"", ""cb935720810e7a32"", ""a50847323aad8f02"", ""3bb66aff419a404b""]"
scienceqa,bm25,r019118,b9d0dfd274661f29,1,"[""b9d0dfd274661f29"", ""3dfd17528d84ecd6"", ""f643330b3583b801"", ""39475f68197a193c"", ""c96b822d3358bbaa"", ""7282ef67a5c62cea"", ""139ff0583f457b0b"", ""e136dfd756b382bd"", ""4b148110fefa0d41"", ""be9d20756f09ff9c""]"
scienceqa,bm25,r007672,f04b15120e97198d,1,"[""f04b15120e97198d"", ""7042749b738f0ddd"", ""a29c2d51eef36dcc"", ""07508a28bcaf50c5"", ""7282ef67a5c62cea"", ""a43666657963b02a"", ""85d1969154b956e9"", ""c96b822d3358bbaa"", ""fed4ef36fa0084de"", ""7600edb9100bf449""]"
scienceqa,bm25,r016882,fbca2fa6a80f8720,1,"[""fbca2fa6a80f8720"", ""d7f94e2b2e30adf8"", ""c2c1a52fd5259dc0"", ""f97d24ba9ff825dd"", ""06da021a02d72bfb"", ""75e0bdec7abce862"", ""c96b822d3358bbaa"", ""7282ef67a5c62cea"", ""04688630018210f9"", ""722fe8f20142161b""]"
scienceqa,bm25,r005771,49a23a8be75b026f,1,"[""49a23a8be75b026f"", ""0d3ed71a06640dff"", ""41fbf731a88d58b1"", ""c47287dce57cb8e1"", ""b1f7074e14d09bcf"", ""649d8bc6f50d2c8d"", ""33a9b11410077645"", ""4c17fc22f4a5629f"", ""7600edb9100bf449"", ""8332505ed3fb9819""]"
scienceqa,bm25,r004378,73106b12c994caaf,1,"[""73106b12c994caaf"", ""0bbd6f0aca3068f8"", ""c940373cfac0bfc5"", ""3a1257facaa94df2"", ""04aa28de99cfd31b"", ""55035176114c23c8"", ""8bdc50f745edbcb7"", ""cd9a9d878bfa47ae"", ""0226eb7d6bdeb0b0"", ""bba21ddaa2e3e178""]"
scienceqa,bm25,r002380,2930696d1bd7ba57,1,"[""2930696d1bd7ba57"", ""c24acc262a94456b"", ""51f77d9f05fb616e"", ""79415c7d1109bddb"", ""f4dbf115afd9259a"", ""a3869db8848e98db"", ""5bccdf72a7eed5e0"", ""1951dfd63e1726c3"", ""9bb744f4958c71ab"", ""0bedd3b805a96f7f""]"
scienceqa,bm25,r005099,04688630018210f9,1,"[""04688630018210f9"", ""447280a169a5754d"", ""8b31426ff06dee3c"", ""041caa939306e924"", ""f45081f076302dab"", ""685f016bdef72207"", ""4c6745e0b38ddbfa"", ""39d7528868849292"", ""2a4221c3d2d7aa1b"", ""162c11a56856ddef""]"
scienceqa,bm25,r008910,51f77d9f05fb616e,1,"[""51f77d9f05fb616e"", ""73106b12c994caaf"", ""4c6745e0b38ddbfa"", ""685f016bdef72207"", ""f45081f076302dab"", ""d40bddaf8e2e6338"", ""8b9881fd8b927077"", ""722fe8f20142161b"", ""162c11a56856ddef"", ""c96b822d3358bbaa""]"
scienceqa,bm25,r010989,1ceaba7bff1870dd,2,"[""25e83bf61adcdbc9"", ""1ceaba7bff1870dd"", ""4c7f0d384fb4308c"", ""447280a169a5754d"", ""04aa28de99cfd31b"", ""3a1257facaa94df2"", ""0226eb7d6bdeb0b0"", ""fe6aa8530f2389e8"", ""8bdc50f745edbcb7"", ""ef8bd96cd1e57e9d""]"
scienceqa,bm25,r017718,cd9a9d878bfa47ae,1,"[""cd9a9d878bfa47ae"", ""0bbd6f0aca3068f8"", ""0d3ed71a06640dff"", ""8bdc50f745edbcb7"", ""49a23a8be75b026f"", ""55035176114c23c8"", ""57d79521a667ad42"", ""2795e5ae90b96972"", ""052f03b16dd4a022"", ""3a1257facaa94df2""]"
scienceqa,bm25,r007950,b1f7074e14d09bcf,1,"[""b1f7074e14d09bcf"", ""649d8bc6f50d2c8d"", ""1fbe6aa3e6836d61"", ""585196038de34dba"", ""a324000a75e465a8"", ""2e813137fdb8a755"", ""00c5f084f766d05e"", ""7de06184651147fa"", ""39d7528868849292"", ""1dc472771e481e34""]"
scienceqa,bm25,r003873,c942fc356e75e6b9,1,"[""c942fc356e75e6b9"", ""4b148110fefa0d41"", ""6d65b93a58c95ffe"", ""0226eb7d6bdeb0b0"", ""3bb66aff419a404b"", ""ddd33819fa67a878"", ""c24acc262a94456b"", ""2930696d1bd7ba57"", ""7282ef67a5c62cea"", ""9bd2a8e747d8a2f9""]"
scienceqa,bm25,r005641,464008c8c3c7e967,1,"[""464008c8c3c7e967"", ""649d8bc6f50d2c8d"", ""46a02a17c9c9fcaf"", ""33a9b11410077645"", ""e638fe53d130b727"", ""7600edb9100bf449"", ""39475f68197a193c"", ""4329d695aaa4d907"", ""052f03b16dd4a022"", ""8332505ed3fb9819""]"
scienceqa,bm25,r008462,ddd33819fa67a878,1,"[""ddd33819fa67a878"", ""6d65b93a58c95ffe"", ""3bb66aff419a404b"", ""a29c2d51eef36dcc"", ""07508a28bcaf50c5"", ""288e0ae1b81cd4ee"", ""89ef4c6e6c4a0703"", ""4162fa8708bdc033"", ""80ab30502fc0c29e"", ""2a4221c3d2d7aa1b""]"
scienceqa,bm25,r001124,00c5f084f766d05e,1,"[""00c5f084f766d05e"", ""162c11a56856ddef"", ""1fbe6aa3e6836d61"", ""2e813137fdb8a755"", ""f45081f076302dab"", ""0f0c8a62fec16479"", ""7e4ea86ac41ec774"", ""a324000a75e465a8"", ""585196038de34dba"", ""d40bddaf8e2e6338""]"
scienceqa,bm25,r014530,85d1969154b956e9,3,"[""b7d1455efa62a9a1"", ""f04b15120e97198d"", ""85d1969154b956e9"", ""56946a4e93770d5d"", ""bba21ddaa2e3e178"", ""514831104bf0b390"", ""0f0c8a62fec16479"", ""3bb66aff419a404b"", ""ddd33819fa67a878"", ""6d65b93a58c95ffe""]"
scienceqa,bm25,r015156,1951dfd63e1726c3,1,"[""1951dfd63e1726c3"", ""9bb744f4958c71ab"", ""0bedd3b805a96f7f"", ""f4dbf115afd9259a"", ""a3869db8848e98db"", ""79415c7d1109bddb"", ""5bccdf72a7eed5e0"", ""66f839aaad7d5b87"", ""2930696d1bd7ba57"", ""c24acc262a94456b""]"
scienceqa,bm25,r020673,5bccdf72a7eed5e0,2,"[""a3869db8848e98db"", ""5bccdf72a7eed5e0"", ""79415c7d1109bddb"", ""f4dbf115afd9259a"", ""1951dfd63e1726c3"", ""9bb744f4958c71ab"", ""0bedd3b805a96f7f"", ""66f839aaad7d5b87"", ""2930696d1bd7ba57"", ""c24acc262a94456b""]"
scienceqa,bm25,r020750,55035176114c23c8,1,"[""55035176114c23c8"", ""8bdc50f745edbcb7"", ""2795e5ae90b96972"", ""f93ff296980b5f57"", ""49a23a8be75b026f"", ""87a14cd1ae910fa7"", ""fe9e4361f972bfcf"", ""84bd89e31ab1953b"", ""0d3ed71a06640dff"", ""603b78dd1d003d80""]"
scienceqa,bm25,r020144,c8c2e691e1510591,1,"[""c8c2e691e1510591"", ""31c60745df3c09b7"", ""9b93282aac20d87b"", ""dc5a235c6023dfaf"", ""e638fe53d130b727"", ""1765f6fd996c06e9"", ""8823eac00bda7913"", ""39d7528868849292"", ""9b6dc57631d1cfc7"", ""ba9d4e92b2071516""]"
scienceqa,bm25,r011166,a04296555630f49d,1,"[""a04296555630f49d"", ""7638a5a0316ac331"", ""ef8bd96cd1e57e9d"", ""fe6aa8530f2389e8"", ""75e0bdec7abce862"", ""8b9881fd8b927077"", ""0bbd6f0aca3068f8"", ""cd9a9d878bfa47ae"", ""722fe8f20142161b"", ""8cb764c2c86d64d4""]"
scienceqa,bm25,r001881,f643330b3583b801,1,"[""f643330b3583b801"", ""3dfd17528d84ecd6"", ""b9d0dfd274661f29"", ""c96b822d3358bbaa"", ""793d00032fd7e478"", ""be9d20756f09ff9c"", ""4c17fc22f4a5629f"", ""70a3a210ac40f255"", ""4ad49ed1e9aa29a5"", ""c6ee67f950ca098c""]"
scienceqa,bm25,r013000,46a02a17c9c9fcaf,1,"[""46a02a17c9c9fcaf"", ""ba9d4e92b2071516"", ""fc777414005577fb"", ""9b6dc57631d1cfc7"", ""e136dfd756b382bd"", ""04688630018210f9"", ""33a9b11410077645"", ""7282ef67a5c62cea"", ""139ff0583f457b0b"", ""7600edb9100bf449""]"
scienceqa,bm25,r007327,6d65b93a58c95ffe,1,"[""6d65b93a58c95ffe"", ""ddd33819fa67a878"", ""3bb66aff419a404b"", ""a29c2d51eef36dcc"", ""bba21ddaa2e3e178"", ""514831104bf0b390"", ""647eb0b3138c9399"", ""07508a28bcaf50c5"", ""288e0ae1b81cd4ee"", ""89ef4c6e6c4a0703""]"
scienceqa,bm25,r006368,4c7f0d384fb4308c,2,"[""25e83bf61adcdbc9"", ""4c7f0d384fb4308c"", ""1ceaba7bff1870dd"", ""447280a169a5754d"", ""04aa28de99cfd31b"", ""3a1257facaa94df2"", ""0226eb7d6bdeb0b0"", ""fe6aa8530f2389e8"", ""8bdc50f745edbcb7"", ""d40bddaf8e2e6338""]"
scienceqa,bm25,r018475,b9621daa8926e473,1,"[""b9621daa8926e473"", ""fe6aa8530f2389e8"", ""9bd2a8e747d8a2f9"", ""2c2ceec048f02e8a"", ""f93ff296980b5f57"", ""7638a5a0316ac331"", ""722fe8f20142161b"", ""ef8bd96cd1e57e9d"", ""8b9881fd8b927077"", ""7282ef67a5c62cea""]"
scienceqa,bm25,r000058,c849542c69e55997,1,"[""c849542c69e55997"", ""9b6f4364f31dddd4"", ""e2612be2b2462733"", ""9b83dc5d0ef7c3fe"", ""9701e9fd093d60c7"", ""6b0e07224e747aaf"", ""7638a5a0316ac331"", ""ef8bd96cd1e57e9d"", ""fe6aa8530f2389e8"", ""7600edb9100bf449""]"
scienceqa,bm25,r010586,d5dc61ca3520dca3,1,"[""d5dc61ca3520dca3"", ""7042749b738f0ddd"", ""07508a28bcaf50c5"", ""0f0c8a62fec16479"", ""7e4ea86ac41ec774"", ""288e0ae1b81cd4ee"", ""89ef4c6e6c4a0703"", ""fc777414005577fb"", ""ddd33819fa67a878"", ""514831104bf0b390""]"
scienceqa,bm25,r010841,06da021a02d72bfb,1,"[""06da021a02d72bfb"", ""d7f94e2b2e30adf8"", ""c2c1a52fd5259dc0"", ""f97d24ba9ff825dd"", ""fbca2fa6a80f8720"", ""fed4ef36fa0084de"", ""fc777414005577fb"", ""2a4221c3d2d7aa1b"", ""d766d705a1d03e7f"", ""8cb764c2c86d64d4""]"
scienceqa,bm25,r020773,75e0bdec7abce862,1,"[""75e0bdec7abce862"", ""8b9881fd8b927077"", ""722fe8f20142161b"", ""99d31dbdd2b160fb"", ""7638a5a0316ac331"", ""fe6aa8530f2389e8"", ""ef8bd96cd1e57e9d"", ""8512198c52f84a98"", ""a04296555630f49d"", ""355acb17a404f78f""]"
scienceqa,bm25,r012671,50f87e05640ce35e,1,"[""50f87e05640ce35e"", ""f7f8493b842d2afe"", ""e02912673ef71f1f"", ""8b31426ff06dee3c"", ""1656c00ccb3216e4"", ""7de06184651147fa"", ""585196038de34dba"", ""a324000a75e465a8"", ""b1f7074e14d09bcf"", ""1fbe6aa3e6836d61""]"
scienceqa,bm25,r019266,7de06184651147fa,1,"[""7de06184651147fa"", ""a324000a75e465a8"", ""e02912673ef71f1f"", ""1656c00ccb3216e4"", ""50f87e05640ce35e"", ""7e4ea86ac41ec774"", ""f7f8493b842d2afe"", ""8b31426ff06dee3c"", ""585196038de34dba"", ""b1f7074e14d09bcf""]"
scienceqa,bm25,r019057,722fe8f20142161b,1,"[""722fe8f20142161b"", ""8b9881fd8b927077"", ""75e0bdec7abce862"", ""99d31dbdd2b160fb"", ""8512198c52f84a98"", ""ed8e118249d5b90e"", ""355acb17a404f78f"", ""57d79521a667ad42"", ""82bd4001d85c8f2f"", ""1ceaba7bff1870dd""]"
scienceqa,bm25,r001781,8b9881fd8b927077,1,"[""8b9881fd8b927077"", ""722fe8f20142161b"", ""75e0bdec7abce862"", ""99d31dbdd2b160fb"", ""8512198c52f84a98"", ""355acb17a404f78f"", ""82bd4001d85c8f2f"", ""a04296555630f49d"", ""0bbd6f0aca3068f8"", ""cd9a9d878bfa47ae""]"
scienceqa,bm25,r005173,70a3a210ac40f255,1,"[""70a3a210ac40f255"", ""514ae11d983a4657"", ""139ff0583f457b0b"", ""9b6dc57631d1cfc7"", ""ba9d4e92b2071516"", ""6d3e9c5899d053b2"", ""c131dfedc53df915"", ""c96b822d3358bbaa"", ""3dfd17528d84ecd6"", ""9b93282aac20d87b""]"
scienceqa,bm25,r000973,9bb744f4958c71ab,2,"[""1951dfd63e1726c3"", ""9bb744f4958c71ab"", ""0bedd3b805a96f7f"", ""f4dbf115afd9259a"", ""a3869db8848e98db"", ""79415c7d1109bddb"", ""5bccdf72a7eed5e0"", ""66f839aaad7d5b87"", ""2930696d1bd7ba57"", ""c24acc262a94456b""]"
scienceqa,bm25,r018227,99d31dbdd2b160fb,1,"[""99d31dbdd2b160fb"", ""82bd4001d85c8f2f"", ""355acb17a404f78f"", ""8332505ed3fb9819"", ""7600edb9100bf449"", ""33a9b11410077645"", ""9b6dc57631d1cfc7"", ""505bc233ce52b12f"", ""ba9d4e92b2071516"", ""6e905a600bf1f54e""]"
scienceqa,bm25,r018838,4ad49ed1e9aa29a5,1,"[""4ad49ed1e9aa29a5"", ""c6ee67f950ca098c"", ""1faaa3cf0fa06278"", ""e136dfd756b382bd"", ""c131dfedc53df915"", ""3dfd17528d84ecd6"", ""ba9d4e92b2071516"", ""505bc233ce52b12f"", ""70a3a210ac40f255"", ""9b6dc57631d1cfc7""]"
scienceqa,bm25,r018918,052f03b16dd4a022,1,"[""052f03b16dd4a022"", ""b1f7074e14d09bcf"", ""41fbf731a88d58b1"", ""649d8bc6f50d2c8d"", ""e68ce731f0cae2d6"", ""1faaa3cf0fa06278"", ""4c6745e0b38ddbfa"", ""0d3ed71a06640dff"", ""49a23a8be75b026f"", ""d40bddaf8e2e6338""]"
