dataset,sample_id,original_id,split,question,choices,answer,text_context,image_ref,has_image,subject,topic,skill,evidence_type,modality_case,answer_format,source_task
scienceqa,r018475,r018475,test,Which is harder?,rubber balloons | ceramic tea cup,1,"lecture: Every object is made of one or more materials. A material is a type of matter. Wood, glass, metal, and plastic are common materials.
A material has different properties. A material's properties tell you how it looks, feels, tastes, or smells.
solution: Hard is a property. A hard material keeps its shape when you press on it with your finger.
Look at each picture, one at a time. Imagine pushing on the material shown in each picture.
Of the choices, the ceramic tea cup is harder. If you press on a piece of ceramic, it will not change shape.",,0,natural science,physics,Compare properties of materials,text_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r000058,r000058,train,"Would you find the word miracle on a dictionary page with the following guide words?
mean - mumps",no | yes,1,"lecture: Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.
solution: Put the words in alphabetical order.
Since miracle is between the guide words mean - mumps, it would be found on that page.",,0,language science,reference-skills,Use guide words,text_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r010586,r010586,train,What is the name of the colony shown?,Rhode Island | South Carolina | Maryland | North Carolina,1,solution: The colony is South Carolina.,"{""bytes"": ""<bytes:46324>"", ""path"": ""image.png""}",1,social science,us-history,Identify the Thirteen Colonies,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r010841,r010841,train,Which correctly shows the title of a magazine?,where It's At | Where It's At,1,"lecture: In a title, capitalize the first word, the last word, and every important word in between.
The Wind in the Willows James and the Giant Peach
These words are not important in titles:
Articles, a, an, the
Short prepositions, such as at, by, for, in, of, on, to, up
Coordinating conjunctions, such as and, but, or
solution: Capitalize the first word, the last word, and every important word in between.
The correct title is Where It's At.",,0,language science,capitalization,Capitalizing titles,text_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r020773,r020773,test,"Is the following statement about our solar system true or false?
The smallest planet is made mainly of rock.",false | true,1,"hint: Use the data to answer the question below.
lecture: A planet's volume tells you the size of the planet.
The primary composition of a planet is what the planet is made mainly of. In our solar system, planets are made mainly of rock, gas, or ice.
solution: The table tells you that the smallest planet is Mercury and that Mercury is made mainly of rock. So, the smallest planet is made mainly of rock.","{""bytes"": ""<bytes:25374>"", ""path"": ""image.png""}",1,natural science,earth-science,Analyze data to compare properties of planets,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r012671,r012671,train,Select the bird below.,fruit bat | flamingo,1,"hint: Birds have feathers, two wings, and a beak. A penguin is an example of a bird.
lecture: Birds, mammals, fish, reptiles, and amphibians are groups of animals. The animals in each group have traits in common.
Scientists sort animals into groups based on traits they have in common. This process is called classification.
solution: A fruit bat is a mammal. It has hair and feeds its young milk.
Fruit bats eat fruit and drink nectar from flowers. They have special teeth to help them bite through fruit skins.
A flamingo is a bird. It has feathers, two wings, and a beak.
Flamingos live in large groups. These groups are called flocks.","{""bytes"": ""<bytes:40562>"", ""path"": ""image.png""}",1,natural science,biology,"Identify mammals, birds, fish, reptiles, and amphibians",text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r019266,r019266,test,Select the bird.,red-eyed tree frog | harbor seal | Steller's sea eagle | humpback whale,2,"lecture: Birds have feathers, two wings, and a beak.
solution: A humpback whale is a mammal. It has hair and feeds its young milk.
Whales are mammals that live in the ocean. Humpback whales have small hairs that grow from bumps around their mouth.
A red-eyed tree frog is an amphibian. It has moist skin and begins its life in water.
A red-eyed tree frog has sticky pads on its toes. The sticky pads help the red-eyed tree frog hold on to leaves.
A harbor seal is a mammal. It has fur and feeds its young milk.
Seals have flippers instead of arms! They use their flippers to swim underwater or to crawl on the beach.
A Steller's sea eagle is a bird. It has feathers, two wings, and a beak.
Sea eagles use their sharp beaks to eat fish and other birds.",,0,natural science,biology,"Identify mammals, birds, fish, reptiles, and amphibians",text_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r019057,r019057,test,"Is the following statement about our solar system true or false?
The volume of Saturn is more than ten times the volume of Uranus.",false | true,1,"hint: Use the data to answer the question below.
lecture: A planet's volume tells you the size of the planet.
The primary composition of a planet is what the planet is made mainly of. In our solar system, planets are made mainly of rock, gas, or ice.
The volume of a planet is a very large quantity. Large quantities such as this are often written in scientific notation.
For example, the volume of Jupiter is 1,430,000,000,000,000 km^3. In scientific notation, Jupiter's volume is written as 1.43 x 10^15 km^3.
To compare two numbers written in scientific notation, first compare their exponents. The bigger the exponent is, the bigger the number is. For example:
1.43 x 10^15 is larger than 1.43 x 10^12
If their exponents are equal, compare the first numbers. For example:
1.43 x 10^15 is larger than 1.25 x 10^15
To multiply a number written in scientific notation by a power of 10, write the multiple of 10 as 10 raised to an exponent. Then, add the exponents. For example:
1.43 x 10^15 · 1000
= 1.43 x 10^15 · 10^3
= 1.43 x 10^(15 + 3)
= 1.43 x 10^18
solution: To determine if this statement is true, calculate the value of ten times the volume of Uranus.
Then compare the result to the volume of Saturn. The volume of Saturn is 8.27 x 10^14 km^3, which is greater than 6.83 x 10^14 km^3. So, the volume of Saturn is more than ten times the volume of Uranus.","{""bytes"": ""<bytes:27568>"", ""path"": ""image.png""}",1,natural science,earth-science,Analyze data to compare properties of planets,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r001781,r001781,train,"Is the following statement about our solar system true or false?
Jupiter's volume is more than 1,000 times that of Earth.",false | true,1,"hint: Use the data to answer the question below.
lecture: A planet's volume tells you the size of the planet.
The primary composition of a planet is what the planet is made mainly of. In our solar system, planets are made mainly of rock, gas, or ice.
The volume of a planet is a very large quantity. Large quantities such as this are often written in scientific notation.
For example, the volume of Jupiter is 1,430,000,000,000,000 km^3. In scientific notation, Jupiter's volume is written as 1.43 x 10^15 km^3.
To compare two numbers written in scientific notation, first compare their exponents. The bigger the exponent is, the bigger the number is. For example:
1.43 x 10^15 is larger than 1.43 x 10^12
If their exponents are equal, compare the first numbers. For example:
1.43 x 10^15 is larger than 1.25 x 10^15
To multiply a number written in scientific notation by a power of 10, write the multiple of 10 as 10 raised to an exponent. Then, add the exponents. For example:
1.43 x 10^15 · 1000
= 1.43 x 10^15 · 10^3
= 1.43 x 10^(15 + 3)
= 1.43 x 10^18
solution: To determine if this statement is true, calculate the value of 1,000 times the volume of Earth.
Then compare the result to the volume of Jupiter. The volume of Jupiter is 1.43 x 10^15 km^3, which is more than 1.08 x 10^15 km^3. So, Jupiter's volume is more than 1,000 times that of Earth.","{""bytes"": ""<bytes:27207>"", ""path"": ""image.png""}",1,natural science,earth-science,Analyze data to compare properties of planets,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r005173,r005173,train,Which of the following contains a vague pronoun reference?,"Jim plans to travel around Europe with his brother after he graduates. | After Jim graduates, he plans to travel around Europe with his brother.",0,"lecture: When writing, make sure to avoid vague pronoun references. A vague pronoun reference occurs when a pronoun could refer to more than one possible antecedent.
When Lisa and Kim finally landed, she breathed a sigh of relief.
The pronoun she could refer to either Lisa or Kim, so the meaning of the sentence is unclear.
Vague pronoun references can be corrected in one of two ways:
1. Replace the pronoun with its correct antecedent:
When Lisa and Kim finally landed, Lisa breathed a sigh of relief.
2. Rewrite the sentence:
Lisa breathed a sigh of relief when she and Kim finally landed.
A vague pronoun reference also occurs when they, them, their, theirs, it, or its is used without its antecedent.
They say that this nail polish dries in less than five minutes.
The pronoun they is used without its antecedent, so the meaning of the sentence is unclear.
This problem can be fixed by replacing the pronoun with its missing antecedent.
The advertisements say that this nail polish dries in less than five minutes.
solution: The second answer choice contains a vague pronoun reference. The pronoun he could refer to Jim or his brother.
Jim plans to travel around Europe with his brother after he graduates.
The first answer choice shows a possible correction for the vague pronoun reference. The text has been rewritten so that the meaning is clear.
After Jim graduates, he plans to travel around Europe with his brother.",,0,language science,pronouns,Identify vague pronoun references,text_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r000973,r000973,train,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,The magnetic force is weaker in Pair 2. | The magnetic force is weaker in Pair 1. | The strength of the magnetic force is the same in both pairs.,0,"hint: The images below show two pairs of magnets. The magnets in different pairs do not affect each other. All the magnets shown are made of the same material.
lecture: Magnets can pull or push on each other without touching. When magnets attract, they pull together. When magnets repel, they push apart.
These pulls and pushes between magnets are called magnetic forces. The stronger the magnetic force between two magnets, the more strongly the magnets attract or repel each other.
You can change the strength of a magnetic force between two magnets by changing the distance between them. The magnetic force is weaker when the magnets are farther apart.
solution: Distance affects the strength of the magnetic force. When magnets are farther apart, the magnetic force between them is weaker.
The magnets in Pair 2 are farther apart than the magnets in Pair 1. So, the magnetic force is weaker in Pair 2 than in Pair 1.","{""bytes"": ""<bytes:3140>"", ""path"": ""image.png""}",1,natural science,physics,Compare strengths of magnetic forces,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r018227,r018227,test,"Which logical fallacy is used in the text?
I don't trust Professor Powell's findings. Another researcher at her university was caught falsifying data. So, it's likely Professor Powell has, too.",guilt by association: a negative association intended to discredit someone or something | appeal to nature: the assumption that natural things are always good | bandwagon fallacy: the assumption that the popular choice is automatically correct,0,"lecture: A strong argument uses valid reasoning and logic in support of a claim. When an argument or claim introduces irrelevant information or misrepresents the issues at hand, it may be committing a logical fallacy. Logical fallacies can hurt a writer's credibility and can lead readers to draw false conclusions.
A logical fallacy may present irrelevant information:
Fallacy | Description
ad hominem | an attack against the person making the argument, rather than the argument itself
appeal to nature | an argument that assumes the natural choice is always the best choice
bandwagon fallacy | an argument that assumes the popular choice is always the best choice
circular reasoning | an argument that supports a claim with the claim itself
guilt by association | an unfair negative association with another person or group that is intended to discredit someone or something
A logical fallacy may misrepresent the issues at hand:
Fallacy | Description
false causation | the assumption that because two things happened together, one caused the other
false dichotomy | an argument that presents only two choices when more options exist
hasty generalization | a broad claim based on too few observations
slippery slope fallacy | the false assumption that a small first step will necessarily lead to extreme consequences
straw man | a misrepresentation of an opponent's position that makes it easier to argue against
solution: The text argues that Professor Powell's research is untrustworthy because someone else at her university was caught falsifying data. However, this isn't necessarily true. The practices of one researcher at a university do not necessarily reflect the practices of another researcher at the same university. This illustrates a type of logical fallacy known as guilt by association.",,0,language science,writing-strategies,Classify logical fallacies,text_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r018838,r018838,test,What can Duncan and Sam trade to each get what they want?,Duncan can trade his tomatoes for Sam's broccoli. | Duncan can trade his tomatoes for Sam's carrots. | Sam can trade his almonds for Duncan's tomatoes. | Sam can trade his broccoli for Duncan's oranges.,0,"hint: Trade happens when people agree to exchange goods and services. People give up something to get something else. Sometimes people barter, or directly exchange one good or service for another.
Duncan and Sam open their lunch boxes in the school cafeteria. Neither Duncan nor Sam got everything that they wanted. The table below shows which items they each wanted:

Look at the images of their lunches. Then answer the question below.
Duncan's lunch Sam's lunch
solution: Look at the table and images.
Duncan wants broccoli. Sam wants tomatoes. They can trade tomatoes for broccoli to both get what they want. Trading other things would not help both people get more items they want.","{""bytes"": ""<bytes:12035>"", ""path"": ""image.png""}",1,social science,economics,Trade and specialization,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r018918,r018918,test,Use the evidence in the text to select the photosynthetic organism.,Common fig plants are grown around the world for their fruit. The fig plants use carbon dioxide and water to make food. | Double-eyed fig parrots live in the forests of Australia and New Guinea. These parrots rely on figs and other plants for food.,0,"lecture: Organisms that carry out photosynthesis are called photosynthetic organisms. During photosynthesis, these organisms use light energy to turn water and carbon dioxide into sugars and oxygen.
Photosynthetic organisms also often have the following characteristics:
They are producers, which are organisms that make their own food inside their cells. Producers don't usually eat other organisms.
Their cells contain chloroplasts. Chloroplasts are cell parts where photosynthesis occurs.
Their chloroplasts often contain chlorophyll, which is green. Chlorophyll captures energy from sunlight to power photosynthesis.
They use the sugars they make during photosynthesis as food. This food provides the organisms with the energy they need to live.
solution: This organism is photosynthetic:
The text tells you that common fig plants use carbon dioxide and water to make food. This is evidence that the common fig is a photosynthetic organism.
This organism is not photosynthetic:
The text does not provide evidence that the double-eyed fig parrot is photosynthetic.",,0,natural science,biology,Identify the photosynthetic organism,text_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r005531,r005531,train,Which of these oceans does the prime meridian intersect?,the Arctic Ocean | the Indian Ocean | the Pacific Ocean,0,"lecture: Lines of latitude and lines of longitude are imaginary lines drawn on some globes and maps. They can help you find places on globes and maps.
Lines of latitude show how far north or south a place is. We use units called degrees to describe how far a place is from the equator. The equator is the line located at 0° latitude. We start counting degrees from there.
Lines north of the equator are labeled N for north. Lines south of the equator are labeled S for south. Lines of latitude are also called parallels because each line is parallel to the equator.
Lines of longitude are also called meridians. They show how far east or west a place is. We use degrees to help describe how far a place is from the prime meridian. The prime meridian is the line located at 0° longitude. Lines west of the prime meridian are labeled W. Lines east of the prime meridian are labeled E. Meridians meet at the north and south poles.
The equator goes all the way around the earth, but the prime meridian is different. It only goes from the North Pole to the South Pole on one side of the earth. On the opposite side of the globe is another special meridian. It is labeled both 180°E and 180°W.
Together, lines of latitude and lines of longitude form a grid. You can use this grid to find the exact location of a place.
solution: The prime meridian is the line at 0° longitude. It intersects the Arctic Ocean. It does not intersect the Indian Ocean or the Pacific Ocean.","{""bytes"": ""<bytes:140776>"", ""path"": ""image.png""}",1,social science,geography,Use lines of latitude and longitude,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r015297,r015297,validation,Select the one animal that has all of the placental mammal traits listed above.,"Red-headed poison frogs have moist, smooth skin. Female red-headed poison frogs lay their eggs on plants. The eggs have no shells and are protected by their father. When the eggs hatch, the father frog carries the tadpoles to water. | Sea otters have very thick fur. Their fur helps keep them warm in cold water. Female sea otters give birth to live offspring in the water.",1,"hint: Placental mammals are a group of animals with similar traits. The following traits can be used to identify placental mammals:
They give birth to live offspring.
They have fur or hair. Observe the animals and read the descriptions.
lecture: Scientists sort animals with similar traits into groups. This is called classification. Classification helps scientists learn about how animals live.
How do scientists classify animals? First, they make observations about an animal. Scientists observe the animal's traits, including its body parts and behavior. Then, scientists compare the animal's traits to other animals' traits. Scientists classify animals with similar traits into a group.
solution: To decide if an animal is part of a group, look at the traits of the group.
Placental mammals have the following traits:
They give birth to live offspring.
They have fur or hair.
Compare each animal's traits to the group's traits. Select the animal with traits similar to the group's traits.
A red-headed poison frog has the following traits:
It spends part of its life in water and part on land.
It has moist skin.
It makes eggs with no shells.
A red-headed poison frog does not have all of the traits of a placental mammal. A red-headed poison frog is an amphibian.
A sea otter has the following traits:
It gives birth to live offspring.
A sea otter has the traits of a placental mammal. A sea otter is a placental mammal.",,0,natural science,biology,Use evidence to classify animals,text_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r018829,r018829,test,The time period after the Civil War is usually called Reconstruction. What does it mean to reconstruct something?,to criticize something | to destroy something | to forget something entirely | to build something again,3,"solution: The prefix re- means ""again."" The word construct means ""to build."" So, reconstruct means ""to build something again."" The Confederate States were in the South. The border states were Southern states that did not join the Confederacy. In 1861, the Civil War started when 11 Southern states seceded, or withdrew from the country. The seceded states tried to form a new country called the Confederate States of America. In 1865, the Confederate states lost the Civil War. During Reconstruction, Americans debated how to bring the Confederate states back into the United States' political and economic systems.",,0,social science,us-history,Reconstruction,text_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r019909,r019909,test,"Which figure of speech is used in this text?
Dustin is a real Benedict Arnold. After promising to work on my campaign for class president, he decided to support my opponent.",simile | allusion,1,"lecture: Figures of speech are words or phrases that use language in a nonliteral or unusual way. They can make writing more expressive.
Alliteration is the repetition of sounds at the beginning of nearby words.
What a lucky little lady you are!
An allusion is a brief reference to something or someone well known, often from history or literature.
""I'd better get home before I turn into a pumpkin!"" Lila remarked.
An idiom is an expression that cannot be understood literally. Its meaning must be learned.
The assignment was a piece of cake.
A simile uses like or as to compare two things that are not actually alike.
The cat's fur was as dark as the night.
A metaphor compares two things that are not actually alike without using like or as.
The snow formed a blanket over the town.
Onomatopoeia involves using a word that expresses a sound.
The scrambled eggs hit the floor with a splat.
Personification is giving human characteristics to nonhuman things.
The trees danced in the wind.
A pun involves using a word or phrase in a humorous way that suggests more than one meaning.
A great new broom is sweeping the nation.
Verbal irony involves saying one thing but implying something very different. People often use verbal irony when they are being sarcastic.
Olivia seems thrilled that her car keeps breaking down.
Each breakdown is as enjoyable as a punch to the face.
solution: The text uses an allusion, a brief reference to someone or something well known.
Benedict Arnold alludes to the American general during the Revolutionary War who betrayed his country and fought for the British.",,0,language science,figurative-language,Classify figures of speech,text_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r015432,r015432,validation,Suppose Billy decides to plant the gardenias. Which result would be a cost?,Billy will give up the chance to look at the fir tree. He thinks it would have looked more beautiful than the gardenias. | He will save some space. The gardenias will use up less space than the fir tree would have used up.,0,"hint: Billy is deciding whether to plant gardenias or a fir tree in his backyard. He wants to make his backyard more beautiful. But he also wants to leave space for doing fun things.
lecture: Before you decide to do something, it is often helpful to list costs and benefits.
Costs are what you give up or spend when you decide to do something. Costs involve giving up things that you want or need.
Benefits are what you gain or save when you decide to do something. Benefits involve gaining something that you want or need.
solution: This result is a cost. It involves giving up or spending something that Billy wants or needs:
Billy will give up the chance to look at the fir tree. He thinks it would have looked more beautiful than the gardenias.",,0,social science,economics,Costs and benefits,text_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r017003,r017003,test,Select the bird below.,cane toad | ostrich,1,"hint: Birds have feathers, two wings, and a beak. A robin is an example of a bird.
lecture: Birds, mammals, fish, reptiles, and amphibians are groups of animals. The animals in each group have traits in common.
Scientists sort animals into groups based on traits they have in common. This process is called classification.
solution: An ostrich is a bird. It has feathers, two wings, and a beak.
The ostrich is the largest bird alive today. Ostriches cannot fly, but they can run very fast.
A cane toad is an amphibian. It has moist skin and begins its life in water.
Toads do not have teeth! They swallow their food whole.","{""bytes"": ""<bytes:36208>"", ""path"": ""image.png""}",1,natural science,biology,"Identify mammals, birds, fish, reptiles, and amphibians",text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r018134,r018134,test,"Which figure of speech is used in this text?
Eric remarked that the new book on anti-gravity was impossible to put down.",pun | alliteration,0,"lecture: Figures of speech are words or phrases that use language in a nonliteral or unusual way. They can make writing more expressive.
Alliteration is the repetition of sounds at the beginning of nearby words.
What a lucky little lady you are!
An allusion is a brief reference to something or someone well known, often from history or literature.
""I'd better get home before I turn into a pumpkin!"" Lila remarked.
An idiom is an expression that cannot be understood literally. Its meaning must be learned.
The assignment was a piece of cake.
A simile uses like or as to compare two things that are not actually alike.
The cat's fur was as dark as the night.
A metaphor compares two things that are not actually alike without using like or as.
The snow formed a blanket over the town.
Onomatopoeia involves using a word that expresses a sound.
The scrambled eggs hit the floor with a splat.
Personification is giving human characteristics to nonhuman things.
The trees danced in the wind.
A pun involves using a word or phrase in a humorous way that suggests more than one meaning.
A great new broom is sweeping the nation.
Verbal irony involves saying one thing but implying something very different. People often use verbal irony when they are being sarcastic.
Olivia seems thrilled that her car keeps breaking down.
Each breakdown is as enjoyable as a punch to the face.
solution: The text uses a pun, a word or phrase that humorously suggests more than one meaning.
Impossible to put down means that the book is so good that it is hard to stop reading. The phrase impossible to put down is also a joke about anti-gravity: if gravity pulls things down, perhaps anti-gravity does the opposite and makes them impossible to put down.",,0,language science,figurative-language,Classify figures of speech: review,text_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r003512,r003512,train,Which property do these three objects have in common?,transparent | fuzzy | yellow,1,"hint: Select the best answer.
lecture: An object has different properties. A property of an object can tell you how it looks, feels, tastes, or smells. Properties can also tell you how an object will behave when something happens to it.
Different objects can have properties in common. You can use these properties to put objects into groups.
solution: Look at each object.
For each object, decide if it has that property.
You can see clearly through a transparent object. The yarn pom pom and the stuffed dice are not transparent.
A fuzzy object is covered in soft hair. All three objects are fuzzy.
Yellow is a color.
This color is yellow. The yarn pom pom and the stuffed dice are not yellow.
The property that all three objects have in common is fuzzy.","{""bytes"": ""<bytes:81719>"", ""path"": ""image.png""}",1,natural science,physics,Compare properties of objects,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r010837,r010837,train,Select the plant.,Sheep eat plants. | Octopuses eat animals that live underwater. | Raspberry bushes have green leaves. | Bumble bees drink nectar from flowers.,2,"lecture: Plants and animals are living things. Living things are called organisms.
Plants come in many shapes and sizes. Most plants grow in the ground. They might grow leaves, flowers, and fruit. Plants cannot move around on their own like animals can.
Animals also come in many shapes and sizes. Most animals can move around. Animals might run, swim, jump, or fly. Animals eat plants or other organisms for food.
solution: A bumble bee is an animal. It drinks nectar from flowers.
A bumble bee is an insect. Bumble bees have soft hairs that make them look fuzzy.
An octopus is an animal. It eats animals that live underwater.
An octopus has two eyes and eight arms.
A sheep is an animal. It eats plants.
People raise sheep for their fur, meat, and milk.
A raspberry bush is a plant. It has green leaves.
Most raspberries are red. But raspberries can also be purple or yellow.",,0,natural science,biology,Identify plants and animals,text_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r014632,r014632,validation,What can Colleen and Natalie trade to each get what they want?,Natalie can trade her almonds for Colleen's tomatoes. | Natalie can trade her broccoli for Colleen's oranges. | Colleen can trade her tomatoes for Natalie's broccoli. | Colleen can trade her tomatoes for Natalie's carrots.,2,"hint: Trade happens when people agree to exchange goods and services. People give up something to get something else. Sometimes people barter, or directly exchange one good or service for another.
Colleen and Natalie open their lunch boxes in the school cafeteria. Neither Colleen nor Natalie got everything that they wanted. The table below shows which items they each wanted:

Look at the images of their lunches. Then answer the question below.
Colleen's lunch Natalie's lunch
solution: Look at the table and images.
Colleen wants broccoli. Natalie wants tomatoes. They can trade tomatoes for broccoli to both get what they want. Trading other things would not help both people get more items they want.","{""bytes"": ""<bytes:13238>"", ""path"": ""image.png""}",1,social science,economics,Trade and specialization,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r003967,r003967,train,Which closing is correct for a letter?,"Thank you,
Oliver | thank you,
Oliver",0,"lecture: A letter starts with a greeting and ends with a closing. For each one, capitalize the first word and end with a comma. You should also capitalize proper nouns, such as Aunt Sue.
Dear Aunt Sue,
I'm glad you could come to my party, and
thank you for the birthday gift. I could not have
asked for a better one! Every time I see it, I think
of you.
With love,
Rory
solution: The first closing is correct:
Its first word is capitalized, and it ends with a comma.",,0,language science,punctuation,Greetings and closings of letters,text_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r019555,r019555,test,What is the capital of Arkansas?,Columbia | Austin | Fayetteville | Little Rock,3,solution: Little Rock is the capital of Arkansas.,"{""bytes"": ""<bytes:65517>"", ""path"": ""image.png""}",1,social science,geography,Identify state capitals of the Southeast,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r011468,r011468,train,Which of these continents does the prime meridian intersect?,Asia | South America | Europe,2,"lecture: Lines of latitude and lines of longitude are imaginary lines drawn on some globes and maps. They can help you find places on globes and maps.
Lines of latitude show how far north or south a place is. We use units called degrees to describe how far a place is from the equator. The equator is the line located at 0° latitude. We start counting degrees from there.
Lines north of the equator are labeled N for north. Lines south of the equator are labeled S for south. Lines of latitude are also called parallels because each line is parallel to the equator.
Lines of longitude are also called meridians. They show how far east or west a place is. We use degrees to help describe how far a place is from the prime meridian. The prime meridian is the line located at 0° longitude. Lines west of the prime meridian are labeled W. Lines east of the prime meridian are labeled E. Meridians meet at the north and south poles.
The equator goes all the way around the earth, but the prime meridian is different. It only goes from the North Pole to the South Pole on one side of the earth. On the opposite side of the globe is another special meridian. It is labeled both 180°E and 180°W.
Together, lines of latitude and lines of longitude form a grid. You can use this grid to find the exact location of a place.
solution: The prime meridian is the line at 0° longitude. It intersects Europe. It does not intersect Asia or South America.","{""bytes"": ""<bytes:140782>"", ""path"": ""image.png""}",1,social science,geography,Use lines of latitude and longitude,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r001918,r001918,train,"Is the following statement true or false?
Animal cells do not have cytoplasm.",true | false,1,"solution: Animal cells do not have cytoplasm.
This statement is false. All cells have cytoplasm. The cytoplasm fills and maintains the space inside the cell.",,0,natural science,biology,Cell part functions: true or false,text_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r000085,r000085,train,Will these magnets attract or repel each other?,repel | attract,1,"hint: Two magnets are placed as shown.

Hint: Magnets that attract pull together. Magnets that repel push apart.
lecture: Magnets can pull or push on each other without touching. When magnets attract, they pull together. When magnets repel, they push apart.
Whether a magnet attracts or repels other magnets depends on the positions of its poles, or ends. Every magnet has two poles, called north and south.
Here are some examples of magnets. The north pole of each magnet is marked N, and the south pole is marked S.
If different poles are closest to each other, the magnets attract. The magnets in the pair below attract.
If the same poles are closest to each other, the magnets repel. The magnets in both pairs below repel.
solution: Will these magnets attract or repel? To find out, look at which poles are closest to each other.
The north pole of one magnet is closest to the south pole of the other magnet. Poles that are different attract. So, these magnets will attract each other.","{""bytes"": ""<bytes:1475>"", ""path"": ""image.png""}",1,natural science,physics,Identify magnets that attract or repel,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r002398,r002398,train,Select the reptile below.,helmeted iguana | fruit bat,0,"hint: Reptiles have scaly, waterproof skin. Most reptiles live on land. A Chinese alligator is an example of a reptile.
lecture: Birds, mammals, fish, reptiles, and amphibians are groups of animals. The animals in each group have traits in common.
Scientists sort animals into groups based on traits they have in common. This process is called classification.
solution: A fruit bat is a mammal. It has hair and feeds its young milk.
A helmeted iguana is a reptile. It has scaly, waterproof skin.","{""bytes"": ""<bytes:54707>"", ""path"": ""image.png""}",1,natural science,biology,"Identify mammals, birds, fish, reptiles, and amphibians",text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r013507,r013507,validation,Select the mixture.,silver | mud,1,"lecture: A pure substance is made of only one type of matter.
A mixture is made of two or more types of matter mixed together.",,0,natural science,physics,Identify mixtures,text_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r001925,r001925,train,Which country is highlighted?,New Zealand | Samoa | Kiribati | Tonga,1,solution: This country is Samoa.,"{""bytes"": ""<bytes:60019>"", ""path"": ""image.png""}",1,social science,geography,Identify and select countries of Oceania,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r013610,r013610,validation,What is the capital of Delaware?,Dover | Boston | Montpelier | Augusta,0,solution: Dover is the capital of Delaware.,"{""bytes"": ""<bytes:65670>"", ""path"": ""image.png""}",1,social science,geography,Identify state capitals of the Northeast,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r001189,r001189,train,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,The magnitude of the magnetic force is the same in both pairs. | The magnitude of the magnetic force is greater in Pair 1. | The magnitude of the magnetic force is greater in Pair 2.,1,"hint: The images below show two pairs of magnets. The magnets in different pairs do not affect each other. All the magnets shown are made of the same material, but some of them are different sizes and shapes.
lecture: Magnets can pull or push on each other without touching. When magnets attract, they pull together. When magnets repel, they push apart. These pulls and pushes between magnets are called magnetic forces.
The strength of a force is called its magnitude. The greater the magnitude of the magnetic force between two magnets, the more strongly the magnets attract or repel each other.
You can change the magnitude of a magnetic force between two magnets by using magnets of different sizes. The magnitude of the magnetic force is greater when the magnets are larger.
solution: Magnet sizes affect the magnitude of the magnetic force. Imagine magnets that are the same shape and made of the same material. The larger the magnets, the greater the magnitude of the magnetic force between them.
Magnet A is the same size in both pairs. But Magnet B is larger in Pair 1 than in Pair 2. So, the magnitude of the magnetic force is greater in Pair 1 than in Pair 2.","{""bytes"": ""<bytes:6684>"", ""path"": ""image.png""}",1,natural science,physics,Compare magnitudes of magnetic forces,text_image,question_with_image,multiple_choice,educational_science_qa
