dataset,sample_id,original_id,split,question,choices,answer,text_context,image_ref,has_image,subject,topic,skill,evidence_type,modality_case,answer_format,source_task
ai2d,ai2d_test_000001,ai2d_test_000001,test,What is the uppermost layer of the earth called?,Crust | Inner Core | Outer Core | Upper Mantle,0: Crust,,hf://lmms-lab/ai2d-no-mask/test/000001,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000102,ai2d_test_000102,test,Which letter corresponds to a Full Moon?,F | G | J | H,0: F,,hf://lmms-lab/ai2d-no-mask/test/000102,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000103,ai2d_test_000103,test,What is label H pointing to?,Golgi body | Endoplasmic reticulum | Nucleus | Mitochondrion,0: Golgi body,,hf://lmms-lab/ai2d-no-mask/test/000103,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000104,ai2d_test_000104,test,What does the diagram above depict?,cat | volcano | moon phases | Sun,2: moon phases,,hf://lmms-lab/ai2d-no-mask/test/000104,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000105,ai2d_test_000105,test,Name two types of horns.,Somatic and Dorsal | None of the above | Ventral and Dorsal | Somatic and Ventral,2: Ventral and Dorsal,,hf://lmms-lab/ai2d-no-mask/test/000105,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000106,ai2d_test_000106,test,The type of matter represented in the diagram is called what?,Gray | Green | Yellow | Red,0: Gray,,hf://lmms-lab/ai2d-no-mask/test/000106,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000107,ai2d_test_000107,test,Describe what is represented in letter O,igneous rock | metamorphic rock | magma | sedimentary rock,2: magma,,hf://lmms-lab/ai2d-no-mask/test/000107,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000108,ai2d_test_000108,test,"The molten rock material under the earth's crust, from which igneous rock is formed by cooling is known as",Roches | Sediments | Magma | Fusion,2: Magma,,hf://lmms-lab/ai2d-no-mask/test/000108,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000109,ai2d_test_000109,test,The exterior portion of the earth,none of above | crust | creamy nougat center | mantle,1: crust,,hf://lmms-lab/ai2d-no-mask/test/000109,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000110,ai2d_test_000110,test,The outermost layer of the Earth is called the ?,crust | lithosphere | mantle | core,0: crust,,hf://lmms-lab/ai2d-no-mask/test/000110,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000111,ai2d_test_000111,test,How many kids of feet are there?,4 | 2 | 6 | 5,2: 6,,hf://lmms-lab/ai2d-no-mask/test/000111,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000112,ai2d_test_000112,test,What type of beak is shown in E?,probing | none of the above | tearing meat | filtering,3: filtering,,hf://lmms-lab/ai2d-no-mask/test/000112,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000113,ai2d_test_000113,test,What type of feet is shown in B in the illustration?,climbing | walking | none of the above | perching,0: climbing,,hf://lmms-lab/ai2d-no-mask/test/000113,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000114,ai2d_test_000114,test,Which beak is the longest?,tearing meat | probing | filtering | drilling holes,1: probing,,hf://lmms-lab/ai2d-no-mask/test/000114,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000115,ai2d_test_000115,test,What is also known as the cell membrane?,Cytoplasm | Nucleus | Plasma membrane | Cell wall,2: Plasma membrane,,hf://lmms-lab/ai2d-no-mask/test/000115,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000116,ai2d_test_000116,test,What is also known as the vacuolar membrane?,Nucleus | Tonoplast | Starch grain | Cell Wall,1: Tonoplast,,hf://lmms-lab/ai2d-no-mask/test/000116,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000117,ai2d_test_000117,test,what is label e in diagram?,nucleus | chloroplast | cell wall | cell sap vacuole,2: cell wall,,hf://lmms-lab/ai2d-no-mask/test/000117,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000118,ai2d_test_000118,test,what layer is between starch grain and chloroplast?,a | b | c | e,3: e,,hf://lmms-lab/ai2d-no-mask/test/000118,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000119,ai2d_test_000119,test,"From the above food web diagram, which species need to find other energy source after grass",cricket | none | snake | bush,0: cricket,,hf://lmms-lab/ai2d-no-mask/test/000119,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000120,ai2d_test_000120,test,"From the food web shown in the diagram, which organism is the primary consumer?",Cricket | Wedge tailed eagle | Red bellied black snake | King brown snake,0: Cricket,,hf://lmms-lab/ai2d-no-mask/test/000120,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000121,ai2d_test_000121,test,"From the food web shown in the diagram, which organism is the producer?",Eagle | Human | Cane grass | Cricket,2: Cane grass,,hf://lmms-lab/ai2d-no-mask/test/000121,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000122,ai2d_test_000122,test,"If the producer in this ecosystem disappeared, the organism directly affected would be",Eagles | Humans | Snakes | Crickets,3: Crickets,,hf://lmms-lab/ai2d-no-mask/test/000122,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000123,ai2d_test_000123,test,Imagine that crickets died out in the ecosystem shown above. Predict which of these outcomes would be most likely to occur:,King brown snakes increase in population | Humans leave the ecosystem | Frilled neck lizard population goes down | Pollution increases,2: Frilled neck lizard population goes down,,hf://lmms-lab/ai2d-no-mask/test/000123,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000124,ai2d_test_000124,test,Refer the diagram and choose the option which is a carnivore?,Cricket | Cane grass | Salt bush | Wedge tailed eagle,3: Wedge tailed eagle,,hf://lmms-lab/ai2d-no-mask/test/000124,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000125,ai2d_test_000125,test,What feeds on crickets?,snake | lizards | eagle | salt bush,1: lizards,,hf://lmms-lab/ai2d-no-mask/test/000125,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000126,ai2d_test_000126,test,What is a predator?,salt bush | grass | lizard | cricket,2: lizard,,hf://lmms-lab/ai2d-no-mask/test/000126,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000127,ai2d_test_000127,test,What would happen if the cricket population decreased?,lizards would decrease | eagle would increase | king brown snake would increast | salt bush would decrease,0: lizards would decrease,,hf://lmms-lab/ai2d-no-mask/test/000127,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000128,ai2d_test_000128,test,Which among the below causes pollution?,Cane grass | Cricket | Humans | Salt bush,2: Humans,,hf://lmms-lab/ai2d-no-mask/test/000128,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000129,ai2d_test_000129,test,Base your answers on the food web below and on your knowledge of biology. Which organisms are carnivores?,"hawk, only | fox, only | grasshopper and rabbit | Fox, sparrow and hawk","3: Fox, sparrow and hawk",,hf://lmms-lab/ai2d-no-mask/test/000129,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000130,ai2d_test_000130,test,"From the above food web diagram, rabbit represents",producer | consumer | secondary consumers | decomposer,1: consumer,,hf://lmms-lab/ai2d-no-mask/test/000130,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000131,ai2d_test_000131,test,"From the above food web diagram, which species supplies energy",sparrow | fox | rabbit | plants,3: plants,,hf://lmms-lab/ai2d-no-mask/test/000131,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000132,ai2d_test_000132,test,"Using the diagram below, which animal is classified as an herbivore?",Fox | Grasshopper and rabbit | Praying Mantis | Sparrow,1: Grasshopper and rabbit,,hf://lmms-lab/ai2d-no-mask/test/000132,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000133,ai2d_test_000133,test,What is a predator of the rabbit?,praying mantis | sparrow | grasshopper | fox,3: fox,,hf://lmms-lab/ai2d-no-mask/test/000133,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000134,ai2d_test_000134,test,What will happen to the rabbit population if the fox population grows?,It will decrease | It will remain the same | It will increase | NA,0: It will decrease,,hf://lmms-lab/ai2d-no-mask/test/000134,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000135,ai2d_test_000135,test,What would happen if all the plants disappeared?,increase in hawk | increase in sparrow | decrease in fox | decrease in rabbits,3: decrease in rabbits,,hf://lmms-lab/ai2d-no-mask/test/000135,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000136,ai2d_test_000136,test,What is the name of the molten rock that reaches the earth's surface?,Pyroclastics | Viscous | Lava | Magma,2: Lava,,hf://lmms-lab/ai2d-no-mask/test/000136,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000137,ai2d_test_000137,test,"From the above food web diagram, if all the desert grass were removed which species will directly get affected",none | beetle | owl | thyme,1: beetle,,hf://lmms-lab/ai2d-no-mask/test/000137,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000138,ai2d_test_000138,test,"From the above food web diagram, which species is producer",jerboa | none | thyme | bettle,2: thyme,,hf://lmms-lab/ai2d-no-mask/test/000138,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000139,ai2d_test_000139,test,"In the diagram of the food web shown, thyme is a direct food source for which of these?",black mamba | camel | beetle | jackal,1: camel,,hf://lmms-lab/ai2d-no-mask/test/000139,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000140,ai2d_test_000140,test,"In the diagram of the food web shown, what does the camel get some of its energy from?",thyme | jerboa | beetle | black mamba,0: thyme,,hf://lmms-lab/ai2d-no-mask/test/000140,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000141,ai2d_test_000141,test,"In the diagram of the food web shown, what does the emperor scorpion get its food energy from?",thyme | beetle | jerboa | grasses,1: beetle,,hf://lmms-lab/ai2d-no-mask/test/000141,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000142,ai2d_test_000142,test,Which of the following comes under the category of producers?,camel | Dessert grass | beetle | jerboa,1: Dessert grass,,hf://lmms-lab/ai2d-no-mask/test/000142,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000143,ai2d_test_000143,test,Which is between the earth and the sun in a solar eclipse?,Moon | Jupiter | None of the above | Star,0: Moon,,hf://lmms-lab/ai2d-no-mask/test/000143,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000144,ai2d_test_000144,test,Which is larger the moon or the sun?,Sun | It varies | They are equal in size | Moon,0: Sun,,hf://lmms-lab/ai2d-no-mask/test/000144,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000145,ai2d_test_000145,test,what is the small circle in the diagram?,earth | moon | sun | solar eclipse,1: moon,,hf://lmms-lab/ai2d-no-mask/test/000145,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000146,ai2d_test_000146,test,which part of the diagram is large circle?,C | A | B | D,2: B,,hf://lmms-lab/ai2d-no-mask/test/000146,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000147,ai2d_test_000147,test,"In the eight phase lunar cycle shown, what position is next to last quarter?",full moon | new moon | waning gibbous | first quarter,2: waning gibbous,,hf://lmms-lab/ai2d-no-mask/test/000147,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000148,ai2d_test_000148,test,Letter A shows which phase of the moon?,Full | New | Last Quarter | Waning Crescent,0: Full,,hf://lmms-lab/ai2d-no-mask/test/000148,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000149,ai2d_test_000149,test,Which letter in the given diagram depicts the waning crescent moon phase?,H | A | G | D,3: D,,hf://lmms-lab/ai2d-no-mask/test/000149,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000150,ai2d_test_000150,test,Which letter shows the first quarter phase?,B | A | C | D,2: C,,hf://lmms-lab/ai2d-no-mask/test/000150,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000151,ai2d_test_000151,test,Name the label which indicates the pancreas in the above doagram.,C | A | B | D,1: A,,hf://lmms-lab/ai2d-no-mask/test/000151,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000152,ai2d_test_000152,test,Which organ is above the stomach?,liver | small intestine | gall bladder | large intestine,0: liver,,hf://lmms-lab/ai2d-no-mask/test/000152,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000153,ai2d_test_000153,test,Which part of the body lies just before the anus?,Liver | Rectum | Pancreas | Stomach,1: Rectum,,hf://lmms-lab/ai2d-no-mask/test/000153,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000154,ai2d_test_000154,test,"The diagram shows four stages in life cycle , between egg and pupa stage , which process must occur?",pupa | larval stages | adult | clouds,1: larval stages,,hf://lmms-lab/ai2d-no-mask/test/000154,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000155,ai2d_test_000155,test,"What letter shows a fully grown, mature organism?",C | A | D | B,3: B,,hf://lmms-lab/ai2d-no-mask/test/000155,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000156,ai2d_test_000156,test,What stage comes directly after egg?,death | larval | adult | pupa,1: larval,,hf://lmms-lab/ai2d-no-mask/test/000156,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000157,ai2d_test_000157,test,What stage directly precedes adult?,larval | child | toddler | pupa,3: pupa,,hf://lmms-lab/ai2d-no-mask/test/000157,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000158,ai2d_test_000158,test,What is the completely dark part of the eclipse called?,Umbra | Solar | Lunar | Penumbra,0: Umbra,,hf://lmms-lab/ai2d-no-mask/test/000158,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000159,ai2d_test_000159,test,Which is the completely dark portion of a shadow created by an eclipse?,g | c | b | a,0: g,,hf://lmms-lab/ai2d-no-mask/test/000159,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000160,ai2d_test_000160,test,Which is the hot star that produces light for an eclipse?,b | c | d | a,1: c,,hf://lmms-lab/ai2d-no-mask/test/000160,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000161,ai2d_test_000161,test,What is the expanded part of a leaf or petal?,blade | cordate | none of the above | petiole,0: blade,,hf://lmms-lab/ai2d-no-mask/test/000161,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000162,ai2d_test_000162,test,Fourth Instar Nymph can be found at which point?,H | E | C | A,0: H,,hf://lmms-lab/ai2d-no-mask/test/000162,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000163,ai2d_test_000163,test,"If eggs are represented at point B, what is represented at point G?",Crawler | Third Instar Nymph | Fourth Instar Nymph | Second Instar Nymph,0: Crawler,,hf://lmms-lab/ai2d-no-mask/test/000163,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000164,ai2d_test_000164,test,The diagram shows the Whitefly Lifecycle. Which stage is the crawler stage?,C | A | B | G,3: G,,hf://lmms-lab/ai2d-no-mask/test/000164,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000165,ai2d_test_000165,test,Which stage in this cycle is the most immature?,A | C | F | B,3: B,,hf://lmms-lab/ai2d-no-mask/test/000165,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000166,ai2d_test_000166,test,Which stage of a whitefly life cycle follows the third instar nymph?,fourth instar nymph | crawler | eggs | adult,0: fourth instar nymph,,hf://lmms-lab/ai2d-no-mask/test/000166,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000167,ai2d_test_000167,test,IN THE ABOVE FOOD WEB SOURCE ENERGY FOR CATERPILLAR IS (A)PLANT. (B)BIRD. (C)SPIDER. (D)WHITE FLY,A | B | D | C,0: A,,hf://lmms-lab/ai2d-no-mask/test/000167,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000168,ai2d_test_000168,test,"In the above diagram, which organism is known as producer?",caterpillar | spider | bird | plant,3: plant,,hf://lmms-lab/ai2d-no-mask/test/000168,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000169,ai2d_test_000169,test,"Jasmine made a simple food web of some animals that live in the Arctic. Based on Jasmine's food web, which organism is the main source of energy for the white fly?",plant | spider | lady bird | aphid (A) C (B) A (C) B,1: spider,,hf://lmms-lab/ai2d-no-mask/test/000169,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000170,ai2d_test_000170,test,Name an organism that is an herbivore in the given food web,ladybird | Spider | bird | Caterpillar,3: Caterpillar,,hf://lmms-lab/ai2d-no-mask/test/000170,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000171,ai2d_test_000171,test,The diagram above shows some of the organisms in a food web. Which of the following organisms shown in the diagram are primary consumers?,"aphid, caterpillar and whitefly | ladybird, bird and spider | aphid, only | Plant, only","0: aphid, caterpillar and whitefly",,hf://lmms-lab/ai2d-no-mask/test/000171,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000172,ai2d_test_000172,test,"The diagram below shows a food chain. If the plants died, the population of whitefly would most likely",none | remain the same | decrease | increase,2: decrease,,hf://lmms-lab/ai2d-no-mask/test/000172,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000173,ai2d_test_000173,test,Use the accompanying diagram to select the correct pair of secondary consumers.,Ladybird and spider | Whitefly and caterpillar | Bird and plant | Aphid and caterpillar,0: Ladybird and spider,,hf://lmms-lab/ai2d-no-mask/test/000173,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000174,ai2d_test_000174,test,What organism in the diagram would be considered a producer?,Plant | Aphid | Bird | Ladybird,0: Plant,,hf://lmms-lab/ai2d-no-mask/test/000174,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000175,ai2d_test_000175,test,What organism in the food web above is food for caterpillar?,aphid | spider | plant | bird,2: plant,,hf://lmms-lab/ai2d-no-mask/test/000175,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000176,ai2d_test_000176,test,How many stages are in this cycle?,3 | 4 | 2 | 5,1: 4,,hf://lmms-lab/ai2d-no-mask/test/000176,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000177,ai2d_test_000177,test,"In the given diagram, what letter represents plants?",B | C | D | A,0: B,,hf://lmms-lab/ai2d-no-mask/test/000177,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000178,ai2d_test_000178,test,Which letter represents atmospheric oxygen?,D | A | B | C,0: D,,hf://lmms-lab/ai2d-no-mask/test/000178,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000179,ai2d_test_000179,test,How many types of roots are displayed?,4 | 9 | 3 | 2,0: 4,,hf://lmms-lab/ai2d-no-mask/test/000179,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000180,ai2d_test_000180,test,What object is shown in the diagram above?,Earths Crust | Tree roots | Ocean Floor | None of the above,1: Tree roots,,hf://lmms-lab/ai2d-no-mask/test/000180,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000181,ai2d_test_000181,test,What is the fine powderlike material consisting of pollen grains that is produced by the anthers of seed plants?,anther | filament | pollen | stigma,2: pollen,,hf://lmms-lab/ai2d-no-mask/test/000181,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000182,ai2d_test_000182,test,What is the ovule-bearing lower part of a pistil that ripens into a fruit?,ovary | pollen | anther | stigma,0: ovary,,hf://lmms-lab/ai2d-no-mask/test/000182,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000183,ai2d_test_000183,test,According to the diagram when magma solidifies it becomes which type of rock?,Sedimentary | Igneous | Metamorphic | Lime,1: Igneous,,hf://lmms-lab/ai2d-no-mask/test/000183,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000184,ai2d_test_000184,test,What letter in the diagram shows the transformation from sedimentary rock to metamorphic rock?,m | e | j | g,2: j,,hf://lmms-lab/ai2d-no-mask/test/000184,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000185,ai2d_test_000185,test,"In the food web diagram that is shown, which is the producer?",plants | sucking insects | predatory invertebrates | carnivores,0: plants,,hf://lmms-lab/ai2d-no-mask/test/000185,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000186,ai2d_test_000186,test,"In the food web diagram that is shown, which organism consumes detritivores as food?",predatory invertebrates | primary producers | sucking insects | carnivores,3: carnivores,,hf://lmms-lab/ai2d-no-mask/test/000186,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000187,ai2d_test_000187,test,Lizards are what type of organism according to this diagram?,sad | carnivores | happy | herbivores,1: carnivores,,hf://lmms-lab/ai2d-no-mask/test/000187,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000188,ai2d_test_000188,test,Plants are what type of producers in this chart?,unimportant | tertiary | secondary | primary,3: primary,,hf://lmms-lab/ai2d-no-mask/test/000188,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000189,ai2d_test_000189,test,What is on the top of the food chain?,Detritivores | Sucking insects | Plants | Carnivores,3: Carnivores,,hf://lmms-lab/ai2d-no-mask/test/000189,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000190,ai2d_test_000190,test,What represents primary producers in the diagram?,Carnivores | Predatory invertebrates | Plants | Sucking insects,2: Plants,,hf://lmms-lab/ai2d-no-mask/test/000190,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000191,ai2d_test_000191,test,what is the above animal?,tiger | arctic wolf | lion | dog,1: arctic wolf,,hf://lmms-lab/ai2d-no-mask/test/000191,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000192,ai2d_test_000192,test,what is the color of wolf?,red | white | blue | green,1: white,,hf://lmms-lab/ai2d-no-mask/test/000192,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000193,ai2d_test_000193,test,"According to the food web, what is the source of energy for the squirrel?",grass | black bear | caribou | bob cat,0: grass,,hf://lmms-lab/ai2d-no-mask/test/000193,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000194,ai2d_test_000194,test,"According to the food web, what will happen if the grass dried up due to extreme heat?",Black bears would increase | Squirrel population would increase | Squirrel population would decrease | none of the above,2: Squirrel population would decrease,,hf://lmms-lab/ai2d-no-mask/test/000194,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000195,ai2d_test_000195,test,Base your answers on the diagram below and on your knowledge of science. Which are the organisms are herbivores?,"squirrel, bobcat, blackbear | caribou, moose, bobcat | squirrel, caribou, moose | caribou, moose, blackbear","2: squirrel, caribou, moose",,hf://lmms-lab/ai2d-no-mask/test/000195,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000196,ai2d_test_000196,test,"From the above food web diagram, if all the grass dies then population of squirrel will",decrease | remains the same | increase | NA,0: decrease,,hf://lmms-lab/ai2d-no-mask/test/000196,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
ai2d,ai2d_test_000197,ai2d_test_000197,test,"From the above food web diagram, what will cause moose to increase",decrease in evergreen | decrease in bobcar | increase in bobcat | increase in evergreen,3: increase in evergreen,,hf://lmms-lab/ai2d-no-mask/test/000197,1,science,diagram,diagram_question_answering,image_only_context,question_with_image,multiple_choice,diagram_qa
