model,sample_id,image_ref,rank,positive_score,top_image_refs
clip_vit_b32,ai2d_test_000102,hf://lmms-lab/ai2d-no-mask/test/000102,4,0.31586945056915283,"[""hf://lmms-lab/ai2d-no-mask/test/000099"", ""hf://lmms-lab/ai2d-no-mask/test/000100"", ""hf://lmms-lab/ai2d-no-mask/test/000101"", ""hf://lmms-lab/ai2d-no-mask/test/000102"", ""hf://lmms-lab/ai2d-no-mask/test/000147"", ""hf://lmms-lab/ai2d-no-mask/test/000031"", ""hf://lmms-lab/ai2d-no-mask/test/000167"", ""hf://lmms-lab/ai2d-no-mask/test/000168"", ""hf://lmms-lab/ai2d-no-mask/test/000169"", ""hf://lmms-lab/ai2d-no-mask/test/000170""]"
clip_vit_b32,ai2d_test_000103,hf://lmms-lab/ai2d-no-mask/test/000103,1,0.31695905327796936,"[""hf://lmms-lab/ai2d-no-mask/test/000103"", ""hf://lmms-lab/ai2d-no-mask/test/000083"", ""hf://lmms-lab/ai2d-no-mask/test/000077"", ""hf://lmms-lab/ai2d-no-mask/test/000078"", ""hf://lmms-lab/ai2d-no-mask/test/000006"", ""hf://lmms-lab/ai2d-no-mask/test/000177"", ""hf://lmms-lab/ai2d-no-mask/test/000178"", ""hf://lmms-lab/ai2d-no-mask/test/000007"", ""hf://lmms-lab/ai2d-no-mask/test/000008"", ""hf://lmms-lab/ai2d-no-mask/test/000009""]"
clip_vit_b32,ai2d_test_000104,hf://lmms-lab/ai2d-no-mask/test/000104,10,0.28920474648475647,"[""hf://lmms-lab/ai2d-no-mask/test/000099"", ""hf://lmms-lab/ai2d-no-mask/test/000100"", ""hf://lmms-lab/ai2d-no-mask/test/000101"", ""hf://lmms-lab/ai2d-no-mask/test/000102"", ""hf://lmms-lab/ai2d-no-mask/test/000031"", ""hf://lmms-lab/ai2d-no-mask/test/000145"", ""hf://lmms-lab/ai2d-no-mask/test/000146"", ""hf://lmms-lab/ai2d-no-mask/test/000004"", ""hf://lmms-lab/ai2d-no-mask/test/000005"", ""hf://lmms-lab/ai2d-no-mask/test/000104""]"
clip_vit_b32,ai2d_test_000105,hf://lmms-lab/ai2d-no-mask/test/000105,8,0.2816104590892792,"[""hf://lmms-lab/ai2d-no-mask/test/000062"", ""hf://lmms-lab/ai2d-no-mask/test/000063"", ""hf://lmms-lab/ai2d-no-mask/test/000064"", ""hf://lmms-lab/ai2d-no-mask/test/000088"", ""hf://lmms-lab/ai2d-no-mask/test/000089"", ""hf://lmms-lab/ai2d-no-mask/test/000090"", ""hf://lmms-lab/ai2d-no-mask/test/000091"", ""hf://lmms-lab/ai2d-no-mask/test/000105"", ""hf://lmms-lab/ai2d-no-mask/test/000106"", ""hf://lmms-lab/ai2d-no-mask/test/000022""]"
clip_vit_b32,ai2d_test_000106,hf://lmms-lab/ai2d-no-mask/test/000106,104,0.2143012434244156,"[""hf://lmms-lab/ai2d-no-mask/test/000167"", ""hf://lmms-lab/ai2d-no-mask/test/000168"", ""hf://lmms-lab/ai2d-no-mask/test/000169"", ""hf://lmms-lab/ai2d-no-mask/test/000170"", ""hf://lmms-lab/ai2d-no-mask/test/000171"", ""hf://lmms-lab/ai2d-no-mask/test/000172"", ""hf://lmms-lab/ai2d-no-mask/test/000173"", ""hf://lmms-lab/ai2d-no-mask/test/000174"", ""hf://lmms-lab/ai2d-no-mask/test/000175"", ""hf://lmms-lab/ai2d-no-mask/test/000177""]"
clip_vit_b32,ai2d_test_000107,hf://lmms-lab/ai2d-no-mask/test/000107,31,0.2509704828262329,"[""hf://lmms-lab/ai2d-no-mask/test/000183"", ""hf://lmms-lab/ai2d-no-mask/test/000184"", ""hf://lmms-lab/ai2d-no-mask/test/000026"", ""hf://lmms-lab/ai2d-no-mask/test/000027"", ""hf://lmms-lab/ai2d-no-mask/test/000028"", ""hf://lmms-lab/ai2d-no-mask/test/000025"", ""hf://lmms-lab/ai2d-no-mask/test/000007"", ""hf://lmms-lab/ai2d-no-mask/test/000008"", ""hf://lmms-lab/ai2d-no-mask/test/000009"", ""hf://lmms-lab/ai2d-no-mask/test/000010""]"
clip_vit_b32,ai2d_test_000108,hf://lmms-lab/ai2d-no-mask/test/000108,23,0.2929529547691345,"[""hf://lmms-lab/ai2d-no-mask/test/000183"", ""hf://lmms-lab/ai2d-no-mask/test/000026"", ""hf://lmms-lab/ai2d-no-mask/test/000027"", ""hf://lmms-lab/ai2d-no-mask/test/000028"", ""hf://lmms-lab/ai2d-no-mask/test/000184"", ""hf://lmms-lab/ai2d-no-mask/test/000025"", ""hf://lmms-lab/ai2d-no-mask/test/000004"", ""hf://lmms-lab/ai2d-no-mask/test/000005"", ""hf://lmms-lab/ai2d-no-mask/test/000109"", ""hf://lmms-lab/ai2d-no-mask/test/000002""]"
clip_vit_b32,ai2d_test_000109,hf://lmms-lab/ai2d-no-mask/test/000109,8,0.31417083740234375,"[""hf://lmms-lab/ai2d-no-mask/test/000021"", ""hf://lmms-lab/ai2d-no-mask/test/000110"", ""hf://lmms-lab/ai2d-no-mask/test/000004"", ""hf://lmms-lab/ai2d-no-mask/test/000005"", ""hf://lmms-lab/ai2d-no-mask/test/000002"", ""hf://lmms-lab/ai2d-no-mask/test/000003"", ""hf://lmms-lab/ai2d-no-mask/test/000001"", ""hf://lmms-lab/ai2d-no-mask/test/000109"", ""hf://lmms-lab/ai2d-no-mask/test/000022"", ""hf://lmms-lab/ai2d-no-mask/test/000023""]"
clip_vit_b32,ai2d_test_000110,hf://lmms-lab/ai2d-no-mask/test/000110,1,0.33820635080337524,"[""hf://lmms-lab/ai2d-no-mask/test/000110"", ""hf://lmms-lab/ai2d-no-mask/test/000001"", ""hf://lmms-lab/ai2d-no-mask/test/000004"", ""hf://lmms-lab/ai2d-no-mask/test/000005"", ""hf://lmms-lab/ai2d-no-mask/test/000021"", ""hf://lmms-lab/ai2d-no-mask/test/000002"", ""hf://lmms-lab/ai2d-no-mask/test/000003"", ""hf://lmms-lab/ai2d-no-mask/test/000109"", ""hf://lmms-lab/ai2d-no-mask/test/000022"", ""hf://lmms-lab/ai2d-no-mask/test/000023""]"
clip_vit_b32,ai2d_test_000111,hf://lmms-lab/ai2d-no-mask/test/000111,11,0.2699134945869446,"[""hf://lmms-lab/ai2d-no-mask/test/000181"", ""hf://lmms-lab/ai2d-no-mask/test/000182"", ""hf://lmms-lab/ai2d-no-mask/test/000067"", ""hf://lmms-lab/ai2d-no-mask/test/000068"", ""hf://lmms-lab/ai2d-no-mask/test/000112"", ""hf://lmms-lab/ai2d-no-mask/test/000113"", ""hf://lmms-lab/ai2d-no-mask/test/000069"", ""hf://lmms-lab/ai2d-no-mask/test/000070"", ""hf://lmms-lab/ai2d-no-mask/test/000077"", ""hf://lmms-lab/ai2d-no-mask/test/000078""]"
clip_vit_b32,ai2d_test_000112,hf://lmms-lab/ai2d-no-mask/test/000112,1,0.33990541100502014,"[""hf://lmms-lab/ai2d-no-mask/test/000112"", ""hf://lmms-lab/ai2d-no-mask/test/000113"", ""hf://lmms-lab/ai2d-no-mask/test/000111"", ""hf://lmms-lab/ai2d-no-mask/test/000114"", ""hf://lmms-lab/ai2d-no-mask/test/000007"", ""hf://lmms-lab/ai2d-no-mask/test/000008"", ""hf://lmms-lab/ai2d-no-mask/test/000009"", ""hf://lmms-lab/ai2d-no-mask/test/000010"", ""hf://lmms-lab/ai2d-no-mask/test/000167"", ""hf://lmms-lab/ai2d-no-mask/test/000168""]"
clip_vit_b32,ai2d_test_000113,hf://lmms-lab/ai2d-no-mask/test/000113,2,0.32821086049079895,"[""hf://lmms-lab/ai2d-no-mask/test/000112"", ""hf://lmms-lab/ai2d-no-mask/test/000113"", ""hf://lmms-lab/ai2d-no-mask/test/000111"", ""hf://lmms-lab/ai2d-no-mask/test/000114"", ""hf://lmms-lab/ai2d-no-mask/test/000088"", ""hf://lmms-lab/ai2d-no-mask/test/000089"", ""hf://lmms-lab/ai2d-no-mask/test/000030"", ""hf://lmms-lab/ai2d-no-mask/test/000090"", ""hf://lmms-lab/ai2d-no-mask/test/000091"", ""hf://lmms-lab/ai2d-no-mask/test/000073""]"
clip_vit_b32,ai2d_test_000114,hf://lmms-lab/ai2d-no-mask/test/000114,4,0.3291708528995514,"[""hf://lmms-lab/ai2d-no-mask/test/000112"", ""hf://lmms-lab/ai2d-no-mask/test/000113"", ""hf://lmms-lab/ai2d-no-mask/test/000111"", ""hf://lmms-lab/ai2d-no-mask/test/000114"", ""hf://lmms-lab/ai2d-no-mask/test/000137"", ""hf://lmms-lab/ai2d-no-mask/test/000138"", ""hf://lmms-lab/ai2d-no-mask/test/000139"", ""hf://lmms-lab/ai2d-no-mask/test/000140"", ""hf://lmms-lab/ai2d-no-mask/test/000141"", ""hf://lmms-lab/ai2d-no-mask/test/000142""]"
clip_vit_b32,ai2d_test_000115,hf://lmms-lab/ai2d-no-mask/test/000115,3,0.3002723157405853,"[""hf://lmms-lab/ai2d-no-mask/test/000103"", ""hf://lmms-lab/ai2d-no-mask/test/000083"", ""hf://lmms-lab/ai2d-no-mask/test/000115"", ""hf://lmms-lab/ai2d-no-mask/test/000116"", ""hf://lmms-lab/ai2d-no-mask/test/000117"", ""hf://lmms-lab/ai2d-no-mask/test/000118"", ""hf://lmms-lab/ai2d-no-mask/test/000181"", ""hf://lmms-lab/ai2d-no-mask/test/000182"", ""hf://lmms-lab/ai2d-no-mask/test/000006"", ""hf://lmms-lab/ai2d-no-mask/test/000067""]"
clip_vit_b32,ai2d_test_000116,hf://lmms-lab/ai2d-no-mask/test/000116,15,0.28535860776901245,"[""hf://lmms-lab/ai2d-no-mask/test/000103"", ""hf://lmms-lab/ai2d-no-mask/test/000083"", ""hf://lmms-lab/ai2d-no-mask/test/000067"", ""hf://lmms-lab/ai2d-no-mask/test/000068"", ""hf://lmms-lab/ai2d-no-mask/test/000062"", ""hf://lmms-lab/ai2d-no-mask/test/000063"", ""hf://lmms-lab/ai2d-no-mask/test/000077"", ""hf://lmms-lab/ai2d-no-mask/test/000078"", ""hf://lmms-lab/ai2d-no-mask/test/000079"", ""hf://lmms-lab/ai2d-no-mask/test/000080""]"
clip_vit_b32,ai2d_test_000117,hf://lmms-lab/ai2d-no-mask/test/000117,45,0.267598420381546,"[""hf://lmms-lab/ai2d-no-mask/test/000103"", ""hf://lmms-lab/ai2d-no-mask/test/000177"", ""hf://lmms-lab/ai2d-no-mask/test/000178"", ""hf://lmms-lab/ai2d-no-mask/test/000079"", ""hf://lmms-lab/ai2d-no-mask/test/000080"", ""hf://lmms-lab/ai2d-no-mask/test/000067"", ""hf://lmms-lab/ai2d-no-mask/test/000068"", ""hf://lmms-lab/ai2d-no-mask/test/000083"", ""hf://lmms-lab/ai2d-no-mask/test/000176"", ""hf://lmms-lab/ai2d-no-mask/test/000006""]"
clip_vit_b32,ai2d_test_000118,hf://lmms-lab/ai2d-no-mask/test/000118,25,0.2791934311389923,"[""hf://lmms-lab/ai2d-no-mask/test/000177"", ""hf://lmms-lab/ai2d-no-mask/test/000178"", ""hf://lmms-lab/ai2d-no-mask/test/000176"", ""hf://lmms-lab/ai2d-no-mask/test/000079"", ""hf://lmms-lab/ai2d-no-mask/test/000080"", ""hf://lmms-lab/ai2d-no-mask/test/000067"", ""hf://lmms-lab/ai2d-no-mask/test/000068"", ""hf://lmms-lab/ai2d-no-mask/test/000103"", ""hf://lmms-lab/ai2d-no-mask/test/000092"", ""hf://lmms-lab/ai2d-no-mask/test/000093""]"
clip_vit_b32,ai2d_test_000119,hf://lmms-lab/ai2d-no-mask/test/000119,9,0.32471713423728943,"[""hf://lmms-lab/ai2d-no-mask/test/000012"", ""hf://lmms-lab/ai2d-no-mask/test/000013"", ""hf://lmms-lab/ai2d-no-mask/test/000014"", ""hf://lmms-lab/ai2d-no-mask/test/000015"", ""hf://lmms-lab/ai2d-no-mask/test/000156"", ""hf://lmms-lab/ai2d-no-mask/test/000157"", ""hf://lmms-lab/ai2d-no-mask/test/000154"", ""hf://lmms-lab/ai2d-no-mask/test/000155"", ""hf://lmms-lab/ai2d-no-mask/test/000119"", ""hf://lmms-lab/ai2d-no-mask/test/000120""]"
clip_vit_b32,ai2d_test_000120,hf://lmms-lab/ai2d-no-mask/test/000120,2,0.34221845865249634,"[""hf://lmms-lab/ai2d-no-mask/test/000119"", ""hf://lmms-lab/ai2d-no-mask/test/000120"", ""hf://lmms-lab/ai2d-no-mask/test/000121"", ""hf://lmms-lab/ai2d-no-mask/test/000122"", ""hf://lmms-lab/ai2d-no-mask/test/000123"", ""hf://lmms-lab/ai2d-no-mask/test/000124"", ""hf://lmms-lab/ai2d-no-mask/test/000125"", ""hf://lmms-lab/ai2d-no-mask/test/000126"", ""hf://lmms-lab/ai2d-no-mask/test/000127"", ""hf://lmms-lab/ai2d-no-mask/test/000128""]"
clip_vit_b32,ai2d_test_000121,hf://lmms-lab/ai2d-no-mask/test/000121,23,0.31235548853874207,"[""hf://lmms-lab/ai2d-no-mask/test/000137"", ""hf://lmms-lab/ai2d-no-mask/test/000138"", ""hf://lmms-lab/ai2d-no-mask/test/000139"", ""hf://lmms-lab/ai2d-no-mask/test/000140"", ""hf://lmms-lab/ai2d-no-mask/test/000141"", ""hf://lmms-lab/ai2d-no-mask/test/000142"", ""hf://lmms-lab/ai2d-no-mask/test/000156"", ""hf://lmms-lab/ai2d-no-mask/test/000157"", ""hf://lmms-lab/ai2d-no-mask/test/000012"", ""hf://lmms-lab/ai2d-no-mask/test/000013""]"
clip_vit_b32,ai2d_test_000122,hf://lmms-lab/ai2d-no-mask/test/000122,12,0.3075406551361084,"[""hf://lmms-lab/ai2d-no-mask/test/000156"", ""hf://lmms-lab/ai2d-no-mask/test/000157"", ""hf://lmms-lab/ai2d-no-mask/test/000137"", ""hf://lmms-lab/ai2d-no-mask/test/000138"", ""hf://lmms-lab/ai2d-no-mask/test/000139"", ""hf://lmms-lab/ai2d-no-mask/test/000140"", ""hf://lmms-lab/ai2d-no-mask/test/000141"", ""hf://lmms-lab/ai2d-no-mask/test/000142"", ""hf://lmms-lab/ai2d-no-mask/test/000119"", ""hf://lmms-lab/ai2d-no-mask/test/000120""]"
clip_vit_b32,ai2d_test_000123,hf://lmms-lab/ai2d-no-mask/test/000123,19,0.31716346740722656,"[""hf://lmms-lab/ai2d-no-mask/test/000012"", ""hf://lmms-lab/ai2d-no-mask/test/000013"", ""hf://lmms-lab/ai2d-no-mask/test/000014"", ""hf://lmms-lab/ai2d-no-mask/test/000015"", ""hf://lmms-lab/ai2d-no-mask/test/000185"", ""hf://lmms-lab/ai2d-no-mask/test/000186"", ""hf://lmms-lab/ai2d-no-mask/test/000187"", ""hf://lmms-lab/ai2d-no-mask/test/000188"", ""hf://lmms-lab/ai2d-no-mask/test/000189"", ""hf://lmms-lab/ai2d-no-mask/test/000190""]"
clip_vit_b32,ai2d_test_000124,hf://lmms-lab/ai2d-no-mask/test/000124,12,0.3274292051792145,"[""hf://lmms-lab/ai2d-no-mask/test/000137"", ""hf://lmms-lab/ai2d-no-mask/test/000138"", ""hf://lmms-lab/ai2d-no-mask/test/000139"", ""hf://lmms-lab/ai2d-no-mask/test/000140"", ""hf://lmms-lab/ai2d-no-mask/test/000141"", ""hf://lmms-lab/ai2d-no-mask/test/000142"", ""hf://lmms-lab/ai2d-no-mask/test/000119"", ""hf://lmms-lab/ai2d-no-mask/test/000120"", ""hf://lmms-lab/ai2d-no-mask/test/000121"", ""hf://lmms-lab/ai2d-no-mask/test/000122""]"
clip_vit_b32,ai2d_test_000125,hf://lmms-lab/ai2d-no-mask/test/000125,12,0.34620052576065063,"[""hf://lmms-lab/ai2d-no-mask/test/000012"", ""hf://lmms-lab/ai2d-no-mask/test/000013"", ""hf://lmms-lab/ai2d-no-mask/test/000014"", ""hf://lmms-lab/ai2d-no-mask/test/000015"", ""hf://lmms-lab/ai2d-no-mask/test/000011"", ""hf://lmms-lab/ai2d-no-mask/test/000119"", ""hf://lmms-lab/ai2d-no-mask/test/000120"", ""hf://lmms-lab/ai2d-no-mask/test/000121"", ""hf://lmms-lab/ai2d-no-mask/test/000122"", ""hf://lmms-lab/ai2d-no-mask/test/000123""]"
clip_vit_b32,ai2d_test_000126,hf://lmms-lab/ai2d-no-mask/test/000126,16,0.3109775185585022,"[""hf://lmms-lab/ai2d-no-mask/test/000012"", ""hf://lmms-lab/ai2d-no-mask/test/000013"", ""hf://lmms-lab/ai2d-no-mask/test/000014"", ""hf://lmms-lab/ai2d-no-mask/test/000015"", ""hf://lmms-lab/ai2d-no-mask/test/000011"", ""hf://lmms-lab/ai2d-no-mask/test/000156"", ""hf://lmms-lab/ai2d-no-mask/test/000157"", ""hf://lmms-lab/ai2d-no-mask/test/000029"", ""hf://lmms-lab/ai2d-no-mask/test/000119"", ""hf://lmms-lab/ai2d-no-mask/test/000120""]"
clip_vit_b32,ai2d_test_000127,hf://lmms-lab/ai2d-no-mask/test/000127,18,0.3111094832420349,"[""hf://lmms-lab/ai2d-no-mask/test/000012"", ""hf://lmms-lab/ai2d-no-mask/test/000013"", ""hf://lmms-lab/ai2d-no-mask/test/000014"", ""hf://lmms-lab/ai2d-no-mask/test/000015"", ""hf://lmms-lab/ai2d-no-mask/test/000011"", ""hf://lmms-lab/ai2d-no-mask/test/000156"", ""hf://lmms-lab/ai2d-no-mask/test/000157"", ""hf://lmms-lab/ai2d-no-mask/test/000154"", ""hf://lmms-lab/ai2d-no-mask/test/000155"", ""hf://lmms-lab/ai2d-no-mask/test/000119""]"
clip_vit_b32,ai2d_test_000128,hf://lmms-lab/ai2d-no-mask/test/000128,15,0.30643126368522644,"[""hf://lmms-lab/ai2d-no-mask/test/000176"", ""hf://lmms-lab/ai2d-no-mask/test/000177"", ""hf://lmms-lab/ai2d-no-mask/test/000178"", ""hf://lmms-lab/ai2d-no-mask/test/000019"", ""hf://lmms-lab/ai2d-no-mask/test/000020"", ""hf://lmms-lab/ai2d-no-mask/test/000119"", ""hf://lmms-lab/ai2d-no-mask/test/000120"", ""hf://lmms-lab/ai2d-no-mask/test/000121"", ""hf://lmms-lab/ai2d-no-mask/test/000122"", ""hf://lmms-lab/ai2d-no-mask/test/000123""]"
clip_vit_b32,ai2d_test_000129,hf://lmms-lab/ai2d-no-mask/test/000129,27,0.3145032525062561,"[""hf://lmms-lab/ai2d-no-mask/test/000137"", ""hf://lmms-lab/ai2d-no-mask/test/000138"", ""hf://lmms-lab/ai2d-no-mask/test/000139"", ""hf://lmms-lab/ai2d-no-mask/test/000140"", ""hf://lmms-lab/ai2d-no-mask/test/000141"", ""hf://lmms-lab/ai2d-no-mask/test/000142"", ""hf://lmms-lab/ai2d-no-mask/test/000193"", ""hf://lmms-lab/ai2d-no-mask/test/000194"", ""hf://lmms-lab/ai2d-no-mask/test/000195"", ""hf://lmms-lab/ai2d-no-mask/test/000196""]"
clip_vit_b32,ai2d_test_000130,hf://lmms-lab/ai2d-no-mask/test/000130,98,0.25724533200263977,"[""hf://lmms-lab/ai2d-no-mask/test/000012"", ""hf://lmms-lab/ai2d-no-mask/test/000013"", ""hf://lmms-lab/ai2d-no-mask/test/000014"", ""hf://lmms-lab/ai2d-no-mask/test/000015"", ""hf://lmms-lab/ai2d-no-mask/test/000156"", ""hf://lmms-lab/ai2d-no-mask/test/000157"", ""hf://lmms-lab/ai2d-no-mask/test/000167"", ""hf://lmms-lab/ai2d-no-mask/test/000168"", ""hf://lmms-lab/ai2d-no-mask/test/000169"", ""hf://lmms-lab/ai2d-no-mask/test/000170""]"
clip_vit_b32,ai2d_test_000131,hf://lmms-lab/ai2d-no-mask/test/000131,14,0.3109235465526581,"[""hf://lmms-lab/ai2d-no-mask/test/000167"", ""hf://lmms-lab/ai2d-no-mask/test/000168"", ""hf://lmms-lab/ai2d-no-mask/test/000169"", ""hf://lmms-lab/ai2d-no-mask/test/000170"", ""hf://lmms-lab/ai2d-no-mask/test/000171"", ""hf://lmms-lab/ai2d-no-mask/test/000172"", ""hf://lmms-lab/ai2d-no-mask/test/000173"", ""hf://lmms-lab/ai2d-no-mask/test/000174"", ""hf://lmms-lab/ai2d-no-mask/test/000175"", ""hf://lmms-lab/ai2d-no-mask/test/000156""]"
clip_vit_b32,ai2d_test_000132,hf://lmms-lab/ai2d-no-mask/test/000132,17,0.32988205552101135,"[""hf://lmms-lab/ai2d-no-mask/test/000012"", ""hf://lmms-lab/ai2d-no-mask/test/000013"", ""hf://lmms-lab/ai2d-no-mask/test/000014"", ""hf://lmms-lab/ai2d-no-mask/test/000015"", ""hf://lmms-lab/ai2d-no-mask/test/000011"", ""hf://lmms-lab/ai2d-no-mask/test/000156"", ""hf://lmms-lab/ai2d-no-mask/test/000157"", ""hf://lmms-lab/ai2d-no-mask/test/000137"", ""hf://lmms-lab/ai2d-no-mask/test/000138"", ""hf://lmms-lab/ai2d-no-mask/test/000139""]"
clip_vit_b32,ai2d_test_000133,hf://lmms-lab/ai2d-no-mask/test/000133,5,0.34953412413597107,"[""hf://lmms-lab/ai2d-no-mask/test/000129"", ""hf://lmms-lab/ai2d-no-mask/test/000130"", ""hf://lmms-lab/ai2d-no-mask/test/000131"", ""hf://lmms-lab/ai2d-no-mask/test/000132"", ""hf://lmms-lab/ai2d-no-mask/test/000133"", ""hf://lmms-lab/ai2d-no-mask/test/000134"", ""hf://lmms-lab/ai2d-no-mask/test/000135"", ""hf://lmms-lab/ai2d-no-mask/test/000012"", ""hf://lmms-lab/ai2d-no-mask/test/000013"", ""hf://lmms-lab/ai2d-no-mask/test/000014""]"
clip_vit_b32,ai2d_test_000134,hf://lmms-lab/ai2d-no-mask/test/000134,29,0.2977967858314514,"[""hf://lmms-lab/ai2d-no-mask/test/000137"", ""hf://lmms-lab/ai2d-no-mask/test/000138"", ""hf://lmms-lab/ai2d-no-mask/test/000139"", ""hf://lmms-lab/ai2d-no-mask/test/000140"", ""hf://lmms-lab/ai2d-no-mask/test/000141"", ""hf://lmms-lab/ai2d-no-mask/test/000142"", ""hf://lmms-lab/ai2d-no-mask/test/000193"", ""hf://lmms-lab/ai2d-no-mask/test/000194"", ""hf://lmms-lab/ai2d-no-mask/test/000195"", ""hf://lmms-lab/ai2d-no-mask/test/000196""]"
clip_vit_b32,ai2d_test_000135,hf://lmms-lab/ai2d-no-mask/test/000135,13,0.3074604868888855,"[""hf://lmms-lab/ai2d-no-mask/test/000137"", ""hf://lmms-lab/ai2d-no-mask/test/000138"", ""hf://lmms-lab/ai2d-no-mask/test/000139"", ""hf://lmms-lab/ai2d-no-mask/test/000140"", ""hf://lmms-lab/ai2d-no-mask/test/000141"", ""hf://lmms-lab/ai2d-no-mask/test/000142"", ""hf://lmms-lab/ai2d-no-mask/test/000129"", ""hf://lmms-lab/ai2d-no-mask/test/000130"", ""hf://lmms-lab/ai2d-no-mask/test/000131"", ""hf://lmms-lab/ai2d-no-mask/test/000132""]"
clip_vit_b32,ai2d_test_000136,hf://lmms-lab/ai2d-no-mask/test/000136,1,0.3295535743236542,"[""hf://lmms-lab/ai2d-no-mask/test/000136"", ""hf://lmms-lab/ai2d-no-mask/test/000183"", ""hf://lmms-lab/ai2d-no-mask/test/000004"", ""hf://lmms-lab/ai2d-no-mask/test/000005"", ""hf://lmms-lab/ai2d-no-mask/test/000026"", ""hf://lmms-lab/ai2d-no-mask/test/000027"", ""hf://lmms-lab/ai2d-no-mask/test/000028"", ""hf://lmms-lab/ai2d-no-mask/test/000025"", ""hf://lmms-lab/ai2d-no-mask/test/000184"", ""hf://lmms-lab/ai2d-no-mask/test/000176""]"
clip_vit_b32,ai2d_test_000137,hf://lmms-lab/ai2d-no-mask/test/000137,9,0.3378991186618805,"[""hf://lmms-lab/ai2d-no-mask/test/000156"", ""hf://lmms-lab/ai2d-no-mask/test/000157"", ""hf://lmms-lab/ai2d-no-mask/test/000154"", ""hf://lmms-lab/ai2d-no-mask/test/000155"", ""hf://lmms-lab/ai2d-no-mask/test/000012"", ""hf://lmms-lab/ai2d-no-mask/test/000013"", ""hf://lmms-lab/ai2d-no-mask/test/000014"", ""hf://lmms-lab/ai2d-no-mask/test/000015"", ""hf://lmms-lab/ai2d-no-mask/test/000137"", ""hf://lmms-lab/ai2d-no-mask/test/000138""]"
clip_vit_b32,ai2d_test_000138,hf://lmms-lab/ai2d-no-mask/test/000138,25,0.32722342014312744,"[""hf://lmms-lab/ai2d-no-mask/test/000156"", ""hf://lmms-lab/ai2d-no-mask/test/000157"", ""hf://lmms-lab/ai2d-no-mask/test/000154"", ""hf://lmms-lab/ai2d-no-mask/test/000155"", ""hf://lmms-lab/ai2d-no-mask/test/000119"", ""hf://lmms-lab/ai2d-no-mask/test/000120"", ""hf://lmms-lab/ai2d-no-mask/test/000121"", ""hf://lmms-lab/ai2d-no-mask/test/000122"", ""hf://lmms-lab/ai2d-no-mask/test/000123"", ""hf://lmms-lab/ai2d-no-mask/test/000124""]"
clip_vit_b32,ai2d_test_000139,hf://lmms-lab/ai2d-no-mask/test/000139,3,0.3558991849422455,"[""hf://lmms-lab/ai2d-no-mask/test/000137"", ""hf://lmms-lab/ai2d-no-mask/test/000138"", ""hf://lmms-lab/ai2d-no-mask/test/000139"", ""hf://lmms-lab/ai2d-no-mask/test/000140"", ""hf://lmms-lab/ai2d-no-mask/test/000141"", ""hf://lmms-lab/ai2d-no-mask/test/000142"", ""hf://lmms-lab/ai2d-no-mask/test/000156"", ""hf://lmms-lab/ai2d-no-mask/test/000157"", ""hf://lmms-lab/ai2d-no-mask/test/000154"", ""hf://lmms-lab/ai2d-no-mask/test/000155""]"
clip_vit_b32,ai2d_test_000140,hf://lmms-lab/ai2d-no-mask/test/000140,4,0.36360692977905273,"[""hf://lmms-lab/ai2d-no-mask/test/000137"", ""hf://lmms-lab/ai2d-no-mask/test/000138"", ""hf://lmms-lab/ai2d-no-mask/test/000139"", ""hf://lmms-lab/ai2d-no-mask/test/000140"", ""hf://lmms-lab/ai2d-no-mask/test/000141"", ""hf://lmms-lab/ai2d-no-mask/test/000142"", ""hf://lmms-lab/ai2d-no-mask/test/000154"", ""hf://lmms-lab/ai2d-no-mask/test/000155"", ""hf://lmms-lab/ai2d-no-mask/test/000156"", ""hf://lmms-lab/ai2d-no-mask/test/000157""]"
clip_vit_b32,ai2d_test_000141,hf://lmms-lab/ai2d-no-mask/test/000141,48,0.3237832486629486,"[""hf://lmms-lab/ai2d-no-mask/test/000011"", ""hf://lmms-lab/ai2d-no-mask/test/000154"", ""hf://lmms-lab/ai2d-no-mask/test/000155"", ""hf://lmms-lab/ai2d-no-mask/test/000012"", ""hf://lmms-lab/ai2d-no-mask/test/000013"", ""hf://lmms-lab/ai2d-no-mask/test/000014"", ""hf://lmms-lab/ai2d-no-mask/test/000015"", ""hf://lmms-lab/ai2d-no-mask/test/000156"", ""hf://lmms-lab/ai2d-no-mask/test/000157"", ""hf://lmms-lab/ai2d-no-mask/test/000094""]"
clip_vit_b32,ai2d_test_000142,hf://lmms-lab/ai2d-no-mask/test/000142,6,0.32922908663749695,"[""hf://lmms-lab/ai2d-no-mask/test/000137"", ""hf://lmms-lab/ai2d-no-mask/test/000138"", ""hf://lmms-lab/ai2d-no-mask/test/000139"", ""hf://lmms-lab/ai2d-no-mask/test/000140"", ""hf://lmms-lab/ai2d-no-mask/test/000141"", ""hf://lmms-lab/ai2d-no-mask/test/000142"", ""hf://lmms-lab/ai2d-no-mask/test/000156"", ""hf://lmms-lab/ai2d-no-mask/test/000157"", ""hf://lmms-lab/ai2d-no-mask/test/000154"", ""hf://lmms-lab/ai2d-no-mask/test/000155""]"
