dataset,sample_id,image_ref,hf_index,local_image_path,status,width,height,error
ai2d,ai2d_test_000188,hf://lmms-lab/ai2d-no-mask/test/000188,188,data/ai2d/raw/images/ai2d_test_000188.png,cached,245,297,
ai2d,ai2d_test_000189,hf://lmms-lab/ai2d-no-mask/test/000189,189,data/ai2d/raw/images/ai2d_test_000189.png,cached,245,297,
ai2d,ai2d_test_000190,hf://lmms-lab/ai2d-no-mask/test/000190,190,data/ai2d/raw/images/ai2d_test_000190.png,cached,245,297,
ai2d,ai2d_test_000191,hf://lmms-lab/ai2d-no-mask/test/000191,191,data/ai2d/raw/images/ai2d_test_000191.png,cached,792,612,
ai2d,ai2d_test_000192,hf://lmms-lab/ai2d-no-mask/test/000192,192,data/ai2d/raw/images/ai2d_test_000192.png,cached,792,612,
ai2d,ai2d_test_000193,hf://lmms-lab/ai2d-no-mask/test/000193,193,data/ai2d/raw/images/ai2d_test_000193.png,cached,864,592,
ai2d,ai2d_test_000194,hf://lmms-lab/ai2d-no-mask/test/000194,194,data/ai2d/raw/images/ai2d_test_000194.png,cached,864,592,
ai2d,ai2d_test_000195,hf://lmms-lab/ai2d-no-mask/test/000195,195,data/ai2d/raw/images/ai2d_test_000195.png,cached,864,592,
ai2d,ai2d_test_000196,hf://lmms-lab/ai2d-no-mask/test/000196,196,data/ai2d/raw/images/ai2d_test_000196.png,cached,864,592,
ai2d,ai2d_test_000197,hf://lmms-lab/ai2d-no-mask/test/000197,197,data/ai2d/raw/images/ai2d_test_000197.png,cached,864,592,
ai2d,ai2d_test_000198,hf://lmms-lab/ai2d-no-mask/test/000198,198,data/ai2d/raw/images/ai2d_test_000198.png,cached,864,592,
ai2d,ai2d_test_000199,hf://lmms-lab/ai2d-no-mask/test/000199,199,data/ai2d/raw/images/ai2d_test_000199.png,cached,864,592,
ai2d,ai2d_test_000200,hf://lmms-lab/ai2d-no-mask/test/000200,200,data/ai2d/raw/images/ai2d_test_000200.png,cached,864,592,
